,input,label,llm_label,rationale
7935,"She would only buy things on sale as to what?
Answer Choices:
(a) selling
(b) get money
(c) save money
(d) steal
(e) spend money",save money,spend money,"The answer must be something that is the opposite of buying things on sale. Of the above choices, only spending money is the opposite of buying things on sale."
7936,"Running is great cardio for working out the heart, but the regular muscles it targets are in the what?
Answer Choices:
(a) thighs
(b) legs
(c) movement
(d) use of muscles
(e) agility",legs,legs,"The answer must be the muscles that running targets. Of the above choices, only legs are muscles that running targets."
7937,"Joe didn't have any concern for small things.   Some people thought that he was irresponsible, but Sarah insisted he was just what?
Answer Choices:
(a) uncaring
(b) indifference
(c) arrogant
(d) carefree
(e) carelessness",carefree,carefree,"The answer must be a word that describes someone who doesn't have concern for small things. Of the above choices, only carefree describes someone who doesn't have concern for small things."
7938,"Where would you be unlikely to find bugs?
Answer Choices:
(a) roof
(b) field
(c) meadow
(d) garden
(e) garbage can",roof,garbage can,"The answer must be a place where bugs are unlikely to be found. Of the above choices, only garbage can is a place where bugs are unlikely to be found."
7939,"If I have to keep track of how much oxygen there is, where am I?
Answer Choices:
(a) air
(b) water
(c) earth
(d) space shuttle
(e) tunnel",space shuttle,space shuttle,"The answer must be a place where oxygen is important. Of the above choices, only space shuttle is a place where oxygen is important."
7940,"When millions are piled up they can be a hassle, but a snowflake is quite beautiful when it is falling through the what?
Answer Choices:
(a) sky
(b) cloud
(c) snow storm
(d) air
(e) winter",air,air,"The answer must be something that snowflakes fall through. Of the above choices, only air is something that snowflakes fall through."
7941,"where did the girl drank a cup of coffee?
Answer Choices:
(a) coffee shop
(b) desk
(c) office
(d) upstairs
(e) table",coffee shop,coffee shop,"The answer must be a place where people drink coffee. Of the above choices, only coffee shops are places where people drink coffee."
7942,"If I'm on the water after an earthquake, what should I be on the look out for?
Answer Choices:
(a) steam room
(b) debris
(c) crushed ice
(d) ocean
(e) tidal waves",tidal waves,tidal waves,"The answer must be something that happens after an earthquake. Of the above choices, only tidal waves happen after an earthquake."
7943,"A human wants to go shopping in a dense urban area.  Where might be a good place for a person to go shopping?
Answer Choices:
(a) detroit
(b) elevator
(c) workplace
(d) downtown
(e) mall",downtown,downtown or,"The answer must be a place with a lot of stores. Of the above choices, only downtown and malls have a lot of stores."
7944,"If someone has a strong feeling of greed and wants to make some quick money what might they try to do?
Answer Choices:
(a) play poker
(b) dominate world
(c) advance into battle
(d) conquer opponent
(e) make friends",play poker,play poker,"The answer must be something that can make quick money. Of the above choices, only playing poker can make quick money."
7945,"Where does a cast act?
Answer Choices:
(a) perform
(b) stage
(c) cast net
(d) film
(e) broken leg",stage,stage,"The answer must be a place where a cast acts. Of the above choices, only stage is a place where a cast acts."
7946,"If you're giving assistance to people in need what are you likely to see on their faces?
Answer Choices:
(a) smiles
(b) warm expressions
(c) happiness
(d) dependence
(e) good will",smiles,happiness,"The answer should be the expression of people who are receiving assistance. Of the above choices, the closest expression is happiness."
7947,"Where could you get something that is made out of wool but cannot be worn?
Answer Choices:
(a) clothing store
(b) sweater
(c) fabric store
(d) jewelry
(e) clothing factory",fabric store,jewelry,"The answer must be a place that sells something made out of wool but cannot be worn. Of the above choices, only jewelry is made out of wool but cannot be worn."
7948,"What would happen if you are having a good time while chatting with friends?
Answer Choices:
(a) agreement
(b) communication
(c) love
(d) happiness
(e) discord",happiness,happiness,"The answer should be the result of having a good time while chatting with friends. Of the above choices, the closest result is happiness."
7949,"Many grains of sand together form what?
Answer Choices:
(a) eye
(b) bathing suit
(c) sand pile
(d) clam
(e) create pearl",sand pile,sand pile,"The answer must be something that is made up of many grains of sand. Of the above choices, only sand pile is made up of many grains of sand."
7950,"Where are you likely to find more than one parking lot?
Answer Choices:
(a) shopping center
(b) airport
(c) circus
(d) town
(e) city",city,shopping center,"The answer must be a place with more than one parking lot. Of the above choices, only shopping centers have more than one parking lot."
7951,"Nasa floods the immediate area when what takes off?
Answer Choices:
(a) disneyland
(b) electrical circuit
(c) space shuttle
(d) washing machine
(e) sink",space shuttle,space shuttle,"The answer must be something that takes off. Of the above choices, only space shuttle takes off."
7952,"What form of alcohol is made from grapes?
Answer Choices:
(a) wine
(b) plane
(c) beer
(d) distillery
(e) cider",wine,wine,"The answer must be a form of alcohol. Of the above choices, only wine is made from grapes."
7953,"What should you do if your pens aren't work?
Answer Choices:
(a) ink in
(b) caps
(c) ink cartridges
(d) take notes
(e) scribble",ink in,ink in,"The answer must be something that will make the pens work. Of the above choices, only ink in will make the pens work."
7954,"Where is a good place to purchase a contraceptive?
Answer Choices:
(a) medicine cabinet
(b) drug store
(c) pharmacy
(d) doctor's office
(e) vagina",drug store,drug store or,"The answer must be a place where contraceptives are sold. Of the above choices, only drug stores and pharmacies sell contraceptives."
7955,"A drab olive drawstring bag is where someone in the what would keep their belongings?
Answer Choices:
(a) safe
(b) military
(c) airport
(d) runway
(e) department store",military,military,"The answer must be a place where someone would keep their belongings. Of the above choices, only military makes sense."
7956,"When birds are looking for a mate they're going to be doing what?
Answer Choices:
(a) pretty smart
(b) small
(c) very colorful
(d) pick up prostitutes
(e) singing",singing,singing,"The answer must be something that birds do when looking for a mate. Of the above choices, only singing is something that birds do when looking for a mate."
7957,"Why is a husband looking at apartments after communicating with his wife when they are tired?
Answer Choices:
(a) confusion
(b) misunderstandings
(c) transfer of information
(d) exchanging ideas
(e) static",misunderstandings,misunderstandings,"The answer must be something that happens when people communicate. Of the above choices, only misunderstandings happen when people communicate."
7958,"James found two abandoned garbage cans behind an old building.  Where might they have been concealed?
Answer Choices:
(a) driveway
(b) alley
(c) garage
(d) street
(e) own backyard",alley,alley,"The answer must be a place where garbage cans can be concealed. Of the above choices, only alleys are places where garbage cans can be concealed."
7959,"Why do people like getting wet in the summer?
Answer Choices:
(a) get cold
(b) relax
(c) catching cold
(d) catch cold
(e) cooling off",cooling off,cooling off,"The answer must be something that people like to do in the summer. Of the above choices, only cooling off is something that people like to do in the summer."
7960,"The wheel was loose, and threatened to fall off when they were what?
Answer Choices:
(a) footloose
(b) sailing
(c) fast
(d) tighten
(e) bind",fast,fast,"The answer must be something that would cause the wheel to fall off. Of the above choices, only fast would cause the wheel to fall off."
7961,"The game had all sorts of spaces, like chance and what?
Answer Choices:
(a) sure thing
(b) skill
(c) for sure
(d) community chest
(e) bingo",community chest,community chest,"The answer must be something that is in a game. Of the above choices, only community chest is in a game."
7962,"What would a paper be if the typing on the paper was made using foreign characters?
Answer Choices:
(a) communication
(b) indeterminate
(c) carpal tunnel syndrome
(d) communicating
(e) japanese",indeterminate,japanese,"The answer must be something that describes a paper with foreign characters. Of the above choices, only foreign characters are foreign characters."
7963,"Little cameras in the car made doing what easier?
Answer Choices:
(a) technical difficulties
(b) heat up
(c) carpooler
(d) set off
(e) back up",back up,back up,"The answer must be something that is made easier by little cameras in the car. Of the above choices, only backing up is made easier by little cameras in the car."
7964,"Applying for job after job is part of the grind, but when no calls come back it can lead to what?
Answer Choices:
(a) hope
(b) stress
(c) happiness
(d) frustration
(e) working hard",frustration,frustration,"The answer should be the feeling of someone who has applied for job after job and not gotten any calls back. Of the above choices, the closest feeling is frustration."
7965,"John was responsible for the biggest oil spill ever.  It was entirely what?
Answer Choices:
(a) detestable
(b) enabled
(c) effusive
(d) weird
(e) accidental",accidental,accidental,"The answer must be an adjective that describes the oil spill. Of the above choices, only accidental makes sense."
7966,"Where would you get some chocolate if you want to bake a cake?
Answer Choices:
(a) box
(b) supermarket
(c) chicken stall
(d) restaurant
(e) movies",supermarket,supermarket,"The answer must be a place where you can get chocolate. Of the above choices, only supermarkets have chocolate."
7967,"What did the friendly man do when meeting knew people to show he was happy?
Answer Choices:
(a) say hello
(b) start a conversation
(c) introducing yourself
(d) shake hands
(e) smiling",smiling,smiling,"The answer must be something that shows friendliness. Of the above choices, only smiling shows friendliness."
7968,"where are people likely to be joyous?
Answer Choices:
(a) convention
(b) supermarket
(c) theater
(d) wedding
(e) church",wedding,wedding,"The answer must be a place where people are likely to be joyous. Of the above choices, only weddings are places where people are likely to be joyous."
7969,"Where is one likely to find an old newspaper?
Answer Choices:
(a) library
(b) lawn
(c) front door
(d) jail
(e) subway",library,library,"The answer must be a place where old newspapers are found. Of the above choices, only libraries have old newspapers."
7970,"Items such as medicine, cars, or grain transported on a train is called what?
Answer Choices:
(a) fight disease
(b) lower cholesterol
(c) cargo
(d) measurements
(e) lower blood pressure",cargo,cargo,"The answer must be something that is transported on a train. Of the above choices, only cargo is transported on a train."
7971,"A person walked into a church that was located near a store.  Where might the church be?
Answer Choices:
(a) hidden
(b) synagogue
(c) street corner
(d) fairy tale
(e) hospital",street corner,street corner,"The answer must be a place where a church might be located. Of the above choices, only street corner makes sense."
7972,"Why is someone getting drunk likely to sleep with someone they usually wouldn't approve of?
Answer Choices:
(a) tired
(b) violence
(c) falling down
(d) lower standards
(e) vomiting",lower standards,lower standards,"The answer must be something that would cause someone to sleep with someone they usually wouldn't approve of. Of the above choices, only lower standards would cause someone to sleep with someone they usually wouldn't approve of."
7973,"Where do you buy treats for kids over a counter?
Answer Choices:
(a) candy store
(b) butcher shop
(c) kitchen
(d) auto repair shop
(e) post office",candy store,candy store,"The answer must be a place where treats are sold. Of the above choices, only candy stores sell treats."
7974,"Bill has a desire to learn, but doesn't personally know any teacher, where should he go?
Answer Choices:
(a) memorize
(b) understand better
(c) attend school
(d) read book
(e) church",attend school,attend school,"The answer must be a place where Bill can learn. Of the above choices, only school is a place where Bill can learn."
7975,"The person was having a difficult time understanding the computer program, they were beginning to what?
Answer Choices:
(a) stare at computer screen
(b) compile
(c) get frustrated
(d) write code
(e) think logically",get frustrated,get frustrated,"The answer should be the feeling of someone who is having a difficult time understanding a computer program. Of the above choices, the closest feeling is frustration."
7976,"I needed to send a piece of mail, where did I go?
Answer Choices:
(a) table
(b) post office
(c) neighbor's house
(d) railway station
(e) fridge",post office,post office,"The answer must be a place where mail is sent. Of the above choices, only post office is a place where mail is sent."
7977,"What will happen to your knowledge with more learning?
Answer Choices:
(a) headaches
(b) bigger brain
(c) education
(d) growth
(e) knowing more",growth,growth,"The answer must be something that happens to knowledge with more learning. Of the above choices, only growth happens to knowledge with more learning."
7978,"What is a good simile about trees that can be used in the workplace?
Answer Choices:
(a) fall down
(b) split open
(c) die
(d) stand together
(e) branch out",branch out,branch out,"The answer must be a simile about trees that can be used in the workplace. Of the above choices, only branch out is a simile about trees that can be used in the workplace."
7979,"The teacher explained it used a cathode ray tube like other screens, but this what measured things?
Answer Choices:
(a) vacuum tube
(b) television
(c) computer
(d) cathode ray
(e) oscilloscope",oscilloscope,oscilloscope,"The answer must be something that uses a cathode ray tube. Of the above choices, only oscilloscopes use cathode ray tubes."
7980,"What can you do before taking final exams to help with them?
Answer Choices:
(a) study
(b) sweat
(c) graduation
(d) cheat
(e) sleep",study,study,"The answer must be something that can help with final exams. Of the above choices, only studying can help with final exams."
7981,"Bobby sat on the examination table.  Happy that this was a simple procedure, and he could do it here instead of staying overnight some place else.  Where might he be?
Answer Choices:
(a) hospital
(b) school
(c) obituary
(d) doctor's office
(e) vets office",doctor's office,doctor's office or,"The answer must be a place where a simple procedure can be done. Of the above choices, only a doctor's office and a vet's office are places where a simple procedure can be done."
7982,"The sloppy dad saw the random stuff in the kitchen, and didn't know where to put it, where did he decide to place it?
Answer Choices:
(a) anything
(b) cupboard
(c) michigan
(d) table
(e) cabinet",cabinet,cupboard or,"The answer must be a place where random stuff can be placed. Of the above choices, only cupboards and cabinets are places where random stuff can be placed."
7983,"By laughing while playing, what were the children doing?
Answer Choices:
(a) learning
(b) getting tired
(c) injuries
(d) having fun
(e) winning",having fun,having fun,"The answer should be something that children do while playing. Of the above choices, only having fun is something that children do while playing."
7984,"What can an injury cause that is messy?
Answer Choices:
(a) cause bleeding
(b) become infected
(c) distress
(d) cause death
(e) hurts",cause bleeding,cause bleeding,"The answer must be something that is messy. Of the above choices, only bleeding is messy."
7985,"What type of person typically contracts illness?
Answer Choices:
(a) hospital
(b) head
(c) sick person
(d) elderly person
(e) doctor's office",elderly person,sick person,"The answer must be a person who is likely to get sick. Of the above choices, only sick people are likely to get sick."
7986,"Where would you not be able to see light?
Answer Choices:
(a) desk
(b) fridge
(c) sun
(d) attic
(e) universe",attic,sun,"The answer must be a place where you cannot see light. Of the above choices, only the sun is a source of light."
7987,"Where are you if the person next to you has a briefcase and you're accused of a misdeed?
Answer Choices:
(a) hand
(b) airport
(c) desk
(d) to help
(e) courtroom",courtroom,courtroom,"The answer must be a place where people have briefcases and where people are accused of misdeeds. Of the above choices, only courtrooms have both briefcases and accusations."
7988,"People used to write with a quill dipped in ink that was made from what part of a bird?
Answer Choices:
(a) feather
(b) peacock
(c) porcupine
(d) hedgehog
(e) calligraphy",feather,feather,"The answer must be the part of a bird that is used to make ink. Of the above choices, only feathers are used to make ink."
7989,"The person gave a good hands on what to show how to do the work?
Answer Choices:
(a) demonstration
(b) garage
(c) building
(d) barn
(e) synagogue",demonstration,demonstration,"The answer must be something that shows how to do the work. Of the above choices, only demonstration shows how to do the work."
7990,"Where would you go to buy a ball or bat?
Answer Choices:
(a) sporting event
(b) street
(c) sporting goods store
(d) hole
(e) mall",sporting goods store,sporting goods store,"The answer must be a place where you can buy a ball or bat. Of the above choices, only sporting goods stores sell balls and bats."
7991,"What is a northern country where one might find a bald eagle preserve?
Answer Choices:
(a) canada
(b) colorado
(c) mountain top
(d) utah
(e) in washington",canada,canada,"The answer must be a northern country. Of the above choices, only Canada is a northern country."
7992,"A cube has a top, bottom, two sides and what else?
Answer Choices:
(a) corner
(b) in between
(c) center
(d) front back
(e) one side",front back,corner,"The answer must be something that a cube has. Of the above choices, only corners are something that a cube has."
7993,"Where might someone have a drink and watch comedy?
Answer Choices:
(a) dinner
(b) cinema
(c) bar
(d) refrigerator
(e) show",show,bar,"The answer must be a place where someone can have a drink and watch comedy. Of the above choices, only bars have drinks and comedy."
7994,"How would a human be feeling if they were smiling and whistling?
Answer Choices:
(a) homes
(b) good mood
(c) greek tragedy
(d) sad
(e) shopping mall",good mood,good mood,"The answer should be the feeling of someone who is smiling and whistling. Of the above choices, the closest feeling is good mood."
7995,"Hurting someone else may cause what consequences for the offender?
Answer Choices:
(a) success
(b) sadness
(c) hurt feelings
(d) legal problems
(e) public outcry",legal problems,legal problems,"The answer must be a consequence of hurting someone else. Of the above choices, only legal problems is a consequence of hurting someone else."
7996,"When musicians give exceptional performances you've seen a great what?
Answer Choices:
(a) band
(b) opera
(c) show
(d) fine tune instruments
(e) ball",show,show,"The answer must be something that musicians give. Of the above choices, only shows are given by musicians."
7997,"He couldn't have peanuts or cracker jacks because of his allergies, but he still had fun where?
Answer Choices:
(a) container
(b) basketball game
(c) ballpark
(d) plane
(e) jar",ballpark,ballpark,"The answer must be a place where peanuts and cracker jacks are served. Of the above choices, only ballparks serve peanuts and cracker jacks."
7998,"Billy needed his hammer, so he looked where?
Answer Choices:
(a) hardware store
(b) toolbelt
(c) repair shop
(d) backpack
(e) tool box",tool box,backpack or,"The answer must be a place where hammers are kept. Of the above choices, only tool box and toolbelt are places where hammers are kept."
7999,"Bald eagles naturally live where?
Answer Choices:
(a) canada
(b) great outdoors
(c) france
(d) toy store
(e) nature reserve",great outdoors,nature reserve,"The answer must be a place where bald eagles live. Of the above choices, only nature reserves have bald eagles."
8000,"What country is a marmoset from?
Answer Choices:
(a) rainforest
(b) france
(c) trees
(d) wilderness
(e) mountains",france,France,"The answer must be a country. Of the above choices, only France is a country."
8001,"Sam and June bought loose corn because it was less expensive than what other variety?
Answer Choices:
(a) footloose
(b) bound
(c) packaged
(d) cobbed
(e) compact",packaged,cobbed,"The answer must be a variety of corn. Of the above choices, only cobbed is a variety of corn."
8002,"Where would you fire a projectile ball at a clown's mouth?
Answer Choices:
(a) flintlock
(b) tennis court
(c) at home
(d) motion
(e) arcade",arcade,arcade,"The answer must be a place where you can fire a projectile ball at a clown's mouth. Of the above choices, only an arcade has a clown's mouth."
8003,"If I wanted to store my chess pawn when I wasn't using it, what would be a good place for that?
Answer Choices:
(a) chess set
(b) strategy
(c) toy store
(d) chess game
(e) small case",small case,small case,"The answer must be a place to store a chess pawn. Of the above choices, only a small case is a place to store a chess pawn."
8004,"When children are in a hurry, what might they do?
Answer Choices:
(a) play video games
(b) teach parents
(c) reach over
(d) run
(e) rush around",rush around,run or,"The answer must be something that children do when they are in a hurry. Of the above choices, only run and rush around are things that children do when they are in a hurry."
8005,"Where does a lizard that needs warmth likely live?
Answer Choices:
(a) garden
(b) new mexico books
(c) tropics
(d) china
(e) forrest",tropics,tropics,"The answer must be a place that is warm. Of the above choices, only the tropics are warm."
8006,"What happens inside of you when you have anger?
Answer Choices:
(a) destroy enemy
(b) write letter
(c) explode
(d) punch
(e) release energy",release energy,explode,"The answer must be something that happens inside of you when you have anger. Of the above choices, only explode happens inside of you."
8007,"It was my turn to stand watch, so where did I go for my shift?
Answer Choices:
(a) department store
(b) bathroom cabinet
(c) bedroom drawer
(d) guard tower
(e) jewellers",guard tower,guard tower,"The answer must be a place where someone stands watch. Of the above choices, only guard tower is a place where someone stands watch."
8008,"Sarah didn't own a computer or a monitor.  Instead she just used something connected to her TV.  How would she describe the thing connected to her TV?
Answer Choices:
(a) box
(b) internet cafe
(c) view bluescreen
(d) desktop
(e) display images",box,desktop,"The answer must be something that connects to a TV. Of the above choices, only desktop connects to a TV."
8009,"Nowadays people have smart ones, but at one time it was cutting edge to have a tiny calculator on your what?
Answer Choices:
(a) mobile phone
(b) wristwatch
(c) briefcase
(d) office
(e) desktop",wristwatch,wristwatch,"The answer must be something that people used to have calculators on. Of the above choices, only wristwatches used to have calculators on them."
8010,"He wanted to comfort friend with piling medical bills, he set up an event to raise what?
Answer Choices:
(a) money
(b) feeling bad
(c) sympathetic
(d) awareness
(e) care",money,money,"The answer must be something that can be raised. Of the above choices, only money can be raised."
8011,"A significant even in someone's life is something that is not what?
Answer Choices:
(a) ignorable
(b) insignificant
(c) saint
(d) negligible
(e) slight",ignorable,insignificant,"The answer must be the opposite of significant. Of the above choices, only insignificant is the opposite of significant."
8012,"Where would a human need to check how much oxygen he or she has?
Answer Choices:
(a) space shuttle
(b) underwater
(c) civilisation
(d) spacecraft
(e) graveyard",spacecraft,space shuttle or,"The answer must be a place where a human needs to check how much oxygen he or she has. Of the above choices, only space shuttle and spacecraft are places where a human needs to check how much oxygen he or she has."
8013,"Where does confetti float?
Answer Choices:
(a) streets
(b) big cities
(c) air
(d) water
(e) shredder",air,air,"The answer must be a place where confetti floats. Of the above choices, only air is a place where confetti floats."
8014,"Someone charged with killing people is likely to reside where?
Answer Choices:
(a) going to jail
(b) terrible
(c) murder
(d) home
(e) get arrested",going to jail,going to jail,"The answer must be a place where someone charged with killing people is likely to reside. Of the above choices, only jail is a place where someone charged with killing people is likely to reside."
8015,"Grooming ones self is know to increase this, by generally increasing self-esteem?
Answer Choices:
(a) injury
(b) mistakes
(c) late
(d) satisfaction
(e) love",satisfaction,satisfaction,"The answer must be something that increases self-esteem. Of the above choices, only satisfaction increases self-esteem."
8016,"What is a bad but frequent reason for hurting someone else?
Answer Choices:
(a) feel sad
(b) more hurt
(c) disatisfaction
(d) sadness
(e) punishment",punishment,punishment,"The answer must be a bad reason for hurting someone else. Of the above choices, only punishment is a bad reason for hurting someone else."
8017,"Why was the line formed outside of the hot-dog stand?
Answer Choices:
(a) wait turn
(b) tickets
(c) circus act
(d) polite
(e) money from bank",wait turn,tickets,"The answer must be something that would cause a line to form. Of the above choices, only tickets would cause a line to form."
8018,"What is the worst thing that someone can do while driving?
Answer Choices:
(a) getting somewhere
(b) use gas
(c) doze off
(d) listening others
(e) speeding ticket",doze off,doze off,"The answer must be something that is bad to do while driving. Of the above choices, only dozing off is bad to do while driving."
8019,"what does having sex without protection lead to?
Answer Choices:
(a) sexually transmitted diseases
(b) making babies
(c) bliss
(d) aids
(e) unwanted pregnancy",unwanted pregnancy,unwanted pregnancy,"The answer must be something that can happen when having sex without protection. Of the above choices, only unwanted pregnancy can happen when having sex without protection."
8020,"Why would you be bringing suit that is for outside use?
Answer Choices:
(a) verdict
(b) ruling
(c) going to court
(d) swimming
(e) rock climbing",swimming,swimming,"The answer must be something that requires outside use. Of the above choices, only swimming requires outside use."
8021,"What is a clever way to say someone isn't very good at what they do?
Answer Choices:
(a) clumsy
(b) dull
(c) stupid
(d) dummy
(e) ineffectual",ineffectual,dummy,"The answer must be a word that means someone isn't very good at what they do. Of the above choices, only dummy means someone isn't very good at what they do."
8022,"What is often the function of ice?
Answer Choices:
(a) cool water
(b) cool drink
(c) harm humans
(d) become water
(e) form crystals",cool drink,cool water,"The answer must be something that ice does. Of the above choices, only cool water and cool drink are things that ice does."
8023,"Where would you buy a notepad along side condoms or toothpaste?
Answer Choices:
(a) back pocket
(b) meeting
(c) street seller
(d) drug store
(e) school",drug store,drug store,"The answer must be a place where you can buy notepads, condoms, and toothpaste. Of the above choices, only drug stores sell all three items."
8024,"Where would you find bleachers inside?
Answer Choices:
(a) soccer
(b) sporting event
(c) pharmacy
(d) gymnasium
(e) seat with view",gymnasium,gymnasium,"The answer must be a place where bleachers are found. Of the above choices, only gymnasiums have bleachers."
8025,"Where would a marmoset be unable to breathe?
Answer Choices:
(a) latin america
(b) dictionary
(c) france
(d) underground
(e) burrow",underground,underground,"The answer must be a place where marmosets cannot breathe. Of the above choices, only underground is a place where marmosets cannot breathe."
8026,"If I am reading a letter from a friend who I asked to write me a response, what might I be looking for?
Answer Choices:
(a) get news
(b) envelope
(c) happiness
(d) though
(e) answer",answer,answer,"The answer must be something that is in a letter. Of the above choices, only an answer is in a letter."
8027,"There is a lot of water nearby to what popular west coast attraction?
Answer Choices:
(a) sink
(b) disneyland
(c) washing machine
(d) pail
(e) space shuttle",disneyland,disneyland,"The answer must be a popular west coast attraction. Of the above choices, only disneyland is a popular west coast attraction."
8028,"Where would people be looking at some things which can move, but are not moving?
Answer Choices:
(a) football stadium
(b) surface of earth
(c) car show
(d) opera
(e) movie",car show,car show,"The answer must be a place where people look at things that can move, but are not moving. Of the above choices, only car show has things that can move, but are not moving."
8029,"If I wanted to get some oxygen, what will I get it from?
Answer Choices:
(a) the sky
(b) air
(c) earth
(d) space shuttle
(e) water",air,air,"The answer must be something that contains oxygen. Of the above choices, only air contains oxygen."
8030,"If you see skyscrapers outside the window of you hotel room, what kind of area are you in?
Answer Choices:
(a) school
(b) business interviews
(c) resort
(d) michigan
(e) city",city,city,"The answer must be the place where skyscrapers are found. Of the above choices, only cities have skyscrapers."
8031,"A student want to recall information from class later, what is he doing?
Answer Choices:
(a) gain experience
(b) study book
(c) paying attention
(d) listen carefully
(e) taking notes",taking notes,taking notes,"The answer must be something that will help the student recall information from class later. Of the above choices, only taking notes will help the student recall information from class later."
8032,"Billy thought that there wasn't any point to hunting foxes. Besides, it was too dry to find many.  Where might he have been?
Answer Choices:
(a) hen house
(b) florida
(c) new hampshire
(d) north dakota
(e) arkansas",arkansas,florida,"The answer must be a place that is dry. Of the above choices, only Florida is dry."
8033,"Where would a snake find a great hiding place in the United Kingdom?
Answer Choices:
(a) ditch
(b) terrarium
(c) thick forest
(d) kew gardens
(e) feild",kew gardens,ditch,"The answer must be a place where a snake can hide. Of the above choices, only a ditch is a place where a snake can hide."
8034,"Where could you find a jellyfish that does not exist?
Answer Choices:
(a) cartoon
(b) japanese restaurant
(c) underwater
(d) moon
(e) red sea",cartoon,cartoon,"The answer must be a place where a jellyfish that does not exist can be found. Of the above choices, only cartoons have jellyfish that do not exist."
8035,"I typically use a travel website to book my flights is implying i used the travel site when?
Answer Choices:
(a) story
(b) now
(c) knowledge
(d) at least few page
(e) past",past,past,"The answer must be the time when the person used the travel website. Of the above choices, only past is a time."
8036,"What body of water is typically shallow water?
Answer Choices:
(a) lake
(b) aquariums
(c) swimming pool
(d) pond
(e) childrens pools",pond,pond,"The answer must be a body of water that is typically shallow. Of the above choices, only ponds are typically shallow."
8037,"Where could you find an armchair that is used by many people?
Answer Choices:
(a) lounge
(b) office
(c) study
(d) hospital
(e) furniture store",hospital,lounge,"The answer must be a place where many people sit in an armchair. Of the above choices, only lounges have armchairs that are used by many people."
8038,"Linda wanted to talk to someone because she knew that she was doing bad stuff and that talking was the first step to doing what?
Answer Choices:
(a) communicating with others
(b) hurt feelings
(c) changing behavior
(d) dry mouth
(e) communication",changing behavior,changing behavior,"The answer must be something that talking is the first step to. Of the above choices, only changing behavior is something that talking is the first step to."
8039,"What should my brother and I find if we want to see a robin at the end of summer instead of this blue egg?
Answer Choices:
(a) fridge
(b) plate
(c) bird's nest
(d) yolk
(e) henhouse",bird's nest,bird's nest,"The answer must be the place where a robin would be. Of the above choices, only bird's nest is the place where a robin would be."
8040,"I was intoxicated and driving my car, what would I do with havoc?
Answer Choices:
(a) getting somewhere
(b) getting tired
(c) pave new roads
(d) wreak
(e) death",wreak,wreak,"The answer must be something that a drunk driver would do. Of the above choices, only wreak havoc is something a drunk driver would do."
8041,"The mat was non slip, it was also picked to match the colors of everything else in the what?
Answer Choices:
(a) gym
(b) school
(c) bathroom
(d) house
(e) living room",bathroom,gym,"The answer must be the place where the mat is. Of the above choices, only the gym has mats."
8042,"If you learn something about a person that you're talking to, what is it called?
Answer Choices:
(a) communication
(b) getting acquainted
(c) listening to
(d) revelation
(e) conversation",revelation,revelation,"The answer must be something that happens when you learn something about a person you're talking to. Of the above choices, only revelation makes sense."
8043,"Those who cut themselves despite being warned that an object is sharp could be called what?
Answer Choices:
(a) unobservant
(b) facecious
(c) complimentary
(d) inelegant
(e) inaccurate",unobservant,unobservant,"The answer must be a word that describes someone who cuts themselves despite being warned that an object is sharp. Of the above choices, only unobservant makes sense."
8044,"He liked his indoor ficus, he simply had to keep it watered and near a what?
Answer Choices:
(a) tropical forest
(b) ecosphere
(c) sunny window
(d) sun
(e) tropical rainforest",sunny window,sunny window,"The answer must be something that an indoor ficus needs to survive. Of the above choices, only a sunny window is needed for an indoor ficus to survive."
8045,"What is a person going for a long walk in need of?
Answer Choices:
(a) roads
(b) headache
(c) comfortable shoes
(d) slim waist
(e) best things in life",comfortable shoes,comfortable shoes,"The answer must be something that a person going for a long walk needs. Of the above choices, only comfortable shoes are needed for a long walk."
8046,"The children loved their pet weasel.  The teacher came every weekend to make sure it was fed and watered and exercised.  Children from all over the school came to visit the weasel.  Where did they come?
Answer Choices:
(a) classroom
(b) law firm
(c) pet store
(d) terrarium
(e) chicken coop",classroom,terrarium,"The answer must be a place where the weasel is kept. Of the above choices, only a terrarium is a place where a weasel is kept."
8047,"What do employees have when they want to have a group discussion?
Answer Choices:
(a) talk
(b) company
(c) corporation
(d) meeting
(e) office",meeting,meeting,"The answer must be something that employees have when they want to have a group discussion. Of the above choices, only meetings are used for group discussions."
8048,"During the brainstorming session there was a lot of talking and what?
Answer Choices:
(a) obtaining information
(b) exchange of ideas
(c) sharing information
(d) conversation
(e) gathhering of information",exchange of ideas,exchange of ideas,"The answer must be something that happens during a brainstorming session. Of the above choices, only exchange of ideas happens during a brainstorming session."
8049,"Though advertised as pet friendly her new what she was moving to wouldn't allow her small dog?
Answer Choices:
(a) trailer park
(b) germany
(c) apartment complex
(d) basket
(e) grandmother's house",apartment complex,apartment complex,"The answer must be a place that can be advertised as pet friendly. Of the above choices, only apartment complex can be advertised as pet friendly."
8050,"The man drank his coffee at work?
Answer Choices:
(a) coffee shop
(b) table
(c) kitchen
(d) office
(e) chair",office,office,"The answer must be the place where the man drank his coffee. Of the above choices, only office makes sense for a place where a man would drink coffee."
8051,"What is a country that is known for a high population of beaver?
Answer Choices:
(a) woodlands
(b) rivers
(c) ontario
(d) canada
(e) zoo",canada,canada,"The answer must be a country that has a high population of beaver. Of the above choices, only Canada has a high population of beaver."
