,premise,hypothesis,label,llm_label,rationale,input
7092,A man wearing a yellow hard hat is pulling on a rope.,A construction worker is pulling on a rope,neutral,entailment,A man wearing a yellow hard hat is a construction worker.,A man wearing a yellow hard hat is pulling on a rope.</s>A construction worker is pulling on a rope
7093,A man wearing a yellow hard hat is pulling on a rope.,A man pulls a rope and rings a bell,contradiction,neutral,"The man is pulling a rope, but the rope is not necessarily attached to a bell.",A man wearing a yellow hard hat is pulling on a rope.</s>A man pulls a rope and rings a bell
7094,A man in a yellow work helmet has a rope in his hand.,A lady is working in an office.,contradiction,neutral,The man in the yellow work helmet is not necessarily a lady.,A man in a yellow work helmet has a rope in his hand.</s>A lady is working in an office.
7095,A man in a yellow work helmet has a rope in his hand.,A man wearing a helmet is working on construction.,neutral,neutral,"The man is wearing a helmet, but it is not necessarily a construction helmet.",A man in a yellow work helmet has a rope in his hand.</s>A man wearing a helmet is working on construction.
7096,A man in a yellow work helmet has a rope in his hand.,A man wearing a helmet is working.,neutral,neutral,"The man is wearing a helmet, but he is not necessarily working.",A man in a yellow work helmet has a rope in his hand.</s>A man wearing a helmet is working.
7097,"A man pulling on a rope, he's doing this wearing a yellow hard hat.","A woman is pulling on a rope, while wearing a red hat.",contradiction,contradiction,The man is not a woman. The hat is not red.,"A man pulling on a rope, he's doing this wearing a yellow hard hat.</s>A woman is pulling on a rope, while wearing a red hat."
7098,"A man pulling on a rope, he's doing this wearing a yellow hard hat.",A man is pulling a rope.,entailment,entailment,The man is pulling a rope.,"A man pulling on a rope, he's doing this wearing a yellow hard hat.</s>A man is pulling a rope."
7099,"A man pulling on a rope, he's doing this wearing a yellow hard hat.",A construction worker is pulling a rope.,neutral,entailment,"The man is wearing a yellow hard hat, which is a construction worker's hat.","A man pulling on a rope, he's doing this wearing a yellow hard hat.</s>A construction worker is pulling a rope."
7100,A lady is taking a photo using a canon camera.,There is a woman in the park with a camera.,neutral,entailment,The lady is a woman. The canon camera is a camera.,A lady is taking a photo using a canon camera.</s>There is a woman in the park with a camera.
7101,A lady is taking a photo using a canon camera.,There is a woman that is taking photos.,entailment,entailment,A lady is a woman.,A lady is taking a photo using a canon camera.</s>There is a woman that is taking photos.
7102,A lady is taking a photo using a canon camera.,There is a woman on a bench in a park.,contradiction,neutral,The woman is not necessarily on a bench in a park.,A lady is taking a photo using a canon camera.</s>There is a woman on a bench in a park.
7103,A middle-aged man with a black and white shirt building an airplane in a field with cars all around.,A man is building something.,entailment,entailment,The man is building an airplane.,A middle-aged man with a black and white shirt building an airplane in a field with cars all around.</s>A man is building something.
7104,A middle-aged man with a black and white shirt building an airplane in a field with cars all around.,A man is building a large sandcastle on the beach.,contradiction,contradiction,"The man is not building a sandcastle, but an airplane.",A middle-aged man with a black and white shirt building an airplane in a field with cars all around.</s>A man is building a large sandcastle on the beach.
7105,A middle-aged man with a black and white shirt building an airplane in a field with cars all around.,A man is building a huge airplane in the field.,neutral,neutral,The man is not necessarily middle-aged.,A middle-aged man with a black and white shirt building an airplane in a field with cars all around.</s>A man is building a huge airplane in the field.
7106,Official looking people view a map.,People look at a map.,entailment,entailment,Official looking people are people.,Official looking people view a map.</s>People look at a map.
7107,Official looking people view a map.,City planners view a map of the neighborhood.,neutral,entailment,Official looking people are city planners.,Official looking people view a map.</s>City planners view a map of the neighborhood.
7108,Official looking people view a map.,Kids make their own treasure map.,contradiction,neutral,The people are not necessarily kids.,Official looking people view a map.</s>Kids make their own treasure map.
7109,A group of men are looking at multiple maps.,Men are looking at directions.,neutral,entailment,Maps are directions.,A group of men are looking at multiple maps.</s>Men are looking at directions.
7110,A group of men are looking at multiple maps.,Men are reading books together.,contradiction,contradiction,Maps are not books.,A group of men are looking at multiple maps.</s>Men are reading books together.
7111,A group of men are looking at multiple maps.,Men are looking at maps together.,entailment,entailment,"The men are looking at multiple maps, so they are looking at maps together.",A group of men are looking at multiple maps.</s>Men are looking at maps together.
7112,Five men looking at a topographical map.,the men try to find the treasure on the map,neutral,entailment,"the men are looking at the map, so they are trying to find something.",Five men looking at a topographical map.</s>the men try to find the treasure on the map
7113,Five men looking at a topographical map.,the map is looked at,entailment,entailment,the map is looked at by the men,Five men looking at a topographical map.</s>the map is looked at
7114,Five men looking at a topographical map.,the men are blind and are sleeping,contradiction,contradiction,"the men are looking at a map, so they are not blind.",Five men looking at a topographical map.</s>the men are blind and are sleeping
7115,A group of workers are staring at a map and two men are pointing at the map.,The men are making a decision.,neutral,entailment,"The men are pointing at the map, which means they are making a decision.",A group of workers are staring at a map and two men are pointing at the map.</s>The men are making a decision.
7116,A group of workers are staring at a map and two men are pointing at the map.,The men and workers are deciding where to go for lunch.,contradiction,neutral,The men and workers are not necessarily deciding where to go for lunch.,A group of workers are staring at a map and two men are pointing at the map.</s>The men and workers are deciding where to go for lunch.
7117,A group of workers are staring at a map and two men are pointing at the map.,The men and workers are discussing a location,entailment,entailment,The men and workers are discussing a location.,A group of workers are staring at a map and two men are pointing at the map.</s>The men and workers are discussing a location
7118,A group of men is standing around a table and looking at a map., A group of men is standing.,entailment,entailment,The men are standing around a table and looking at a map.,A group of men is standing around a table and looking at a map.</s> A group of men is standing.
7119,A group of men is standing around a table and looking at a map.,A group of men sleeping in the hay.,contradiction,contradiction,The men are not sleeping.,A group of men is standing around a table and looking at a map.</s>A group of men sleeping in the hay.
7120,A group of men is standing around a table and looking at a map., A group of men is standing around a table and looking at a map of South America.,neutral,neutral,The map could be of any other place.,A group of men is standing around a table and looking at a map.</s> A group of men is standing around a table and looking at a map of South America.
7121,Two motorcyclist neck-to-neck about to take a turn,Two motorcycle drivers making a turn simultaneously.,entailment,entailment,The two motorcyclists are motorcycle drivers.,Two motorcyclist neck-to-neck about to take a turn</s>Two motorcycle drivers making a turn simultaneously.
7122,Two motorcyclist neck-to-neck about to take a turn,A motorcycle collision.,contradiction,entailment,The two motorcyclists are neck-to-neck and about to take a turn.,Two motorcyclist neck-to-neck about to take a turn</s>A motorcycle collision.
7123,Two motorcyclist neck-to-neck about to take a turn,A motorcycle race.,neutral,entailment,"The two motorcyclists are neck-to-neck, which means they are racing.",Two motorcyclist neck-to-neck about to take a turn</s>A motorcycle race.
7124,Two motorcyclist racing on an inclined track.,There is a motorcycle race.,entailment,entailment,"The two motorcyclists are racing, so there is a race.",Two motorcyclist racing on an inclined track.</s>There is a motorcycle race.
7125,Two motorcyclist racing on an inclined track.,The track in the picture is not perfectly flat.,entailment,entailment,The track is inclined.,Two motorcyclist racing on an inclined track.</s>The track in the picture is not perfectly flat.
7126,Two motorcyclist racing on an inclined track.,Two people on bikes are driving on a track.,entailment,entailment,Motorcyclists are people. Bikes are motorcycles.,Two motorcyclist racing on an inclined track.</s>Two people on bikes are driving on a track.
7127,Two motorcyclist racing on an inclined track.,The cat runs away from the dog on a motorcycle.,contradiction, ,The cat is not a motorcyclist. The dog is not a motorcyclist. The cat is not racing on an inclined track. The dog is not racing on an inclined,Two motorcyclist racing on an inclined track.</s>The cat runs away from the dog on a motorcycle.
7128,Two motorcyclist racing on an inclined track.,Cars are racing around a track.,contradiction,contradiction,Motorcyclists are not cars.,Two motorcyclist racing on an inclined track.</s>Cars are racing around a track.
7129,Two motorcyclist racing on an inclined track.,Two motorcyclist racing in MotoGP,neutral,neutral,"The track is inclined, but it is not necessarily a MotoGP track.",Two motorcyclist racing on an inclined track.</s>Two motorcyclist racing in MotoGP
7130,Two motorcyclist racing on an inclined track.,Motorcyclist wearing his gloves before race,contradiction,entailment,The motorcyclist is wearing his gloves before the race.,Two motorcyclist racing on an inclined track.</s>Motorcyclist wearing his gloves before race
7131,Two motorcyclist racing on an inclined track.,Two motorcyclists are wearing helmets.,neutral,entailment,The motorcyclists are wearing helmets.,Two motorcyclist racing on an inclined track.</s>Two motorcyclists are wearing helmets.
7132,Two motorcyclist racing on an inclined track.,Two motorcyclists are standing near their bikes.,contradiction,contradiction,The motorcyclists are not standing near their bikes.,Two motorcyclist racing on an inclined track.</s>Two motorcyclists are standing near their bikes.
7133,Two motorcyclist racing on an inclined track.,Two motorcyclists are outside.,entailment,entailment,The motorcyclists are outside because they are on an inclined track.,Two motorcyclist racing on an inclined track.</s>Two motorcyclists are outside.
7134,Two motorcyclist racing on an inclined track.,Two women are racing their motorcycles.,neutral,neutral,The two motorcyclists are not necessarily women.,Two motorcyclist racing on an inclined track.</s>Two women are racing their motorcycles.
7135,Two motorcyclist racing on an inclined track.,Two men racing on motorcycles are very close to one another.,neutral,entailment,"The two men are racing on motorcycles, and they are very close to one another.",Two motorcyclist racing on an inclined track.</s>Two men racing on motorcycles are very close to one another.
7136,Two motorcyclist racing on an inclined track.,The only vehicle that anyone who is visible has ever driven is a car or SUV.,contradiction,neutral,The motorcyclist are not visible.,Two motorcyclist racing on an inclined track.</s>The only vehicle that anyone who is visible has ever driven is a car or SUV.
7137,Two motorcyclist racing on an inclined track.,There is some risk that somebody could be at least a little injured.,neutral,entailment,Racing is a dangerous sport.,Two motorcyclist racing on an inclined track.</s>There is some risk that somebody could be at least a little injured.
7138,Two motorcyclist racing on an inclined track.,Two motorcyclist racing,entailment,entailment,"The track is inclined, but it is not necessary to mention it.",Two motorcyclist racing on an inclined track.</s>Two motorcyclist racing
7139,"Two motorcycle drivers race around a bend at high speeds wearing highly florescent yellow, blue and green colors.",The drivers are going at high speeds,neutral,entailment,The drivers are going at high speeds because they are racing.,"Two motorcycle drivers race around a bend at high speeds wearing highly florescent yellow, blue and green colors.</s>The drivers are going at high speeds"
7140,"Two motorcycle drivers race around a bend at high speeds wearing highly florescent yellow, blue and green colors.",The drivers are racing,entailment,entailment,The drivers are racing around a bend at high speeds.,"Two motorcycle drivers race around a bend at high speeds wearing highly florescent yellow, blue and green colors.</s>The drivers are racing"
7141,"Two motorcycle drivers race around a bend at high speeds wearing highly florescent yellow, blue and green colors.",THe drivers are sleeping,contradiction,contradiction,The drivers are racing around a bend at high speeds.,"Two motorcycle drivers race around a bend at high speeds wearing highly florescent yellow, blue and green colors.</s>THe drivers are sleeping"
7142,Two motorcyclists racing neck and neck around a corner.,Motorcyclists are in a close race around a corner.,entailment,entailment,"The motorcyclists are racing neck and neck, which means they are in a close race.",Two motorcyclists racing neck and neck around a corner.</s>Motorcyclists are in a close race around a corner.
7143,Two motorcyclists racing neck and neck around a corner.,The motorcyclists are indoors.,contradiction,contradiction,The motorcyclists are outdoors.,Two motorcyclists racing neck and neck around a corner.</s>The motorcyclists are indoors.
7144,Two motorcyclists racing neck and neck around a corner.,Motorcyclists are stopped at a stop sign.,contradiction,contradiction,"If the motorcyclists are racing, they cannot be stopped at a stop sign.",Two motorcyclists racing neck and neck around a corner.</s>Motorcyclists are stopped at a stop sign.
7145,Two motorcyclists racing neck and neck around a corner.,Two bicyclists are racing around a corner.,contradiction,contradiction,Motorcyclists are not bicyclists.,Two motorcyclists racing neck and neck around a corner.</s>Two bicyclists are racing around a corner.
7146,Two motorcyclists racing neck and neck around a corner.,The motorcyclists are rivals.,neutral,entailment,"The motorcyclists are racing neck and neck, so they are rivals.",Two motorcyclists racing neck and neck around a corner.</s>The motorcyclists are rivals.
7147,Two motorcyclists racing neck and neck around a corner.,Two motorcyclists race.,entailment,entailment,Racing neck and neck around a corner is a way to race.,Two motorcyclists racing neck and neck around a corner.</s>Two motorcyclists race.
7148,Two motorcyclists racing neck and neck around a corner.,The motorcyclists are moving fast.,entailment,entailment,Racing is a fast paced action.,Two motorcyclists racing neck and neck around a corner.</s>The motorcyclists are moving fast.
7149,Two motorcyclists racing neck and neck around a corner.,Two motorcyclists race to see who's motorcycle is faster.,neutral,entailment,The motorcyclists are racing to see who's motorcycle is faster.,Two motorcyclists racing neck and neck around a corner.</s>Two motorcyclists race to see who's motorcycle is faster.
7150,Two motorcyclists racing neck and neck around a corner.,Two motorcycles drive themselves around a corner.,contradiction,contradiction,The motorcycles are not driving themselves.,Two motorcyclists racing neck and neck around a corner.</s>Two motorcycles drive themselves around a corner.
7151,Two motorcyclists racing neck and neck around a corner.,Two motorcyclists participating in a race.,neutral,entailment,"The motorcyclists are racing, so they are participating in a race.",Two motorcyclists racing neck and neck around a corner.</s>Two motorcyclists participating in a race.
7152,Two motorcyclists racing neck and neck around a corner.,Motorcyclists dressed in different uniforms race around a corner in a stadium.,neutral,entailment,The motorcyclists are dressed in different uniforms. The motorcyclists are racing around a corner. The motorcyclists are in a stadium.,Two motorcyclists racing neck and neck around a corner.</s>Motorcyclists dressed in different uniforms race around a corner in a stadium.
7153,Two motorcyclists racing neck and neck around a corner.,The motorcyclists are riding dirt bikes.,neutral,neutral,The motorcycles are not necessarily dirt bikes.,Two motorcyclists racing neck and neck around a corner.</s>The motorcyclists are riding dirt bikes.
7154,Two motorcyclists racing neck and neck around a corner.,The two motorcyclists are racing each other.,entailment,entailment,The two motorcyclists are racing each other.,Two motorcyclists racing neck and neck around a corner.</s>The two motorcyclists are racing each other.
7155,Two motorcyclists racing neck and neck around a corner.,The motorcyclists didn't finish the race.,contradiction,neutral,The motorcyclists are racing neck and neck around a corner. They could have finished the race.,Two motorcyclists racing neck and neck around a corner.</s>The motorcyclists didn't finish the race.
7156,Two motorcyclists racing neck and neck around a corner.,Two motorcyclists are riding their bikes.,entailment,entailment,Racing is a type of riding.,Two motorcyclists racing neck and neck around a corner.</s>Two motorcyclists are riding their bikes.
7157,Two motorcycle racers are in a close race.,Two people are competing.,entailment,entailment,Motorcycle racers are people.,Two motorcycle racers are in a close race.</s>Two people are competing.
7158,Two motorcycle racers are in a close race.,The two racers are riding road bikes.,neutral,contradiction,The two racers are riding motorcycles.,Two motorcycle racers are in a close race.</s>The two racers are riding road bikes.
7159,Two motorcycle racers are in a close race.,Some people are inspecting their motorcycles.,contradiction,neutral,The racers are not necessarily inspecting their motorcycles.,Two motorcycle racers are in a close race.</s>Some people are inspecting their motorcycles.
7160,"Three men standing with drinks in their hands having a conversation under an outdoor shelter, one man appears to be wearing a jewish cap.",Two men making fun of jewish cap,contradiction,neutral,The men are not necessarily making fun of the jewish cap.,"Three men standing with drinks in their hands having a conversation under an outdoor shelter, one man appears to be wearing a jewish cap.</s>Two men making fun of jewish cap"
7161,"Three men standing with drinks in their hands having a conversation under an outdoor shelter, one man appears to be wearing a jewish cap.",Men discussing their jewish woman eneds,neutral,neutral,The men are not necessarily discussing their jewish woman needs.,"Three men standing with drinks in their hands having a conversation under an outdoor shelter, one man appears to be wearing a jewish cap.</s>Men discussing their jewish woman eneds"
7162,"Three men standing with drinks in their hands having a conversation under an outdoor shelter, one man appears to be wearing a jewish cap.",Three men In a shelter,entailment,entailment,"The men are standing under a shelter, so they are in a shelter.","Three men standing with drinks in their hands having a conversation under an outdoor shelter, one man appears to be wearing a jewish cap.</s>Three men In a shelter"
7163,"Three older men, one with a yarmulke, one with glasses, and one with a striped shirt are talking.",People having a conversation.,entailment,entailment,"The men are talking, so they are having a conversation.","Three older men, one with a yarmulke, one with glasses, and one with a striped shirt are talking.</s>People having a conversation."
7164,"Three older men, one with a yarmulke, one with glasses, and one with a striped shirt are talking.",A girl getting a haircut.,contradiction,contradiction,The men are not getting a haircut.,"Three older men, one with a yarmulke, one with glasses, and one with a striped shirt are talking.</s>A girl getting a haircut."
7165,"Three older men, one with a yarmulke, one with glasses, and one with a striped shirt are talking.",A Jewish man talking to two other guys.,neutral,entailment,The man with the yarmulke is Jewish. The other two men are guys.,"Three older men, one with a yarmulke, one with glasses, and one with a striped shirt are talking.</s>A Jewish man talking to two other guys."
7166,Three gentle men having a discussion about the seminar they just attended in Florida.,The boys enjoyed the Florida beach.,contradiction,contradiction,The men are not boys.,Three gentle men having a discussion about the seminar they just attended in Florida.</s>The boys enjoyed the Florida beach.
7167,Three gentle men having a discussion about the seminar they just attended in Florida.,The men talked about their seminar in Florida.,entailment,entailment,The men are having a discussion about the seminar they just attended in Florida.,Three gentle men having a discussion about the seminar they just attended in Florida.</s>The men talked about their seminar in Florida.
7168,Three gentle men having a discussion about the seminar they just attended in Florida.,The men enjoyed their time in Florida,neutral,entailment,The men are having a discussion about the seminar they just attended in Florida.,Three gentle men having a discussion about the seminar they just attended in Florida.</s>The men enjoyed their time in Florida
7169,A man in a blue hard hat and orange safety vest stands in an intersection while holding a flag.,This road worker at the intersection loves his job.,neutral, ,The man in the blue hard hat and orange safety vest is a road worker. The road worker is at the intersection. The road worker loves his job.,A man in a blue hard hat and orange safety vest stands in an intersection while holding a flag.</s>This road worker at the intersection loves his job.
7170,A man in a blue hard hat and orange safety vest stands in an intersection while holding a flag.,A man is directing traffic.,neutral,neutral,A man in a blue hard hat and orange safety vest is not necessarily directing traffic.,A man in a blue hard hat and orange safety vest stands in an intersection while holding a flag.</s>A man is directing traffic.
7171,A man in a blue hard hat and orange safety vest stands in an intersection while holding a flag.,The man is dancing on stage.,contradiction,contradiction,The man is not on a stage.,A man in a blue hard hat and orange safety vest stands in an intersection while holding a flag.</s>The man is dancing on stage.
7172,A man in a blue hard hat and orange safety vest stands in an intersection while holding a flag.,A man in a hard hat is standing at an intersection with a flag.,entailment,entailment,A blue hard hat is still a hard hat. An orange safety vest is still a vest.,A man in a blue hard hat and orange safety vest stands in an intersection while holding a flag.</s>A man in a hard hat is standing at an intersection with a flag.
7173,A man in a blue hard hat and orange safety vest stands in an intersection while holding a flag.,A man in an orange hard hat is standing at the intersection.,contradiction,contradiction,"The man is wearing a blue hard hat, not an orange one.",A man in a blue hard hat and orange safety vest stands in an intersection while holding a flag.</s>A man in an orange hard hat is standing at the intersection.
7174,A man in a blue hard hat and orange safety vest stands in an intersection while holding a flag.,A construction worker is directing traffic around the sinkhole in the intersection.,neutral,entailment,The man in the blue hard hat and orange safety vest is a construction worker. The sinkhole is in the intersection.,A man in a blue hard hat and orange safety vest stands in an intersection while holding a flag.</s>A construction worker is directing traffic around the sinkhole in the intersection.
7175,A man in a blue hard hat and orange safety vest stands in an intersection while holding a flag.,A person is dressed to be easily seen.,entailment,entailment,A man in a blue hard hat and orange safety vest is dressed to be easily seen.,A man in a blue hard hat and orange safety vest stands in an intersection while holding a flag.</s>A person is dressed to be easily seen.
7176,A man in a blue hard hat and orange safety vest stands in an intersection while holding a flag.,A man is holding a flag.,entailment,entailment,A man in a blue hard hat and orange safety vest is a man.,A man in a blue hard hat and orange safety vest stands in an intersection while holding a flag.</s>A man is holding a flag.
7177,A man in a blue hard hat and orange safety vest stands in an intersection while holding a flag.,There is construction going on.,neutral,entailment,"The man is wearing a hard hat and safety vest, which are worn by construction workers.",A man in a blue hard hat and orange safety vest stands in an intersection while holding a flag.</s>There is construction going on.
7178,A man in a blue hard hat and orange safety vest stands in an intersection while holding a flag.,The man wearing a blue hard hat and orange safety vest is the boss.,neutral,neutral,The man wearing a blue hard hat and orange safety vest is not necessarily the boss.,A man in a blue hard hat and orange safety vest stands in an intersection while holding a flag.</s>The man wearing a blue hard hat and orange safety vest is the boss.
7179,A man in a blue hard hat and orange safety vest stands in an intersection while holding a flag.,The Village People have reunited.,contradiction,contradiction,The Village People are a band. The man in the picture is not a band.,A man in a blue hard hat and orange safety vest stands in an intersection while holding a flag.</s>The Village People have reunited.
7180,A man in a blue hard hat and orange safety vest stands in an intersection while holding a flag.,A road worker stands at a intersection working.,entailment,entailment,A man in a blue hard hat and orange safety vest is a road worker.,A man in a blue hard hat and orange safety vest stands in an intersection while holding a flag.</s>A road worker stands at a intersection working.
7181,A man in a blue hard hat and orange safety vest stands in an intersection while holding a flag.,The man has on a blue vest.,contradiction,contradiction,The man is wearing a blue hard hat and an orange safety vest.,A man in a blue hard hat and orange safety vest stands in an intersection while holding a flag.</s>The man has on a blue vest.
7182,A man in a blue hard hat and orange safety vest stands in an intersection while holding a flag.,A man stands at an intersection.,entailment,entailment,A man in a blue hard hat and orange safety vest is a man.,A man in a blue hard hat and orange safety vest stands in an intersection while holding a flag.</s>A man stands at an intersection.
7183,A man in a blue hard hat and orange safety vest stands in an intersection while holding a flag.,The road worker at the intersection had a pirate flag.,contradiction,neutral,The flag is not necessarily a pirate flag.,A man in a blue hard hat and orange safety vest stands in an intersection while holding a flag.</s>The road worker at the intersection had a pirate flag.
7184,Three men talking to each other and drinking.,Three women are going for a bike ride.,contradiction,contradiction,The men are not women.,Three men talking to each other and drinking.</s>Three women are going for a bike ride.
7185,Three men talking to each other and drinking.,Three men are drinking and talking.,entailment,entailment,The men are drinking and talking.,Three men talking to each other and drinking.</s>Three men are drinking and talking.
7186,Three men talking to each other and drinking.,Three men are enjoying happy hour after work.,neutral,entailment,The men are drinking and talking to each other.,Three men talking to each other and drinking.</s>Three men are enjoying happy hour after work.
7187,A man leaning on his chair while an old couple dances next to him.,A man showing off his dance moves on the floor.,contradiction,contradiction,"The man is leaning on his chair, not dancing.",A man leaning on his chair while an old couple dances next to him.</s>A man showing off his dance moves on the floor.
7188,A man leaning on his chair while an old couple dances next to him.,A man sitting while people dance.,entailment,contradiction,"The man is leaning on his chair, not sitting.",A man leaning on his chair while an old couple dances next to him.</s>A man sitting while people dance.
7189,A man leaning on his chair while an old couple dances next to him.,A man watching his parents dance at their anniversary.,neutral,neutral,The old couple could be his parents.,A man leaning on his chair while an old couple dances next to him.</s>A man watching his parents dance at their anniversary.
7190,A large group of computer gamers are arranged in a row while playing games.,A group of people are playing Dungeons and Dragons at a table.,contradiction,contradiction,"The people in the first sentence are playing computer games, not Dungeons and Dragons.",A large group of computer gamers are arranged in a row while playing games.</s>A group of people are playing Dungeons and Dragons at a table.
7191,A large group of computer gamers are arranged in a row while playing games.,A group of people are playing computer games.,entailment,entailment,A large group of computer gamers are people.,A large group of computer gamers are arranged in a row while playing games.</s>A group of people are playing computer games.
7192,A large group of computer gamers are arranged in a row while playing games.,A group of gamers are having a LAN party.,neutral,entailment,A LAN party is a group of gamers playing games together.,A large group of computer gamers are arranged in a row while playing games.</s>A group of gamers are having a LAN party.
7193,A bunch of young adults stare in concentration at their computer monitors as they competitively game.,A group of children are putting together a jigsaw puzzle on a low table.,contradiction,contradiction,The young adults are not children. The computer monitors are not a jigsaw puzzle.,A bunch of young adults stare in concentration at their computer monitors as they competitively game.</s>A group of children are putting together a jigsaw puzzle on a low table.
7194,A bunch of young adults stare in concentration at their computer monitors as they competitively game.,Some young people are playing computer games.,entailment,entailment,The young adults are young people.,A bunch of young adults stare in concentration at their computer monitors as they competitively game.</s>Some young people are playing computer games.
7195,A bunch of young adults stare in concentration at their computer monitors as they competitively game.,A group of college students play World of Warcraft in their dorm room.,neutral,neutral,The young adults could be in a different room. They could be playing a different game.,A bunch of young adults stare in concentration at their computer monitors as they competitively game.</s>A group of college students play World of Warcraft in their dorm room.
7196,A woman squatting in dirt with a large bin of potatoes in front of her.,The woman is sitting in the bleachers.,contradiction,contradiction,"The woman is squatting, not sitting.",A woman squatting in dirt with a large bin of potatoes in front of her.</s>The woman is sitting in the bleachers.
7197,A woman squatting in dirt with a large bin of potatoes in front of her.,The woman is outside.,entailment,entailment,The woman is squatting in dirt.,A woman squatting in dirt with a large bin of potatoes in front of her.</s>The woman is outside.
7198,A woman squatting in dirt with a large bin of potatoes in front of her.,The woman is picking her potatoes.,neutral,neutral,The woman is not necessarily picking her potatoes.,A woman squatting in dirt with a large bin of potatoes in front of her.</s>The woman is picking her potatoes.
7199,A larger man in a leaf-printed shirt is working with his remote controlled airplane.,A heavyset man in a leaf-printed shirt is playing with an RC airplane.,entailment,entailment,A larger man is a heavyset man. A remote controlled airplane is an RC airplane.,A larger man in a leaf-printed shirt is working with his remote controlled airplane.</s>A heavyset man in a leaf-printed shirt is playing with an RC airplane.
7200,A larger man in a leaf-printed shirt is working with his remote controlled airplane.,A woman in a business suit is drinking coffe.,contradiction, ,The man is not a woman. The man is not in a business suit. The man is not drinking coffee. The man is not working with a remote controlled,A larger man in a leaf-printed shirt is working with his remote controlled airplane.</s>A woman in a business suit is drinking coffe.
7201,A larger man in a leaf-printed shirt is working with his remote controlled airplane.,A heavyset man in a bright red-and-blue hawaiian shirt is playing with an RC airplane.,neutral,entailment,A larger man is a heavyset man. A leaf-printed shirt is a hawaiian shirt.,A larger man in a leaf-printed shirt is working with his remote controlled airplane.</s>A heavyset man in a bright red-and-blue hawaiian shirt is playing with an RC airplane.
7202,A woman stands on a sidewalk behind a table filled with hats.,The lady is standing on a walkway.,entailment,entailment,A sidewalk is a walkway.,A woman stands on a sidewalk behind a table filled with hats.</s>The lady is standing on a walkway.
7203,A woman stands on a sidewalk behind a table filled with hats.,"The lady is standing, waiting for someone.",neutral,neutral,The lady is standing behind a table filled with hats. She could be waiting for someone to buy a hat.,"A woman stands on a sidewalk behind a table filled with hats.</s>The lady is standing, waiting for someone."
7204,A woman stands on a sidewalk behind a table filled with hats.,The lady is running.,contradiction,contradiction,"The lady is standing, not running.",A woman stands on a sidewalk behind a table filled with hats.</s>The lady is running.
7205,a group of people enjoying a thrill ride at an amusement park.,people at the amusement park,entailment,neutral,"the people are at the amusement park, but they are not necessarily enjoying a thrill ride.",a group of people enjoying a thrill ride at an amusement park.</s>people at the amusement park
7206,a group of people enjoying a thrill ride at an amusement park.,hard at work in the steel mill,contradiction,contradiction,the people are not working in the steel mill.,a group of people enjoying a thrill ride at an amusement park.</s>hard at work in the steel mill
7207,a group of people enjoying a thrill ride at an amusement park.,field trip to disneyland,neutral,neutral,"the people are enjoying a thrill ride, not necessarily at disneyland.",a group of people enjoying a thrill ride at an amusement park.</s>field trip to disneyland
7208,two people in a crowd are looking up,there is a crowd of people,entailment,neutral,the crowd is not necessarily a crowd of people.,two people in a crowd are looking up</s>there is a crowd of people
7209,two people in a crowd are looking up,there is only one person their waiting,contradiction,neutral,there could be more than one person their waiting for,two people in a crowd are looking up</s>there is only one person their waiting
7210,two people in a crowd are looking up,they are getting ready to watch fireworks,neutral,entailment,"they are looking up at the sky, which is where fireworks are",two people in a crowd are looking up</s>they are getting ready to watch fireworks
7211,People looking up at the sky at something.,"People close their eyes, bow their heads, and pray.",contradiction,neutral,People looking up at the sky are not necessarily praying.,"People looking up at the sky at something.</s>People close their eyes, bow their heads, and pray."
7212,People looking up at the sky at something.,People look up.,entailment,entailment,People looking up at the sky are looking up.,People looking up at the sky at something.</s>People look up.
7213,People looking up at the sky at something.,"Hearing screaming, the soccer players look up just in time to see the flaming hot air balloon hit the water tower.",neutral,neutral,The people in the picture are not necessarily soccer players.,"People looking up at the sky at something.</s>Hearing screaming, the soccer players look up just in time to see the flaming hot air balloon hit the water tower."
7214,A crowd of people gathered together looking up and taking pictures.,A crowd gathers together.,entailment,neutral,"The crowd is gathered together, but they are not necessarily taking pictures.",A crowd of people gathered together looking up and taking pictures.</s>A crowd gathers together.
7215,A crowd of people gathered together looking up and taking pictures.,A group of people want to take pictures of the airplane show.,neutral,neutral,"The people are taking pictures of something, but it is not necessarily an airplane show.",A crowd of people gathered together looking up and taking pictures.</s>A group of people want to take pictures of the airplane show.
7216,A crowd of people gathered together looking up and taking pictures.,A group of people are swimming in the community pool.,contradiction,contradiction,The people are not swimming in the community pool.,A crowd of people gathered together looking up and taking pictures.</s>A group of people are swimming in the community pool.
7217,"Many people are crowded together, with a couple of them looking upwards.",Some people looked above them.,entailment,entailment,The people looking upwards are looking above them.,"Many people are crowded together, with a couple of them looking upwards.</s>Some people looked above them."
7218,"Many people are crowded together, with a couple of them looking upwards.",The crowd were all looking at their cell phones.,contradiction,neutral,The people are not necessarily looking at their cell phones.,"Many people are crowded together, with a couple of them looking upwards.</s>The crowd were all looking at their cell phones."
7219,"Many people are crowded together, with a couple of them looking upwards.",Some of the people thought they saw a UFO.,neutral,neutral,"The people are crowded together, but they are not necessarily looking at a UFO.","Many people are crowded together, with a couple of them looking upwards.</s>Some of the people thought they saw a UFO."
