,index,premise,hypothesis,LLM_answer,rationale
8385,8386,"A boy laying on a sitting swing, face down, wearing a hat backwards.",The kid is tired,entailment,"The kid is laying down on a swing, which is not a normal position to be in."
8386,8387,"a tennis player wearing a yellow, white and blue shirt carrying a racquet",An athlete is wearing a shirt.,entailment,A tennis player is an athlete.
8387,8388,"a tennis player wearing a yellow, white and blue shirt carrying a racquet",A player is about to compete in a tournament.,entailment,The player is wearing a tennis shirt and carrying a racquet.
8388,8389,"a tennis player wearing a yellow, white and blue shirt carrying a racquet",A teenager is in a swimming pool.,neutral,The tennis player is not necessarily a teenager.
8389,8390,A male athlete is wearing a teal sweatband and a shirt from Nike and is holding a tennis racket.,An athlete is competing in a tennis match.,entailment,"The athlete is wearing a sweatband and a shirt from Nike, which is a sports brand. He is also holding a tennis racket."
8390,8391,A male athlete is wearing a teal sweatband and a shirt from Nike and is holding a tennis racket.,The man is bowling.,contradiction,"The man is holding a tennis racket, not a bowling ball."
8391,8392,A male athlete is wearing a teal sweatband and a shirt from Nike and is holding a tennis racket.,A man is holding a tennis racket.,entailment,A male athlete is a man.
8392,8393,A tennis player is carrying a tennis racket.,A person is carrying a tennis racket.,entailment,A tennis player is a person.
8393,8394,A tennis player is carrying a tennis racket.,The person is playing tennis.,entailment,"The person is carrying a tennis racket, so he/she is probably playing tennis."
8394,8395,A tennis player is carrying a tennis racket.,The person is playinhg volleyball.,contradiction,"The person is carrying a tennis racket, not a volleyball racket."
8395,8396,The tennis player is wearing a yellow and blue shirt and a blue headband.,A person is playing Tennis at Wimbledon.,entailment,The tennis player is a person. The tennis player is playing tennis. Wimbledon is a tennis tournament.
8396,8397,The tennis player is wearing a yellow and blue shirt and a blue headband.,A tennis player wears a handband to keep the hair out of his eyes.,neutral,"The tennis player is wearing a headband, but it is not necessarily to keep the hair out of his eyes."
8397,8398,The tennis player is wearing a yellow and blue shirt and a blue headband.,A person has a multi-colored outfit on.,entailment,The tennis player is a person.
8398,8399,A man plays tennis.,The man plays tennis often.,neutral,The man could have played tennis once and never again.
8399,8400,A man plays tennis.,The woman plays tennis.,neutral,The man and the woman are not necessarily related.
8400,8401,A man plays tennis.,The man plays tennis.,entailment,The man plays tennis is a way to paraphrase that the man plays tennis.
8401,8402,A woman in a blue and white striped shirt holding a green comb.,A woman is holding a comb.,entailment,The woman is holding a comb.
8402,8403,A woman in a blue and white striped shirt holding a green comb.,A woman is brushing her hair.,neutral,"The woman is holding a comb, but she is not necessarily brushing her hair."
8403,8404,A woman in a blue and white striped shirt holding a green comb.,A woman is holding a sheep.,contradiction,A comb is not a sheep.
8404,8405,Older woman holding a light green comb over a weave.,young  woman holding a light green comb over a weave.,contradiction,The woman is not young.
8405,8406,Older woman holding a light green comb over a weave.,women are holding a comb,neutral,"The woman is holding a comb, but the comb is not necessarily light green."
8406,8407,Older woman holding a light green comb over a weave.,black women are holding a comb,neutral,The woman is not necessarily black.
8407,8408,Local African boy doing his daily work guiding the animals that are pulling a cart.,A girl is walking alone and pushing a bicycle with a flat tire., ,The boy is not a girl. The boy is not walking alone. The boy is not pushing a bicycle. The boy is not pushing a bicycle with a flat
8408,8409,Local African boy doing his daily work guiding the animals that are pulling a cart.,A boy is guiding horses pulling a cart.,entailment,The animals pulling the cart are horses.
8409,8410,Local African boy doing his daily work guiding the animals that are pulling a cart.,A boy is guiding animals pulling a cart.,entailment,"The boy is guiding the animals, and the animals are pulling the cart."
8410,8411,A young boy sit alone in a wagon and holds on tightly to two cattle as they follow his mother's wagon down a dusty dirt road.,A young boy is outside.,entailment,The boy is outside because he is in a wagon and the road is dusty.
8411,8412,A young boy sit alone in a wagon and holds on tightly to two cattle as they follow his mother's wagon down a dusty dirt road.,A woman and her son driving down a dusty road.,neutral,The boy is not necessarily the woman's son.
8412,8413,A young boy sit alone in a wagon and holds on tightly to two cattle as they follow his mother's wagon down a dusty dirt road.,Two brown cows are pulling a wagon.,entailment,The cattle are brown cows.
8413,8414,A young boy sit alone in a wagon and holds on tightly to two cattle as they follow his mother's wagon down a dusty dirt road.,A girl is driving a car.,contradiction,The boy is not a girl. The boy is not driving a car.
8414,8415,A young boy sit alone in a wagon and holds on tightly to two cattle as they follow his mother's wagon down a dusty dirt road.,The boy is in a wagon going down a dusty road.,entailment,The boy is in a wagon and the wagon is going down a dusty road.
8415,8416,A young boy sit alone in a wagon and holds on tightly to two cattle as they follow his mother's wagon down a dusty dirt road.,A boy and his mother are moving.,"entailment

Pre",The boy is in a wagon and the mother is in a wagon. The cattle are following the mother's wagon.
8416,8417,A young boy sit alone in a wagon and holds on tightly to two cattle as they follow his mother's wagon down a dusty dirt road.,A young boy and his mother running away from home with their last cattle.,neutral,The boy is not necessarily running away from home.
8417,8418,A young boy sit alone in a wagon and holds on tightly to two cattle as they follow his mother's wagon down a dusty dirt road.,The boy is sitting with his brothers.,neutral,The cattle are not necessarily his brothers.
8418,8419,A young boy sit alone in a wagon and holds on tightly to two cattle as they follow his mother's wagon down a dusty dirt road.,A young boy and some cattle are on a dirt road.,neutral,The boy is not necessarily young. The cattle are not necessarily following the mother's wagon.
8419,8420,A young boy sit alone in a wagon and holds on tightly to two cattle as they follow his mother's wagon down a dusty dirt road.,A boy rides down the highway in a car.,contradiction,A wagon is not a car.
8420,8421,A young boy sit alone in a wagon and holds on tightly to two cattle as they follow his mother's wagon down a dusty dirt road.,A young boy and mother in the same wagon heading down a dusty dirt road.,contradiction,The boy is not in the same wagon as the mother.
8421,8422,A young boy sit alone in a wagon and holds on tightly to two cattle as they follow his mother's wagon down a dusty dirt road.,A boy hugs a brown cow.,contradiction,The boy is not hugging the cow.
8422,8423,A young boy sit alone in a wagon and holds on tightly to two cattle as they follow his mother's wagon down a dusty dirt road.,The boy has no mother.,contradiction,The boy is holding on to two cattle as they follow his mother's wagon.
8423,8424,A young boy sit alone in a wagon and holds on tightly to two cattle as they follow his mother's wagon down a dusty dirt road.,The boy is going to his grandparent's.,neutral,"The boy is going somewhere, but it is not necessarily to his grandparent's."
8424,8425,A young boy sit alone in a wagon and holds on tightly to two cattle as they follow his mother's wagon down a dusty dirt road.,A child is following his mom.,entailment,The child is following his mom because he is holding on to the cattle that is following his mom's wagon.
8425,8426,an African boy drives his team of oxen down a dirt road.,An African boy prepares tacos.,neutral,The African boy is not necessarily preparing tacos.
8426,8427,an African boy drives his team of oxen down a dirt road.,The boy holding an umbrella has he drives his animals down a dirt road in the pouring rain.,entailment,The boy is holding an umbrella because it is raining.
8427,8428,an African boy drives his team of oxen down a dirt road.,A boy is driving animals outside down a dirt road.,entailment,African boy is a boy. Oxen are animals.
8428,8429,A young black boy is guiding his animals down a dirt road with a blue rope.,Young girl guiding animals down a dirt road with a rope.,contradiction,The boy is not a girl.
8429,8430,A young black boy is guiding his animals down a dirt road with a blue rope.,Young boy guiding animals down a dirt road with a rope.,entailment,The boy is young and black. The animals are his. The road is dirt. The rope is blue.
8430,8431,A young black boy is guiding his animals down a dirt road with a blue rope.,Young boy guiding dogs down a dirt road with a rope.,entailment,The animals are dogs.
8431,8432,A baseball player hitting the ball,A baseball player is hitting a ball.,entailment,The baseball player is hitting the ball.
8432,8433,A baseball player hitting the ball,A baseball player is practicing by hitting a ball.,neutral,The baseball player could be playing a game.
8433,8434,A baseball player hitting the ball,A baseball player is resting.,contradiction,A baseball player hitting the ball is not resting.
8434,8435,A group of people demonstrating.,A group of people are sleeping.,contradiction,"If you're demonstrating, you cannot be sleeping at the same time."
8435,8436,A group of people demonstrating.,A group of protesters hold up their signs.,entailment,A group of people demonstrating are protesters.
8436,8437,A group of people demonstrating.,Several people are doing something together.,entailment,A group of people is several people. Demonstrating is doing something.
8437,8438,A man and two children are sleeping on the floor.,Some people are asleep.,entailment,A man and two children are people.
8438,8439,A man and two children are sleeping on the floor.,Some people are sleeping on carpet.,neutral,"The floor could be made of wood, tile, or other material."
8439,8440,A man and two children are sleeping on the floor.,Some people are sleeping in beds.,neutral,The man and two children are not necessarily sleeping in beds.
8440,8441,A boy in a red poncho is reading while leaning on a pole.,A girl in a red poncho is reading while leaning on a pole.,contradiction,The boy is not a girl.
8441,8442,A boy in a red poncho is reading while leaning on a pole.,A boy in a red poncho is reading a book.,neutral,"The boy is reading, but it is not specified what he is reading."
8442,8443,A boy in a red poncho is reading while leaning on a pole.,A boy in a red poncho is reading The Hobbit while leaning on a pole.,neutral,"The boy is reading a book, but it is not necessarily The Hobbit."
8443,8444,A child is standing alone hear a pillar reading a book while pointing at the page.,A child is enjoying the story.,entailment,The child is reading a book and pointing at the page.
8444,8445,A child is standing alone hear a pillar reading a book while pointing at the page.,A child is standing with his family.,contradiction,The child is alone.
8445,8446,A child is standing alone hear a pillar reading a book while pointing at the page.,A child is listening to someone reading.,contradiction,"The child is reading a book, not listening to someone reading."
8446,8447,"An Asian man lies on a tiled floor with two children, using old clothes for pillows.",A man lies on the floor,neutral,"The man is lying on the floor, but the children are not."
8447,8448,"An Asian man lies on a tiled floor with two children, using old clothes for pillows.",A man is with children,entailment,The man is with children.
8448,8449,"An Asian man lies on a tiled floor with two children, using old clothes for pillows.",The man uses clothes for pillos,entailment,The man is using clothes for pillows.
8449,8450,A view through a door into a small tiled room where a man and two children are asleep on the floor.,A man and two children are wrapped up in sleeping bags on a kitchen floor., ,"The room is small and tiled, so it is probably a kitchen. The man and children are wrapped up in sleeping bags, so they are probably asleep."
8450,8451,A view through a door into a small tiled room where a man and two children are asleep on the floor.,A view through a door into a small tiled room where a man and two children are preparing dinner for themselves.,contradiction,"The man and two children are asleep, not preparing dinner."
8451,8452,A view through a door into a small tiled room where a man and two children are asleep on the floor.,A man and children are asleep in a tiled room.,entailment,The room is small and tiled.
8452,8453,A view through a door into a small tiled room where a man and two children are asleep on the floor.,The three people are napping before going to the swimming pool.,neutral,The three people are not necessarily going to the swimming pool.
8453,8454,A view through a door into a small tiled room where a man and two children are asleep on the floor.,There's a woman sleeping on the bed with her kids.,neutral,The woman is not in the picture.
8454,8455,A view through a door into a small tiled room where a man and two children are asleep on the floor.,A man and two children sleep outside,contradiction,"The room is small and tiled, so it is not outside."
8455,8456,A view through a door into a small tiled room where a man and two children are asleep on the floor.,A view through a door into a small tiled room where a father and his two sons are asleep on the floor.,neutral,The man and the two children are not necessarily related.
8456,8457,A view through a door into a small tiled room where a man and two children are asleep on the floor.,A man was playing with his kids until they fell asleep.,entailment,The man and kids are asleep on the floor.
8457,8458,A view through a door into a small tiled room where a man and two children are asleep on the floor.,Three people are sleeping indoors on a floor.,entailment,The room is indoors. The man and two children are three people.
8458,8459,A view through a door into a small tiled room where a man and two children are asleep on the floor.,A man and two children are asleep on the floor,entailment,The man and two children are in the room.
8459,8460,A view through a door into a small tiled room where a man and two children are asleep on the floor.,A man and two children are tired from playing,entailment,The man and two children are asleep on the floor.
8460,8461,A view through a door into a small tiled room where a man and two children are asleep on the floor.,A man and two children are playing frisbee in the park.,contradiction,The man and two children are asleep on the floor. They are not playing frisbee in the park.
8461,8462,A view through a door into a small tiled room where a man and two children are asleep on the floor.,A man and two children aren't sleeping on the couch.,entailment,The man and two children are sleeping on the floor.
8462,8463,A view through a door into a small tiled room where a man and two children are asleep on the floor.,Two children are sleeping.,neutral,The man is also sleeping.
8463,8464,A view through a door into a small tiled room where a man and two children are asleep on the floor.,Two children are playing xbox,contradiction,"The children are asleep, not playing xbox."
8464,8465,A man and two small children laying on a tiled floor.,The floor is tiled.,entailment,The floor is tiled.
8465,8466,A man and two small children laying on a tiled floor.,a man wrestles with the children,contradiction,The man is not wrestling with the children.
8466,8467,A man and two small children laying on a tiled floor.,The man and the two small children are standing on the tiled floor.,contradiction,"The man and the two small children are laying on the tiled floor, not standing."
8467,8468,A man and two small children laying on a tiled floor.,a man rides his bike down a mountain,contradiction,The man is not riding a bike.
8468,8469,A man and two small children laying on a tiled floor.,People are taking a nap.,entailment,The man and two small children are people.
8469,8470,A man and two small children laying on a tiled floor.,a guy and two kids play inside,entailment,The man and two small children are playing inside.
8470,8471,A man and two small children laying on a tiled floor.,The man and two small children are laying down.,entailment,The man and two small children are laying down.
8471,8472,A man and two small children laying on a tiled floor.,two kids play with their dad,neutral,The man is not necessarily the father of the two small children.
8472,8473,A man and two small children laying on a tiled floor.,a man and two children lay on the floor,entailment,"The children are small, but they are still children."
8473,8474,A man and two small children laying on a tiled floor.,People are tired.,entailment,The man and two small children are people.
8474,8475,A man and two small children laying on a tiled floor.,A man and his children talk about what they want to be when they grow up while laying down on the floor.,neutral,The man and his children are not necessarily talking about what they want to be when they grow up.
8475,8476,A man and two small children laying on a tiled floor.,a day plays with his kids in the sand,contradiction,The floor is not sand.
8476,8477,A man and two small children laying on a tiled floor.,People are at an amusment park.,neutral,The people are not necessarily at an amusement park.
8477,8478,A man and two small children laying on a tiled floor.,A man is beating his wife.,contradiction,The man is not beating his wife.
8478,8479,A man and two small children laying on a tiled floor.,The man is the two small children's father.,neutral,"The man could be the children's uncle, grandfather, or babysitter."
8479,8480,A group of people marching in a parade waving flags.,the group of people are holding something in their hands.  They are outside,entailment,The people are holding flags.  They are outside because they are in a parade.
8480,8481,A group of people marching in a parade waving flags.,the people are inside watching a movie,contradiction,"The people are outside, not inside."
8481,8482,A group of people marching in a parade waving flags.,the people carry the texas flag in the parade,neutral,"The people are carrying flags, but it is not specified which flags they are carrying."
8482,8483,A cop is walking a crime dog to find something while paramedics discuss by their van.,A policeman and his canine are searching for evidence at the crime scene while the paramedics talk to the victims.,entailment,The cop is a policeman. The crime dog is a canine. The paramedics are talking to the victims.
8483,8484,A cop is walking a crime dog to find something while paramedics discuss by their van.,A policeman and his canine are searching for something while paramedics talk by their van.,entailment,A cop is a policeman. A crime dog is a canine.
8484,8485,A cop is walking a crime dog to find something while paramedics discuss by their van.,The paramedics treated the victims of the fire while the cop and his dog rested in their squad car.,neutral,The paramedics are not necessarily treating the victims of the fire. The cop and his dog are not necessarily resting in their squad car.
8485,8486,Man in a blue shirt fires a gun at a target.,a man hits a bullseye with a shot,neutral,The man in the blue shirt is not necessarily the man who hits the bullseye.
8486,8487,Man in a blue shirt fires a gun at a target.,a man fires a bow at a target,contradiction,A gun is not a bow.
8487,8488,Man in a blue shirt fires a gun at a target.,a man with a gun,neutral,The man is not necessarily holding the gun.
8488,8489,A good slide into home at a Philly game,A slide is happening.,entailment,A slide is happening in the picture.
8489,8490,A good slide into home at a Philly game,A man is playing in the World Series.,neutral,"The man is playing baseball, but it is not necessarily the World Series."
8490,8491,A good slide into home at a Philly game,A man has just slid into home base.,entailment,The man is sliding into home base.
8491,8492,a woman painting her toenails red on the couch,A woman gently applies red nailpolish to her toenails.,neutral,The woman is not necessarily gentle.
8492,8493,a woman painting her toenails red on the couch,The woman is wearing a pair of wool socks on both feet.,contradiction,"The woman is painting her toenails, so she cannot be wearing socks."
8493,8494,a woman painting her toenails red on the couch,The woman is in the process of giving herself a complete pedicure.,neutral,"The woman is only painting her toenails, not her fingernails."
8494,8495,"A baby camel going towards a woman, while a man takes a picture.",The woman is inside.,neutral,The woman is not necessarily inside.
8495,8496,"A baby camel going towards a woman, while a man takes a picture.",The woman is touching the camel.,contradiction,The woman is not touching the camel.
8496,8497,"A baby camel going towards a woman, while a man takes a picture.",The baby camel is outside.,entailment,The baby camel is outside because it is not inside.
8497,8498,A family and a man in military clothing look at a cake.,The cake has already been eaten.,neutral,The cake is not necessarily eaten.
8498,8499,A family and a man in military clothing look at a cake.,There is a cake.,entailment,The cake is in the picture.
8499,8500,A family and a man in military clothing look at a cake.,The cake has white frosting.,neutral,The cake is not necessarily white.
8500,8501,A soldier is helping two young children cut a large cake.,The soldier is riding a bus.,neutral,The soldier is helping two young children cut a large cake.
8501,8502,A soldier is helping two young children cut a large cake.,They are celebrating the soldiers birthday.,neutral,"The soldier is helping the children cut the cake, but it is not necessarily his birthday."
8502,8503,A soldier is helping two young children cut a large cake.,The soldier is helping the kids.,entailment,The soldier is helping the kids cut the cake.
8503,8504,Blond woman wearing red boots with a bland and white jacket walking down the street.,A woman is wearing green boots.,contradiction,"The woman is wearing red boots, not green boots."
8504,8505,Blond woman wearing red boots with a bland and white jacket walking down the street.,A person walks down a street.,entailment,A blond woman is a person.
8505,8506,Blond woman wearing red boots with a bland and white jacket walking down the street.,A woman has a black purse.,neutral,The woman is not necessarily carrying a purse.
8506,8507,a man standing outside of a restaurant.,A man smokes a cigarette outside a restaurant.,neutral,The man is standing outside of a restaurant.
8507,8508,a man standing outside of a restaurant.,A man stands outside of a sports shop.,contradiction,"The man is standing outside of a restaurant, not a sports shop."
8508,8509,a man standing outside of a restaurant.,A man stands outside a restaurant.,entailment,The man is standing outside of a restaurant.
8509,8510,"An older, bald man is standing on the street holding a package.",There is someone driving a cab.,neutral,The man is not necessarily driving a cab.
8510,8511,"An older, bald man is standing on the street holding a package.",There is someone outside.,entailment,The man is outside.
8511,8512,"An older, bald man is standing on the street holding a package.",There is someone delivering a box.,neutral,The man is not necessarily delivering the box.
8512,8513,"Three people, two playing drums and one playing a horn instrument.",The people are having fun while in a band.,entailment,"The people are playing instruments, so they are in a band. They are smiling, so they are having fun."
8513,8514,"Three people, two playing drums and one playing a horn instrument.",The people are playing music.,entailment,The people are playing drums and a horn instrument.
8514,8515,"Three people, two playing drums and one playing a horn instrument.",The people are at the library reading.,contradiction,"The people are playing instruments, not reading."
8515,8516,A man with army fatigues is walking his dog.,The man is taking the dog around the block.,entailment,"The man is walking the dog, so he is taking the dog around the block."
8516,8517,A man with army fatigues is walking his dog.,A dog is being walked by an army gentleman.,entailment,A man in army fatigues is an army gentleman.
8517,8518,An old man with white hair in a red hat,A man with white hair poking from under a red hat,neutral,The man could be bald and the white hair could be from his beard.
8518,8519,An old man with white hair in a red hat,An old woman at a stove.,contradiction,The old man is not a woman.
8519,8520,An old man with white hair in a red hat,An old man with white hair in a red hat and dirty overalls.,neutral,The old man with white hair in a red hat is not necessarily wearing dirty overalls.
8520,8521,A man in a plaid shirt and blue jeans stands on scaffolding.,A man is working.,entailment,"The man is standing on scaffolding, which is a place where people work."
8521,8522,A man in a plaid shirt and blue jeans stands on scaffolding.,A man in a plain white shirt are shorts is under a scaffolding.,neutral,The man in the plaid shirt and blue jeans is not necessarily the man in the plain white shirt and shorts.
8522,8523,A man in a plaid shirt and blue jeans stands on scaffolding.,A man with a plaid shirt and jeans is on a scaffolding.,entailment,The man is wearing a plaid shirt and jeans.
8523,8524,Two men with colorful hats are playing the drums while another man plays a wind instrument.,At least three people are playing instruments.,neutral,The colorful hats are not necessarily the drums.
8524,8525,Two men with colorful hats are playing the drums while another man plays a wind instrument.,Three men are playing a game of basketball.,contradiction,The men are not playing basketball.
8525,8526,Two men with colorful hats are playing the drums while another man plays a wind instrument.,Three men are doing a street performance for a group of tourist.,entailment,"The men are playing instruments, which is a common street performance."
8526,8527,The man stands on the scaffolding as he looks outward.,He is taking a lunch break from washing windows,entailment,"The man is standing on the scaffolding, which is a place where people wash windows."
8527,8528,The man stands on the scaffolding as he looks outward.,The man is waiting for a giant gorilla,contradiction,"The man is standing on the scaffolding, not waiting."
8528,8529,The man stands on the scaffolding as he looks outward.,there is a man outside in this picture,entailment,The man is outside because he is on the scaffolding.
8529,8530,Two males are playing soccer while fans watch.,One of the men is kicking a golf ball.,neutral,The ball is not necessarily a golf ball.
8530,8531,Two males are playing soccer while fans watch.,The playing surface relatively smooth.,neutral,The playing surface is not necessarily smooth.
8531,8532,Two males are playing soccer while fans watch.,The men are teammates.,entailment,"The men are playing soccer, so they are on the same team."
8532,8533,adults performing on a inside stage.,Children performing on a inside stage.,neutral,Adults and children are both people.
8533,8534,adults performing on a inside stage.,Adults on a stage.,entailment,The adults are performing on a stage.
8534,8535,adults performing on a inside stage.,The adults are performing for children.,neutral,"The adults are performing on a stage, but it is not necessarily for children."
8535,8536,A singing group dressed in black is singing a song on stage.,A group dressed in black are singing.,entailment,A singing group is a group.
8536,8537,A singing group dressed in black is singing a song on stage.,The lady showed off her dancing skills.,neutral,The singing group is not necessarily a lady.
8537,8538,A singing group dressed in black is singing a song on stage.,A choir dressed in black is singing at a funeral.,entailment,A singing group is a choir.
8538,8539,Two soccer players chase after the ball; one tries to maintain control whilst the others seeks to take it.,The players are rivals.,neutral,The players are not necessarily rivals.
8539,8540,Two soccer players chase after the ball; one tries to maintain control whilst the others seeks to take it.,The players play baseball.,contradiction,Soccer players are not baseball players.
8540,8541,Two soccer players chase after the ball; one tries to maintain control whilst the others seeks to take it.,There are soccer players.,entailment,Soccer players are soccer players.
8541,8542,An very nice capture of a soccer game going on between two men as the man from the team in black attempts to interrupt the red and white teams stride.,A soccer game in mid-play.,entailment,The soccer game is in mid-play because the ball is in the air and the players are in motion.
8542,8543,An very nice capture of a soccer game going on between two men as the man from the team in black attempts to interrupt the red and white teams stride.,Two teams are playing a soccer game.,neutral,The man in black is not necessarily on a team.
8543,8544,An very nice capture of a soccer game going on between two men as the man from the team in black attempts to interrupt the red and white teams stride.,A group of people in sweatsuits are running a marathon down a narrow city street.,contradiction,The men are not in sweatsuits. They are not running a marathon. They are not on a city street.
8544,8545,An very nice capture of a soccer game going on between two men as the man from the team in black attempts to interrupt the red and white teams stride.,A soccer game is a tie,neutral,The soccer game is not necessarily a tie.
8545,8546,An very nice capture of a soccer game going on between two men as the man from the team in black attempts to interrupt the red and white teams stride.,two men playing soccer in extra time,neutral,The man in black is not necessarily from the team in black.
8546,8547,An very nice capture of a soccer game going on between two men as the man from the team in black attempts to interrupt the red and white teams stride.,A cat walks on a fence.,neutral,The soccer game is not related to the cat walking on the fence.
8547,8548,An very nice capture of a soccer game going on between two men as the man from the team in black attempts to interrupt the red and white teams stride.,A basketball game is being played,contradiction,"The men are playing soccer, not basketball."
8548,8549,An very nice capture of a soccer game going on between two men as the man from the team in black attempts to interrupt the red and white teams stride.,A soccer game is being played,entailment,The men are playing soccer.
8549,8550,An very nice capture of a soccer game going on between two men as the man from the team in black attempts to interrupt the red and white teams stride.,People are playing soccer.,entailment,The men are playing soccer.
8550,8551,An very nice capture of a soccer game going on between two men as the man from the team in black attempts to interrupt the red and white teams stride.,The men are throwing a football to each other.,contradiction,The men are not throwing a football to each other. They are playing soccer.
8551,8552,An very nice capture of a soccer game going on between two men as the man from the team in black attempts to interrupt the red and white teams stride.,The men are running on the field.,entailment,The men are running on the field.
8552,8553,An very nice capture of a soccer game going on between two men as the man from the team in black attempts to interrupt the red and white teams stride.,two men play soccer,entailment,The men are playing soccer.
8553,8554,An very nice capture of a soccer game going on between two men as the man from the team in black attempts to interrupt the red and white teams stride.,The Olympic soccer trials in Belgium.,neutral,The Olympic soccer trials in Belgium is a very specific event. The picture could be of any soccer game.
8554,8555,An very nice capture of a soccer game going on between two men as the man from the team in black attempts to interrupt the red and white teams stride.,The black team is winning.,neutral,The black team is not necessarily winning.
8555,8556,An very nice capture of a soccer game going on between two men as the man from the team in black attempts to interrupt the red and white teams stride.,two men playing fifa on xbox on the couch,contradiction,The men are not playing fifa on xbox on the couch.
8556,8557,"Two soccer players, one in black and one in red, with the one in black attempting to steal the ball.",The kids are playing basketball.,contradiction,"The kids are playing soccer, not basketball."
8557,8558,"Two soccer players, one in black and one in red, with the one in black attempting to steal the ball.",The team wearing red is in the lead.,neutral,The team in red is not necessarily in the lead.
8558,8559,"Two soccer players, one in black and one in red, with the one in black attempting to steal the ball.",Two people are playing soccer.,entailment,Soccer players are people.
8559,8560,A soccer player in a red shirt kicks the ball while another player in a black shirt tries to stop him.,The soccer player in red is shooting at the goal.,neutral,"The soccer player in red is kicking the ball, but it is not necessarily at the goal."
8560,8561,A soccer player in a red shirt kicks the ball while another player in a black shirt tries to stop him.,The two people are playing horseshoes.,contradiction,The two people are not playing horseshoes.
8561,8562,A soccer player in a red shirt kicks the ball while another player in a black shirt tries to stop him.,Two people are playing soccer.,entailment,The soccer player in the red shirt is playing soccer. The soccer player in the black shirt is playing soccer.
8562,8563,Fisherman on boat out on sea.,A fisherman is on the pier fishing.,contradiction,"The fisherman is on a boat, not a pier."
8563,8564,Fisherman on boat out on sea.,A fisherman is fishing on a boat in the Atlantic.,neutral,"The fisherman is fishing on a boat, but it is not specified that the fisherman is fishing in the Atlantic."
8564,8565,Fisherman on boat out on sea.,A fisherman is on a boat.,entailment,A fisherman is a person who fishes.
8565,8566,Two fisherman on a boat on the water preparing for a long day of fishing.,Two men in a boat.,entailment,The two men are fisherman.
8566,8567,Two fisherman on a boat on the water preparing for a long day of fishing.,A car sits at a dock.,neutral,The car is not necessarily at the dock.
8567,8568,Two fisherman on a boat on the water preparing for a long day of fishing.,Two men enjoy their day.,neutral,The men are not necessarily enjoying their day.
8568,8569,A man in a yellow waterproof jacket and his companion are on a boat in the open water.,Two people are fishing from the boat.,entailment,The man in the yellow jacket and his companion are two people.
8569,8570,A man in a yellow waterproof jacket and his companion are on a boat in the open water.,Two men are fist fighting.,neutral,The man in the yellow jacket is not necessarily fighting with his companion.
8570,8571,A man in a yellow waterproof jacket and his companion are on a boat in the open water.,Two men are outdoors.,entailment,The man in the yellow jacket is outdoors. His companion is outdoors.
8571,8572,"Two men, one in a yellow jacket and the other in a blue sweater, are on a boat.",men outside,entailment,The men are outside because they are on a boat.
8572,8573,"Two men, one in a yellow jacket and the other in a blue sweater, are on a boat.",a father and son fishing,neutral,The two men are not necessarily a father and son.
8573,8574,"Two men, one in a yellow jacket and the other in a blue sweater, are on a boat.",a man and his wife making a movie,neutral,The two men are not necessarily a man and his wife.
8574,8575,Two dark-haired men are sailing a fishing boat.,"Two men with dark hair are sailing outside, looking for some bass to catch.",neutral,The men are not necessarily looking for bass.
8575,8576,Two dark-haired men are sailing a fishing boat.,Two men with dark hair are sailing outside.,neutral,The men are not necessarily outside.
8576,8577,Two dark-haired men are sailing a fishing boat.,Two girls are playing house in their backyard.,contradiction,The two dark-haired men are not girls. The fishing boat is not a backyard.
8577,8578,An Indian woman holds a child while looking at a large group of birds on the ground.,an indian woman is kidnapping a baby,contradiction,"The woman is holding a child, not a baby."
8578,8579,An Indian woman holds a child while looking at a large group of birds on the ground.,an indian woman holds her child,neutral,The child is not necessarily hers.
8579,8580,An Indian woman holds a child while looking at a large group of birds on the ground.,an indian woman holds a child,entailment,The woman is indian and she is holding a child.
8580,8581,A view of a nice building and sky with a guy standing on the roof.,A guy is looking at the sky.,neutral,The guy is not necessarily looking at the sky.
8581,8582,A view of a nice building and sky with a guy standing on the roof.,This person is jumping off the building right now.,contradiction,"The person is standing on the roof, not jumping off."
8582,8583,A view of a nice building and sky with a guy standing on the roof.,A guy is standing on the roof of a building.,entailment,The guy is standing on the roof of a building.
8583,8584,An orange vehicle parked on a bridge.,The orange car drove too fast.,neutral,"The orange vehicle could be a truck, a van, or a car."
8584,8585,An orange vehicle parked on a bridge.,The orange car is on a bridge.,entailment,A vehicle is a car.
8585,8586,An orange vehicle parked on a bridge.,A blue car is broke down.,neutral,The orange vehicle is not necessarily a car.
8586,8587,"A small jockey jogs along side of the horse track with his horse through the green grass, as a photo is taken next to the Sparkasse sign in a 2012 horse event.",the jockey is asleep,contradiction,"the jockey is jogging, so he cannot be asleep"
8587,8588,"A small jockey jogs along side of the horse track with his horse through the green grass, as a photo is taken next to the Sparkasse sign in a 2012 horse event.",a jockey is jogging,entailment,A small jockey is a jockey.
8588,8589,"A small jockey jogs along side of the horse track with his horse through the green grass, as a photo is taken next to the Sparkasse sign in a 2012 horse event.",the jockey is a woman,neutral,"the jockey is a small person, and the horse is a small horse."
8589,8590,"A woman and three children, holding hands with each other, are crossing the street.",A woman and three children are outdoors.,entailment,The street is outdoors.
8590,8591,"A woman and three children, holding hands with each other, are crossing the street.",The woman and three children cross the street individually.,contradiction,"The woman and three children are holding hands with each other, so they are not crossing the street individually."
