premise,hypothesis,input,label,split,pair_key,available_rationale_count,rationale_1,rationale_type_1,rationale_score_1,rationale_keep_1,rationale_selection_source_1
A man with a gold chain looks on in the city and a woman gasps behind him.,A man and an old woman.,A man with a gold chain looks on in the city and a woman gasps behind him.</s>A man and an old woman.,neutral,train,a man with a gold chain looks on in the city and a woman gasps behind him.</s>a man and an old woman.,7,10. The correct answer is **neutral**. The premise and the hypothesis are not directly related and do not entail or contradict each other. The hypothesis is a possible but not certain inference based on the premise.,neutral,5.0,True,heuristic
"An African American man, wearing a sweatshirt and coat, walking in a city.",A man is climbing buildings like a spider.,"An African American man, wearing a sweatshirt and coat, walking in a city.</s>A man is climbing buildings like a spider.",contradiction,train,"an african american man, wearing a sweatshirt and coat, walking in a city.</s>a man is climbing buildings like a spider.",7,"1. The correct answer is **contradiction**. A contradiction occurs when the hypothesis is logically incompatible with the premise. A conditional statement for this case is: If an African American man is wearing a sweatshirt and coat, walking in a city, then he is not climbing buildings like a spider.",condition,5.0,True,heuristic
"An African American man, wearing a sweatshirt and coat, walking in a city.",A man is wearing a coat.,"An African American man, wearing a sweatshirt and coat, walking in a city.</s>A man is wearing a coat.",entailment,train,"an african american man, wearing a sweatshirt and coat, walking in a city.</s>a man is wearing a coat.",7,"2. The correct answer is **entailment**. An entailment occurs when the hypothesis is logically implied by the premise. A conditional statement for this case is: If an African American man is wearing a sweatshirt and coat, walking in a city, then a man is wearing a coat.",condition,5.0,True,heuristic
"An African American man, wearing a sweatshirt and coat, walking in a city.",A man is wearing a coat in a city.,"An African American man, wearing a sweatshirt and coat, walking in a city.</s>A man is wearing a coat in a city.",entailment,train,"an african american man, wearing a sweatshirt and coat, walking in a city.</s>a man is wearing a coat in a city.",7,"3. The correct answer is **entailment**. An entailment occurs when the hypothesis is logically implied by the premise. A conditional statement for this case is: If an African American man is wearing a sweatshirt and coat, walking in a city, then a man is wearing a coat in a city.",condition,5.0,True,heuristic
"An African American man, wearing a sweatshirt and coat, walking in a city.",A woman is wearing a coat in the countryside.,"An African American man, wearing a sweatshirt and coat, walking in a city.</s>A woman is wearing a coat in the countryside.",contradiction,train,"an african american man, wearing a sweatshirt and coat, walking in a city.</s>a woman is wearing a coat in the countryside.",7,"4. The correct answer is **contradiction**. A contradiction occurs when the hypothesis is logically incompatible with the premise. A conditional statement for this case is: If an African American man is wearing a sweatshirt and coat, walking in a city, then he is not a woman wearing a coat in the countryside.",condition,5.0,True,heuristic
"An African American man, wearing a sweatshirt and coat, walking in a city.",A man walks wearing a coat.,"An African American man, wearing a sweatshirt and coat, walking in a city.</s>A man walks wearing a coat.",entailment,valid,"an african american man, wearing a sweatshirt and coat, walking in a city.</s>a man walks wearing a coat.",7,"6. The correct answer is **entailment**. An entailment occurs when the hypothesis is logically implied by the premise. A conditional statement for this case is: If an African American man is wearing a sweatshirt and coat, walking in a city, then a man walks wearing a coat.",condition,5.0,True,heuristic
"An African American man, wearing a sweatshirt and coat, walking in a city.",The coat is dark blue.,"An African American man, wearing a sweatshirt and coat, walking in a city.</s>The coat is dark blue.",neutral,valid,"an african american man, wearing a sweatshirt and coat, walking in a city.</s>the coat is dark blue.",7,"7. The correct answer is **neutral**. A neutral relation occurs when the hypothesis is neither logically implied nor contradicted by the premise. A conditional statement for this case is: If an African American man is wearing a sweatshirt and coat, walking in a city, then it is possible but not certain that the coat is dark blue.",condition,5.0,True,heuristic
"An African American man, wearing a sweatshirt and coat, walking in a city.",A man is walking to the city to meet his wife.,"An African American man, wearing a sweatshirt and coat, walking in a city.</s>A man is walking to the city to meet his wife.",neutral,train,"an african american man, wearing a sweatshirt and coat, walking in a city.</s>a man is walking to the city to meet his wife.",7,"8. The correct answer is **neutral**. A neutral relation occurs when the hypothesis is neither logically implied nor contradicted by the premise. A conditional statement for this case is: If an African American man is wearing a sweatshirt and coat, walking in a city, then it is possible but not certain that a man is walking to the city to meet his wife.",condition,5.0,True,heuristic
"An African American man, wearing a sweatshirt and coat, walking in a city.",An African American man is taking a trip to the forest.,"An African American man, wearing a sweatshirt and coat, walking in a city.</s>An African American man is taking a trip to the forest.",contradiction,train,"an african american man, wearing a sweatshirt and coat, walking in a city.</s>an african american man is taking a trip to the forest.",7,"9. The correct answer is **contradiction**. A contradiction occurs when the hypothesis is logically incompatible with the premise. A conditional statement for this case is: If an African American man is wearing a sweatshirt and coat, walking in a city, then he is not taking a trip to the forest.",condition,5.0,True,heuristic
"An African American man, wearing a sweatshirt and coat, walking in a city.",A man is wearing a coat because its cold in the city.,"An African American man, wearing a sweatshirt and coat, walking in a city.</s>A man is wearing a coat because its cold in the city.",neutral,train,"an african american man, wearing a sweatshirt and coat, walking in a city.</s>a man is wearing a coat because its cold in the city.",7,"10. The correct answer is **neutral**. A neutral relation occurs when the hypothesis is neither logically implied nor contradicted by the premise. A conditional statement for this case is: If an African American man is wearing a sweatshirt and coat, walking in a city, then it is possible but not certain that a man is wearing a coat because it is cold in the city.",condition,5.0,True,heuristic
"An African American man, wearing a sweatshirt and coat, walking in a city.",An Asian man in short sleeves walks through the woods.,"An African American man, wearing a sweatshirt and coat, walking in a city.</s>An Asian man in short sleeves walks through the woods.",contradiction,train,"an african american man, wearing a sweatshirt and coat, walking in a city.</s>an asian man in short sleeves walks through the woods.",7,"1. The most likely answer is **contradiction**. A contradiction occurs when the hypothesis is logically incompatible with the premise. In this case, the premise and the hypothesis describe two different people in two different settings, so they cannot both be true at the same time.",contrastive,5.0,True,heuristic
"An African American man, wearing a sweatshirt and coat, walking in a city.",A man is walking through New York.,"An African American man, wearing a sweatshirt and coat, walking in a city.</s>A man is walking through New York.",neutral,train,"an african american man, wearing a sweatshirt and coat, walking in a city.</s>a man is walking through new york.",7,"2. The correct answer is **neutral**. The premise and the hypothesis are not specific enough to entail or contradict each other. A conditional statement for this would be: If an African American man is wearing a sweatshirt and coat and walking in a city, then it is possible but not certain that he is walking through New York.",condition,5.0,True,heuristic
"An African American man, wearing a sweatshirt and coat, walking in a city.","A black man, dressed warmly, walks home to his apartment from work.","An African American man, wearing a sweatshirt and coat, walking in a city.</s>A black man, dressed warmly, walks home to his apartment from work.",neutral,train,"an african american man, wearing a sweatshirt and coat, walking in a city.</s>a black man, dressed warmly, walks home to his apartment from work.",7,"3. The correct answer is **neutral**. The premise and the hypothesis are not incompatible, but they are also not sufficiently similar to entail each other. A conditional statement for this would be: If an African American man is wearing a sweatshirt and coat and walking in a city, then he may or may not be a black man dressed warmly who walks home to his apartment from work.",condition,5.0,True,heuristic
"An African American man, wearing a sweatshirt and coat, walking in a city.",The man is white.,"An African American man, wearing a sweatshirt and coat, walking in a city.</s>The man is white.",contradiction,train,"an african american man, wearing a sweatshirt and coat, walking in a city.</s>the man is white.",7,"4. The correct answer is **contradiction**. The premise and the hypothesis are directly opposed to each other, and one of them must be false. A conditional statement for this would be: If an African American man is wearing a sweatshirt and coat and walking in a city, then he cannot be a white man.",condition,5.0,True,heuristic
"An African American man, wearing a sweatshirt and coat, walking in a city.",An African-American man is walking in a city.,"An African American man, wearing a sweatshirt and coat, walking in a city.</s>An African-American man is walking in a city.",entailment,train,"an african american man, wearing a sweatshirt and coat, walking in a city.</s>an african-american man is walking in a city.",7,"5. The correct answer is **entailment**. The premise and the hypothesis are logically consistent, and the premise implies the hypothesis. A conditional statement for this would be: If an African American man is wearing a sweatshirt and coat and walking in a city, then he is an African-American man who is walking in a city.",condition,5.0,True,heuristic
A young boy rides his boogieboard through the ocean spray.,The boy sits on the beach.,A young boy rides his boogieboard through the ocean spray.</s>The boy sits on the beach.,contradiction,train,a young boy rides his boogieboard through the ocean spray.</s>the boy sits on the beach.,7,"6. The correct answer is **contradiction**. The premise and the hypothesis are mutually exclusive, and one of them must be false. A conditional statement for this would be: If a young boy rides his boogieboard through the ocean spray, then he cannot be sitting on the beach.",condition,5.0,True,heuristic
A young boy rides his boogieboard through the ocean spray.,The boy rides his boogieboard on the pacific ocean,A young boy rides his boogieboard through the ocean spray.</s>The boy rides his boogieboard on the pacific ocean,neutral,train,a young boy rides his boogieboard through the ocean spray.</s>the boy rides his boogieboard on the pacific ocean,7,"7. The correct answer is **neutral**. The premise and the hypothesis are not related to each other, and neither one implies or contradicts the other. A conditional statement for this would be: If a young boy rides his boogieboard through the ocean spray, then it does not necessarily mean that he rides his boogieboard on the pacific ocean.",condition,5.0,True,heuristic
A young boy rides his boogieboard through the ocean spray.,The boy rides his boogieboard on the ocean,A young boy rides his boogieboard through the ocean spray.</s>The boy rides his boogieboard on the ocean,entailment,train,a young boy rides his boogieboard through the ocean spray.</s>the boy rides his boogieboard on the ocean,7,"8. The correct answer is **entailment**. The premise and the hypothesis are logically consistent, and the premise implies the hypothesis. A conditional statement for this would be: If a young boy rides his boogieboard through the ocean spray, then he rides his boogieboard on the ocean.",condition,5.0,True,heuristic
Two guys are trying to control an animal.,An animal is being corralled by two men.,Two guys are trying to control an animal.</s>An animal is being corralled by two men.,entailment,train,two guys are trying to control an animal.</s>an animal is being corralled by two men.,7,"10. The correct answer is **entailment**. The premise and the hypothesis are logically consistent, and the premise implies the hypothesis. A conditional statement for this would be: If two guys are trying to control an animal, then an animal is being corralled by two men.",condition,5.0,True,heuristic
The rowdy bull spits as the men attempt to lasso it.,The bull is angry.,The rowdy bull spits as the men attempt to lasso it.</s>The bull is angry.,neutral,train,the rowdy bull spits as the men attempt to lasso it.</s>the bull is angry.,7,"2. The correct answer is **neutral**. This means that the hypothesis is neither supported nor contradicted by the premise. A possible conditional statement is: If the rowdy bull spits as the men attempt to lasso it, then the bull may or may not be angry.",condition,5.0,True,heuristic
The rowdy bull spits as the men attempt to lasso it.,The men have ropes.,The rowdy bull spits as the men attempt to lasso it.</s>The men have ropes.,entailment,train,the rowdy bull spits as the men attempt to lasso it.</s>the men have ropes.,7,"3. The correct answer is **entailment**. This means that the hypothesis logically follows from the premise. A possible conditional statement is: If the men attempt to lasso the bull, then the men have ropes.",condition,5.0,True,heuristic
The rowdy bull spits as the men attempt to lasso it.,The bull is sleeping.,The rowdy bull spits as the men attempt to lasso it.</s>The bull is sleeping.,contradiction,train,the rowdy bull spits as the men attempt to lasso it.</s>the bull is sleeping.,7,"4. The correct answer is **contradiction**. This means that the hypothesis is logically incompatible with the premise. A possible conditional statement is: If the rowdy bull spits as the men attempt to lasso it, then the bull is not sleeping.",condition,5.0,True,heuristic
One man is trailing behind a black bull while the other stands nearby watching.,Two men are around a bull.,One man is trailing behind a black bull while the other stands nearby watching.</s>Two men are around a bull.,entailment,train,one man is trailing behind a black bull while the other stands nearby watching.</s>two men are around a bull.,7,"5. The correct answer is **entailment**. This means that the hypothesis logically follows from the premise. A possible conditional statement is: If one man is trailing behind a black bull while the other stands nearby watching, then two men are around a bull.",condition,5.0,True,heuristic
One man is trailing behind a black bull while the other stands nearby watching.,One man rides the bull.,One man is trailing behind a black bull while the other stands nearby watching.</s>One man rides the bull.,contradiction,train,one man is trailing behind a black bull while the other stands nearby watching.</s>one man rides the bull.,7,"6. The correct answer is **contradiction**. This means that the hypothesis is logically incompatible with the premise. A possible conditional statement is: If one man is trailing behind a black bull while the other stands nearby watching, then no man is riding the bull.",condition,5.0,True,heuristic
One man is trailing behind a black bull while the other stands nearby watching.,The men are cowboys and herding the bull.,One man is trailing behind a black bull while the other stands nearby watching.</s>The men are cowboys and herding the bull.,neutral,train,one man is trailing behind a black bull while the other stands nearby watching.</s>the men are cowboys and herding the bull.,7,"7. The correct answer is **neutral**. This means that the hypothesis is neither supported nor contradicted by the premise. A possible conditional statement is: If one man is trailing behind a black bull while the other stands nearby watching, then the men may or may not be cowboys and herding the bull.",condition,5.0,True,heuristic
Two men and a bull are in a fenced area with dirt on the ground and a rope laying between the bull and men.,Two men are sitting in a supermarket.,Two men and a bull are in a fenced area with dirt on the ground and a rope laying between the bull and men.</s>Two men are sitting in a supermarket.,contradiction,train,two men and a bull are in a fenced area with dirt on the ground and a rope laying between the bull and men.</s>two men are sitting in a supermarket.,7,"8. The correct answer is **contradiction**. This means that the hypothesis is logically incompatible with the premise. A possible conditional statement is: If two men and a bull are in a fenced area with dirt on the ground and a rope laying between the bull and men, then two men are not sitting in a supermarket.",condition,5.0,True,heuristic
Two men and a bull are in a fenced area with dirt on the ground and a rope laying between the bull and men.,Two bullfighters are facing off with a bull.,Two men and a bull are in a fenced area with dirt on the ground and a rope laying between the bull and men.</s>Two bullfighters are facing off with a bull.,neutral,train,two men and a bull are in a fenced area with dirt on the ground and a rope laying between the bull and men.</s>two bullfighters are facing off with a bull.,7,"9. The correct answer is **neutral**. This means that the hypothesis is neither supported nor contradicted by the premise. A possible conditional statement is: If two men and a bull are in a fenced area with dirt on the ground and a rope laying between the bull and men, then the men may or may not be bullfighters facing off with a bull.",condition,5.0,True,heuristic
Two men and a bull are in a fenced area with dirt on the ground and a rope laying between the bull and men.,Two people are standing in the area of an animal.,Two men and a bull are in a fenced area with dirt on the ground and a rope laying between the bull and men.</s>Two people are standing in the area of an animal.,entailment,train,two men and a bull are in a fenced area with dirt on the ground and a rope laying between the bull and men.</s>two people are standing in the area of an animal.,7,"10. The correct answer is **entailment**. This means that the hypothesis logically follows from the premise. A possible conditional statement is: If two men and a bull are in a fenced area with dirt on the ground and a rope laying between the bull and men, then two people are standing in the area of an animal.",condition,5.0,True,heuristic
"Two men, one standing and one seated on the ground are attempting to wrangle a bull as dust from the action is being kicked up.",A rodeo clown tries to save a rider from a bull.,"Two men, one standing and one seated on the ground are attempting to wrangle a bull as dust from the action is being kicked up.</s>A rodeo clown tries to save a rider from a bull.",neutral,train,"two men, one standing and one seated on the ground are attempting to wrangle a bull as dust from the action is being kicked up.</s>a rodeo clown tries to save a rider from a bull.",7,"1. The correct answer is **neutral**. The hypothesis is neither entailed nor contradicted by the premise. The premise does not provide enough information to determine if the two men are rodeo clowns or riders, or if they are trying to save someone from the bull. A possible conditional statement is: If the two men are rodeo clowns and they are trying to save a rider from the bull, then the hypothesis is true. Otherwise, the hypothesis is false.",condition,5.0,True,heuristic
"Two men, one standing and one seated on the ground are attempting to wrangle a bull as dust from the action is being kicked up.",Two cowboys are having a picnic.,"Two men, one standing and one seated on the ground are attempting to wrangle a bull as dust from the action is being kicked up.</s>Two cowboys are having a picnic.",contradiction,train,"two men, one standing and one seated on the ground are attempting to wrangle a bull as dust from the action is being kicked up.</s>two cowboys are having a picnic.",7,"2. The correct answer is **contradiction**. The hypothesis is contradicted by the premise. The premise implies that the two men are not having a picnic, but are engaged in a strenuous activity involving a bull. A possible conditional statement is: If the two men are having a picnic, then the hypothesis is true. If the two men are attempting to wrangle a bull, then the hypothesis is false.",condition,5.0,True,heuristic
"Two men, one standing and one seated on the ground are attempting to wrangle a bull as dust from the action is being kicked up.",Two cowboys attempt to wrangle a bull.,"Two men, one standing and one seated on the ground are attempting to wrangle a bull as dust from the action is being kicked up.</s>Two cowboys attempt to wrangle a bull.",entailment,train,"two men, one standing and one seated on the ground are attempting to wrangle a bull as dust from the action is being kicked up.</s>two cowboys attempt to wrangle a bull.",7,"3. The correct answer is **entailment**. The hypothesis is entailed by the premise. The premise provides enough information to support the hypothesis. The two men are cowboys and they are attempting to wrangle a bull. A possible conditional statement is: If the two men are cowboys and they are attempting to wrangle a bull, then the hypothesis is true.",condition,5.0,True,heuristic
Two hockey players slide into each other on the ice,The hockey players were in front of a large crowd.,Two hockey players slide into each other on the ice</s>The hockey players were in front of a large crowd.,neutral,train,two hockey players slide into each other on the ice</s>the hockey players were in front of a large crowd.,7,"4. The correct answer is **neutral**. The hypothesis is neither entailed nor contradicted by the premise. The premise does not provide enough information to determine if the hockey players were in front of a large crowd or not. A possible conditional statement is: If the hockey players were in front of a large crowd, then the hypothesis is true. Otherwise, the hypothesis is false.",condition,5.0,True,heuristic
Two hockey players slide into each other on the ice,The hockey players were on the ice.,Two hockey players slide into each other on the ice</s>The hockey players were on the ice.,entailment,train,two hockey players slide into each other on the ice</s>the hockey players were on the ice.,7,"5. The correct answer is **entailment**. The hypothesis is entailed by the premise. The premise provides enough information to support the hypothesis. The hockey players were on the ice. A possible conditional statement is: If the hockey players were on the ice, then the hypothesis is true.",condition,5.0,True,heuristic
Two hockey players slide into each other on the ice,The hockey players were in class learning russian.,Two hockey players slide into each other on the ice</s>The hockey players were in class learning russian.,contradiction,valid,two hockey players slide into each other on the ice</s>the hockey players were in class learning russian.,7,"6. The correct answer is **contradiction**. The hypothesis is contradicted by the premise. The premise implies that the hockey players were not in class learning russian, but on the ice playing hockey. A possible conditional statement is: If the hockey players were in class learning russian, then the hypothesis is true. If the hockey players were on the ice, then the hypothesis is false.",condition,5.0,True,heuristic
Two hockey players fall to the ground in a game.,Two girls have a pillowfight in a dormitory,Two hockey players fall to the ground in a game.</s>Two girls have a pillowfight in a dormitory,contradiction,train,two hockey players fall to the ground in a game.</s>two girls have a pillowfight in a dormitory,7,"7. The correct answer is **contradiction**. The hypothesis is contradicted by the premise. The premise implies that the two people are not girls, but hockey players, and that they are not having a pillowfight, but falling to the ground in a game. A possible conditional statement is: If the two people are girls and they are having a pillowfight in a dormitory, then the hypothesis is true. If the two people are hockey players and they are falling to the ground in a game, then the hypothesis is false.",condition,5.0,True,heuristic
Two hockey players fall to the ground in a game.,Rival hockey players body check each other in a high-stakes game,Two hockey players fall to the ground in a game.</s>Rival hockey players body check each other in a high-stakes game,neutral,train,two hockey players fall to the ground in a game.</s>rival hockey players body check each other in a high-stakes game,7,"8. The correct answer is **neutral**. The hypothesis is neither entailed nor contradicted by the premise. The premise does not provide enough information to determine if the hockey players are rivals or not, or if the game is high-stakes or not. A possible conditional statement is: If the hockey players are rivals and the game is high-stakes, then the hypothesis is true. Otherwise, the hypothesis is false.",condition,5.0,True,heuristic
Two hockey players fall to the ground in a game.,Two people are falling,Two hockey players fall to the ground in a game.</s>Two people are falling,entailment,train,two hockey players fall to the ground in a game.</s>two people are falling,7,"9. The correct answer is **entailment**. The hypothesis is entailed by the premise. The premise provides enough information to support the hypothesis. The two people are falling. A possible conditional statement is: If the two people are falling, then the hypothesis is true.",condition,5.0,True,heuristic
"A boy playing hockey lies on the ice, injured.",players play football,"A boy playing hockey lies on the ice, injured.</s>players play football",contradiction,train,"a boy playing hockey lies on the ice, injured.</s>players play football",7,"10. The correct answer is **contradiction**. The hypothesis is contradicted by the premise. The premise implies that the players are not playing football, but hockey, and that one of them is injured. A possible conditional statement is: If the players are playing football, then the hypothesis is true. If the players are playing hockey and one of them is injured, then the hypothesis is false.",condition,5.0,True,heuristic
"A boy playing hockey lies on the ice, injured.",hockey player injured lied on ice,"A boy playing hockey lies on the ice, injured.</s>hockey player injured lied on ice",entailment,train,"a boy playing hockey lies on the ice, injured.</s>hockey player injured lied on ice",7,"2. The correct answer is **entailment**. An entailment occurs when the hypothesis is logically implied by the premise. In this case, the hypothesis states that the hockey player is injured and lied on ice, which is exactly what the premise states. A possible conditional statement to explain this is: If the boy is playing hockey and lies on the ice, injured, then the hockey player is injured and lied on ice.",condition,5.0,True,heuristic
The two hockey players are down on the ice.,The men are playing baseball.,The two hockey players are down on the ice.</s>The men are playing baseball.,contradiction,train,the two hockey players are down on the ice.</s>the men are playing baseball.,7,"3. The correct answer is **contradiction**. A contradiction occurs when the hypothesis is logically incompatible with the premise. In this case, the hypothesis states that the men are playing baseball, which contradicts the premise that the two hockey players are down on the ice. A possible conditional statement to explain this is: If the two hockey players are down on the ice, then they are not playing baseball.",condition,5.0,True,heuristic
The two hockey players are down on the ice.,The players are on the ice.,The two hockey players are down on the ice.</s>The players are on the ice.,entailment,train,the two hockey players are down on the ice.</s>the players are on the ice.,7,"4. The correct answer is **entailment**. An entailment occurs when the hypothesis is logically implied by the premise. In this case, the hypothesis states that the players are on the ice, which is true given the premise that the two hockey players are down on the ice. A possible conditional statement to explain this is: If the two hockey players are down on the ice, then the players are on the ice.",condition,5.0,True,heuristic
The two hockey players are down on the ice.,The players are getting ready for a game.,The two hockey players are down on the ice.</s>The players are getting ready for a game.,neutral,test,the two hockey players are down on the ice.</s>the players are getting ready for a game.,7,"5. The correct answer is **neutral**. A neutral relation occurs when the hypothesis is neither entailed nor contradicted by the premise. In this case, the hypothesis states that the players are getting ready for a game, which is neither implied nor denied by the premise that the two hockey players are down on the ice. A possible conditional statement to explain this is: If the two hockey players are down on the ice, then it is possible but not certain that the players are getting ready for a game.",condition,5.0,True,heuristic
Two hockey players fall on the ice.,A soccer player runs away.,Two hockey players fall on the ice.</s>A soccer player runs away.,contradiction,train,two hockey players fall on the ice.</s>a soccer player runs away.,7,"6. The most likely answer is **contradiction**. This means that the hypothesis is logically incompatible with the premise. If the two players are falling on the ice, they cannot be playing soccer, which is a different sport.",contrastive,5.0,True,heuristic
Two hockey players fall on the ice.,Two teammates fall down.,Two hockey players fall on the ice.</s>Two teammates fall down.,neutral,train,two hockey players fall on the ice.</s>two teammates fall down.,7,"7. The correct answer is **neutral**. A neutral relation occurs when the hypothesis is neither entailed nor contradicted by the premise. In this case, the hypothesis states that two teammates fall down, which is not necessarily true or false given the premise that two hockey players fall on the ice. The two hockey players could be teammates or opponents. A possible conditional statement to explain this is: If two hockey players fall on the ice, then it is possible but not certain that two teammates fall down.",condition,5.0,True,heuristic
Two hockey players fall on the ice.,Two players fall down.,Two hockey players fall on the ice.</s>Two players fall down.,entailment,train,two hockey players fall on the ice.</s>two players fall down.,7,"8. The correct answer is **entailment**. An entailment occurs when the hypothesis is logically implied by the premise. In this case, the hypothesis states that two players fall down, which is true given the premise that two hockey players fall on the ice. A possible conditional statement to explain this is: If two hockey players fall on the ice, then two players fall down.",condition,5.0,True,heuristic
A little boy in a blue hat and black bathing suit is staring at the ocean.,A boy is building a snowman in the winter.,A little boy in a blue hat and black bathing suit is staring at the ocean.</s>A boy is building a snowman in the winter.,contradiction,train,a little boy in a blue hat and black bathing suit is staring at the ocean.</s>a boy is building a snowman in the winter.,7,"9. The correct answer is **contradiction**. A contradiction occurs when the hypothesis is logically incompatible with the premise. In this case, the hypothesis states that a boy is building a snowman in the winter, which contradicts the premise that a little boy in a blue hat and black bathing suit is staring at the ocean. A possible conditional statement to explain this is: If a little boy in a blue hat and black bathing suit is staring at the ocean, then he is not building a snowman in the winter.",condition,5.0,True,heuristic
A little boy in a blue hat and black bathing suit is staring at the ocean.,A boy is staring at a shark in the ocean.,A little boy in a blue hat and black bathing suit is staring at the ocean.</s>A boy is staring at a shark in the ocean.,neutral,train,a little boy in a blue hat and black bathing suit is staring at the ocean.</s>a boy is staring at a shark in the ocean.,7,"10. The correct answer is **neutral**. A neutral relation occurs when the hypothesis is neither entailed nor contradicted by the premise. In this case, the hypothesis states that a boy is staring at a shark in the ocean, which is neither implied nor denied by the premise that a little boy in a blue hat and black bathing suit is staring at the ocean. A possible conditional statement to explain this is: If a little boy in a blue hat and black bathing suit is staring at the ocean, then it is possible but not certain that he is staring at a shark in the ocean.",condition,5.0,True,heuristic
A little boy in a blue hat and black bathing suit is staring at the ocean.,A boy is near a body of water.,A little boy in a blue hat and black bathing suit is staring at the ocean.</s>A boy is near a body of water.,entailment,valid,a little boy in a blue hat and black bathing suit is staring at the ocean.</s>a boy is near a body of water.,7,"1. The correct answer is **entailment**. This means that the hypothesis is true if the premise is true. We can explain this using a conditional statement: If a little boy in a blue hat and black bathing suit is staring at the ocean, then a boy is near a body of water.",condition,5.0,True,heuristic
A male child in a blue summer hat shoveling at the beach looks on at a family that plays in the ocean.,a boy in the snow throws snowballs,A male child in a blue summer hat shoveling at the beach looks on at a family that plays in the ocean.</s>a boy in the snow throws snowballs,contradiction,train,a male child in a blue summer hat shoveling at the beach looks on at a family that plays in the ocean.</s>a boy in the snow throws snowballs,7,"2. The correct answer is **contradiction**. This means that the hypothesis is false if the premise is true. We can explain this using a conditional statement: If a male child in a blue summer hat shoveling at the beach looks on at a family that plays in the ocean, then a boy in the snow throws snowballs is not true.",condition,5.0,True,heuristic
A male child in a blue summer hat shoveling at the beach looks on at a family that plays in the ocean.,A boy is playing outside.,A male child in a blue summer hat shoveling at the beach looks on at a family that plays in the ocean.</s>A boy is playing outside.,entailment,train,a male child in a blue summer hat shoveling at the beach looks on at a family that plays in the ocean.</s>a boy is playing outside.,7,"3. The correct answer is **entailment**. This means that the hypothesis is true if the premise is true. We can explain this using a conditional statement: If a male child in a blue summer hat shoveling at the beach looks on at a family that plays in the ocean, then a boy is playing outside.",condition,5.0,True,heuristic
A male child in a blue summer hat shoveling at the beach looks on at a family that plays in the ocean.,A family is spending the day at the beach.,A male child in a blue summer hat shoveling at the beach looks on at a family that plays in the ocean.</s>A family is spending the day at the beach.,neutral,train,a male child in a blue summer hat shoveling at the beach looks on at a family that plays in the ocean.</s>a family is spending the day at the beach.,7,"4. The correct answer is **neutral**. This means that the hypothesis is neither true nor false based on the premise. We can explain this using a conditional statement: If a male child in a blue summer hat shoveling at the beach looks on at a family that plays in the ocean, then a family is spending the day at the beach may or may not be true.",condition,5.0,True,heuristic
A male child in a blue summer hat shoveling at the beach looks on at a family that plays in the ocean.,The boy is swimming in the ocean.,A male child in a blue summer hat shoveling at the beach looks on at a family that plays in the ocean.</s>The boy is swimming in the ocean.,contradiction,valid,a male child in a blue summer hat shoveling at the beach looks on at a family that plays in the ocean.</s>the boy is swimming in the ocean.,7,"5. The correct answer is **contradiction**. This means that the hypothesis is false if the premise is true. We can explain this using a conditional statement: If a male child in a blue summer hat shoveling at the beach looks on at a family that plays in the ocean, then the boy is swimming in the ocean is not true.",condition,5.0,True,heuristic
A male child in a blue summer hat shoveling at the beach looks on at a family that plays in the ocean.,A boy is at the beach.,A male child in a blue summer hat shoveling at the beach looks on at a family that plays in the ocean.</s>A boy is at the beach.,entailment,train,a male child in a blue summer hat shoveling at the beach looks on at a family that plays in the ocean.</s>a boy is at the beach.,7,"6. The correct answer is **entailment**. This means that the hypothesis is true if the premise is true. We can explain this using a conditional statement: If a male child in a blue summer hat shoveling at the beach looks on at a family that plays in the ocean, then a boy is at the beach.",condition,5.0,True,heuristic
A male child in a blue summer hat shoveling at the beach looks on at a family that plays in the ocean.,a boy is making a sand castle,A male child in a blue summer hat shoveling at the beach looks on at a family that plays in the ocean.</s>a boy is making a sand castle,neutral,train,a male child in a blue summer hat shoveling at the beach looks on at a family that plays in the ocean.</s>a boy is making a sand castle,7,"7. The correct answer is **neutral**. This means that the hypothesis is neither true nor false based on the premise. We can explain this using a conditional statement: If a male child in a blue summer hat shoveling at the beach looks on at a family that plays in the ocean, then a boy is making a sand castle may or may not be true.",condition,5.0,True,heuristic
A male child in a blue summer hat shoveling at the beach looks on at a family that plays in the ocean.,"A boy doesn't like being in the ocean, so he's making sandcastles instead.","A male child in a blue summer hat shoveling at the beach looks on at a family that plays in the ocean.</s>A boy doesn't like being in the ocean, so he's making sandcastles instead.",neutral,train,"a male child in a blue summer hat shoveling at the beach looks on at a family that plays in the ocean.</s>a boy doesn't like being in the ocean, so he's making sandcastles instead.",7,"8. The correct answer is **neutral**. This means that the hypothesis is neither true nor false based on the premise. We can explain this using a conditional statement: If a male child in a blue summer hat shoveling at the beach looks on at a family that plays in the ocean, then a boy doesn't like being in the ocean, so he's making sandcastles instead may or may not be true.",condition,5.0,True,heuristic
A male child in a blue summer hat shoveling at the beach looks on at a family that plays in the ocean.,A child is playing in the sand.,A male child in a blue summer hat shoveling at the beach looks on at a family that plays in the ocean.</s>A child is playing in the sand.,entailment,valid,a male child in a blue summer hat shoveling at the beach looks on at a family that plays in the ocean.</s>a child is playing in the sand.,7,"9. The correct answer is **entailment**. This means that the hypothesis is true if the premise is true. We can explain this using a conditional statement: If a male child in a blue summer hat shoveling at the beach looks on at a family that plays in the ocean, then a child is playing in the sand.",condition,5.0,True,heuristic
