premise,hypothesis,input,label,split,pair_key,available_rationale_count,rationale_1,rationale_type_1,rationale_score_1,rationale_keep_1,rationale_selection_source_1
A young boy and his baby brother get excited about picture taking.,Two children prepare to get their picture taken.,A young boy and his baby brother get excited about picture taking.</s>Two children prepare to get their picture taken.,entailment,train,a young boy and his baby brother get excited about picture taking.</s>two children prepare to get their picture taken.,7,"8. The most likely answer is **entailment**. This means that the hypothesis is true given the premise. The hypothesis is a paraphrase of the premise, which states that the kids are excited about picture taking.",contrastive,5.0,True,thesis_prior
"A man with a beer and another man facing each other, talking.",A man is talking about sports with another man.,"A man with a beer and another man facing each other, talking.</s>A man is talking about sports with another man.",neutral,train,"a man with a beer and another man facing each other, talking.</s>a man is talking about sports with another man.",7,"9. The most likely answer is **neutral**. This means that the hypothesis is neither true nor false given the premise. The hypothesis adds a detail about the topic of the conversation, which is not mentioned in the premise. It is possible that the man is talking about sports with another man, but it is not certain.",contrastive,5.0,True,thesis_prior
"A man with a beer and another man facing each other, talking.",A man is dancing with beer.,"A man with a beer and another man facing each other, talking.</s>A man is dancing with beer.",contradiction,train,"a man with a beer and another man facing each other, talking.</s>a man is dancing with beer.",7,"10. The correct answer is **contradiction**. This means that the hypothesis is false if the premise is true. The hypothesis is incompatible with the premise, as it implies a different action and location than the premise.",neutral,5.0,True,thesis_prior
"A man with a beer and another man facing each other, talking.",A man is drinking beer.,"A man with a beer and another man facing each other, talking.</s>A man is drinking beer.",entailment,train,"a man with a beer and another man facing each other, talking.</s>a man is drinking beer.",7,"1. The correct answer is **entailment**. This means that the hypothesis is true given the premise. The premise states that one of the men has a beer, so it is possible that he is drinking it.",neutral,5.0,True,thesis_prior
Two men having a conversation in an outdoor public area.,The two men are doing their own things.,Two men having a conversation in an outdoor public area.</s>The two men are doing their own things.,contradiction,valid,two men having a conversation in an outdoor public area.</s>the two men are doing their own things.,7,"2. The correct answer is **contradiction**. This means that the hypothesis is false given the premise. The premise states that the two men are having a conversation, which implies that they are not doing their own things.",neutral,5.0,True,thesis_prior
Two men having a conversation in an outdoor public area.,The two men are talking.,Two men having a conversation in an outdoor public area.</s>The two men are talking.,entailment,train,two men having a conversation in an outdoor public area.</s>the two men are talking.,7,"3. The correct answer is **entailment**. This means that the hypothesis is true given the premise. The premise states that the two men are having a conversation, which is the same as saying that they are talking.",neutral,5.0,True,thesis_prior
Two men having a conversation in an outdoor public area.,The two men are having a conversation about the weather.,Two men having a conversation in an outdoor public area.</s>The two men are having a conversation about the weather.,neutral,train,two men having a conversation in an outdoor public area.</s>the two men are having a conversation about the weather.,7,"4. The correct answer is **neutral**. This means that the hypothesis is neither true nor false given the premise. The premise does not provide any information about the topic of the conversation, so it is possible that the two men are talking about the weather, but it is not certain.",neutral,5.0,True,thesis_prior
One older man holding a beer standing with another man.,"Two men stand together, one is holding a beer.","One older man holding a beer standing with another man.</s>Two men stand together, one is holding a beer.",entailment,train,"one older man holding a beer standing with another man.</s>two men stand together, one is holding a beer.",7,"5. The correct answer is **entailment**. This means that the hypothesis is true given the premise. The premise states that one of the men is holding a beer and that they are standing together, which is exactly what the hypothesis says.",neutral,5.0,True,thesis_prior
One older man holding a beer standing with another man.,Two men play dodgeball at the gym.,One older man holding a beer standing with another man.</s>Two men play dodgeball at the gym.,contradiction,test,one older man holding a beer standing with another man.</s>two men play dodgeball at the gym.,7,"6. The correct answer is **contradiction**. This means that the hypothesis is false given the premise. The premise states that the two men are standing with a beer, which is incompatible with playing dodgeball at the gym.",neutral,5.0,True,thesis_prior
One older man holding a beer standing with another man.,One man holds a beer while standing with another man chatting.,One older man holding a beer standing with another man.</s>One man holds a beer while standing with another man chatting.,neutral,train,one older man holding a beer standing with another man.</s>one man holds a beer while standing with another man chatting.,7,"7. The correct answer is **neutral**. This means that the hypothesis is neither true nor false given the premise. The premise states that one of the men is holding a beer and that they are standing together, but it does not specify if they are chatting or not. It is possible that they are chatting, but it is not certain.",neutral,5.0,True,thesis_prior
"Two men, one enjoying a beer, have a discussion.",Two men are riding on a boat.,"Two men, one enjoying a beer, have a discussion.</s>Two men are riding on a boat.",contradiction,train,"two men, one enjoying a beer, have a discussion.</s>two men are riding on a boat.",7,"8. The correct answer is **contradiction**. This means that the hypothesis is false given the premise. The premise states that the two men are having a discussion, which implies that they are not riding on a boat.",neutral,5.0,True,thesis_prior
"Two men, one enjoying a beer, have a discussion.",Two men are talking to each other.,"Two men, one enjoying a beer, have a discussion.</s>Two men are talking to each other.",entailment,train,"two men, one enjoying a beer, have a discussion.</s>two men are talking to each other.",7,"9. The correct answer is **entailment**. This means that the hypothesis is true given the premise. The premise states that the two men are having a discussion, which is the same as saying that they are talking to each other.",neutral,5.0,True,thesis_prior
"Two men, one enjoying a beer, have a discussion.",The men are sitting at a bar.,"Two men, one enjoying a beer, have a discussion.</s>The men are sitting at a bar.",neutral,train,"two men, one enjoying a beer, have a discussion.</s>the men are sitting at a bar.",7,"10. The correct answer is **neutral**. This means that the hypothesis is neither true nor false given the premise. The premise does not provide any information about the location of the discussion, so it is possible that the men are sitting at a bar, but it is not certain.",neutral,5.0,True,thesis_prior
A girl is serving food and a man is staring at her.,A man is staring at a girl.,A girl is serving food and a man is staring at her.</s>A man is staring at a girl.,entailment,train,a girl is serving food and a man is staring at her.</s>a man is staring at a girl.,7,"1. The correct answer is **entailment**. This means that the hypothesis is true given the premise. In this case, the hypothesis is a more general statement than the premise, and it does not contradict or add any new information that is not implied by the premise.",neutral,5.0,True,thesis_prior
A girl is serving food and a man is staring at her.,A girl is serving food and notices a man is staring at her.,A girl is serving food and a man is staring at her.</s>A girl is serving food and notices a man is staring at her.,neutral,train,a girl is serving food and a man is staring at her.</s>a girl is serving food and notices a man is staring at her.,7,"2. The correct answer is **neutral**. This means that the hypothesis is neither true nor false given the premise. In this case, the hypothesis adds a new detail that is not stated or implied by the premise, namely that the girl notices the man staring at her. It is possible that she does or does not notice him, but the premise does not provide enough evidence to decide either way.",neutral,5.0,True,thesis_prior
A girl is serving food and a man is staring at her.,A girl is serving food and a man is looking the other direction.,A girl is serving food and a man is staring at her.</s>A girl is serving food and a man is looking the other direction.,contradiction,train,a girl is serving food and a man is staring at her.</s>a girl is serving food and a man is looking the other direction.,7,"3. The correct answer is **contradiction**. This means that the hypothesis is false given the premise. In this case, the hypothesis directly contradicts the premise, which states that the man is staring at the girl, while the hypothesis states that he is looking the other direction.",neutral,5.0,True,thesis_prior
A young girl jumps off of a couch and high into the air.,the young lady knows how to fly in sky,A young girl jumps off of a couch and high into the air.</s>the young lady knows how to fly in sky,contradiction,valid,a young girl jumps off of a couch and high into the air.</s>the young lady knows how to fly in sky,7,"4. The correct answer is **contradiction**. This means that the hypothesis is false given the premise. In this case, the hypothesis makes an unrealistic and implausible claim that the young girl knows how to fly in the sky, while the premise only states that she jumps off of a couch and high into the air. Jumping is not the same as flying, and there is no evidence to support the hypothesis.",neutral,5.0,True,thesis_prior
A young girl jumps off of a couch and high into the air.,when the girl jumps it creates new heights everytime,A young girl jumps off of a couch and high into the air.</s>when the girl jumps it creates new heights everytime,neutral,train,a young girl jumps off of a couch and high into the air.</s>when the girl jumps it creates new heights everytime,7,"5. The correct answer is **neutral**. This means that the hypothesis is neither true nor false given the premise. In this case, the hypothesis makes a vague and ambiguous claim that the girl creates new heights every time she jumps, while the premise only states that she jumps off of a couch and high into the air. It is unclear what the hypothesis means by ""new heights"", and whether it is referring to the height of the couch, the height of the girl, or the height of the air. The premise does not provide enough information to verify or falsify the hypothesis.",neutral,5.0,True,thesis_prior
The number 13 player is about to kick a blue and white soccer ball.,number 13 is making a goal.,The number 13 player is about to kick a blue and white soccer ball.</s>number 13 is making a goal.,neutral,train,the number 13 player is about to kick a blue and white soccer ball.</s>number 13 is making a goal.,7,"7. The correct answer is **neutral**. This means that the hypothesis is neither true nor false given the premise. In this case, the hypothesis makes a speculative and uncertain claim that the number 13 player is making a goal, while the premise only states that he is about to kick a blue and white soccer ball. It is possible that he will make a goal, but the premise does not provide any information about the outcome of his kick, the position of the goal, or the defense of the opposing team.",neutral,5.0,True,thesis_prior
The number 13 player is about to kick a blue and white soccer ball.,number 13 is on the soccer field.,The number 13 player is about to kick a blue and white soccer ball.</s>number 13 is on the soccer field.,entailment,train,the number 13 player is about to kick a blue and white soccer ball.</s>number 13 is on the soccer field.,7,"8. The correct answer is **entailment**. This means that the hypothesis is true given the premise. In this case, the hypothesis is a more specific statement than the premise, and it does not contradict or add any new information that is not implied by the premise. If the number 13 player is about to kick a soccer ball, then he must be on the soccer field.",neutral,5.0,True,thesis_prior
The number 13 player is about to kick a blue and white soccer ball.,number 13 was benched for the whole game.,The number 13 player is about to kick a blue and white soccer ball.</s>number 13 was benched for the whole game.,contradiction,train,the number 13 player is about to kick a blue and white soccer ball.</s>number 13 was benched for the whole game.,7,"9. The correct answer is **contradiction**. This means that the hypothesis is false given the premise. In this case, the hypothesis directly contradicts the premise, which states that the number 13 player is about to kick a soccer ball, while the hypothesis states that he was benched for the whole game. If he was benched, then he would not be able to kick the ball.",neutral,5.0,True,thesis_prior
Men on a beach dragging a long fishing net attached to a boat.,A man going out to sea to catch a whale.,Men on a beach dragging a long fishing net attached to a boat.</s>A man going out to sea to catch a whale.,neutral,train,men on a beach dragging a long fishing net attached to a boat.</s>a man going out to sea to catch a whale.,7,"2. The correct answer is **neutral**. A neutral relation occurs when the hypothesis is neither entailed nor contradicted by the premise, meaning that they are logically independent of each other. In this case, the premise does not provide enough information to determine whether the hypothesis is true or false. It is possible that the man is going out to sea to catch a whale, but it is also possible that he is not. Therefore, the hypothesis is neutral with respect to the premise.",neutral,5.0,True,thesis_prior
Five men hauling in a fishing net on the beach.,The men use their arms to pull in the net.,Five men hauling in a fishing net on the beach.</s>The men use their arms to pull in the net.,entailment,train,five men hauling in a fishing net on the beach.</s>the men use their arms to pull in the net.,7,"3. The correct answer is **entailment**. An entailment occurs when the hypothesis is logically implied by the premise, meaning that if the premise is true, then the hypothesis must also be true. In this case, the premise states that the men are hauling in a fishing net on the beach, which implies that they are using their arms to pull in the net. Therefore, the hypothesis is entailed by the premise.",neutral,5.0,True,thesis_prior
Five men hauling in a fishing net on the beach.,The men are strong.,Five men hauling in a fishing net on the beach.</s>The men are strong.,neutral,test,five men hauling in a fishing net on the beach.</s>the men are strong.,7,"4. The correct answer is **neutral**. A neutral relation occurs when the hypothesis is neither entailed nor contradicted by the premise, meaning that they are logically independent of each other. In this case, the premise does not provide enough information to determine whether the hypothesis is true or false. It is possible that the men are strong, but it is also possible that they are not. Therefore, the hypothesis is neutral with respect to the premise.",neutral,5.0,True,thesis_prior
Five men hauling in a fishing net on the beach.,The men are relaxing.,Five men hauling in a fishing net on the beach.</s>The men are relaxing.,contradiction,train,five men hauling in a fishing net on the beach.</s>the men are relaxing.,7,"5. The correct answer is **contradiction**. A contradiction occurs when the hypothesis is logically incompatible with the premise, meaning that they cannot both be true at the same time. In this case, the premise implies that the men are working hard to haul in the fishing net, while the hypothesis implies that the men are resting or enjoying themselves. Therefore, the hypothesis contradicts the premise.",neutral,5.0,True,thesis_prior
Five men on the beach are pulling a sail out of the water.,The men are dining at a fine restaurant.,Five men on the beach are pulling a sail out of the water.</s>The men are dining at a fine restaurant.,contradiction,train,five men on the beach are pulling a sail out of the water.</s>the men are dining at a fine restaurant.,7,"7. The correct answer is **contradiction**. A contradiction occurs when the hypothesis is logically incompatible with the premise, meaning that they cannot both be true at the same time. In this case, the premise implies that the men are on the beach and are pulling a sail out of the water, while the hypothesis implies that the men are in a different location and are eating at a fine restaurant. Therefore, the hypothesis contradicts the premise.",neutral,5.0,True,thesis_prior
Five men on the beach are pulling a sail out of the water.,The men are outside.,Five men on the beach are pulling a sail out of the water.</s>The men are outside.,entailment,test,five men on the beach are pulling a sail out of the water.</s>the men are outside.,7,"8. The correct answer is **entailment**. An entailment occurs when the hypothesis is logically implied by the premise, meaning that if the premise is true, then the hypothesis must also be true. In this case, the premise states that the men are on the beach, which implies that they are outside. Therefore, the hypothesis is entailed by the premise.",neutral,5.0,True,thesis_prior
Men holding a fishing net on the beach.,Men sitting on a couch in the living room.,Men holding a fishing net on the beach.</s>Men sitting on a couch in the living room.,contradiction,train,men holding a fishing net on the beach.</s>men sitting on a couch in the living room.,7,"9. The correct answer is **contradiction**. A contradiction occurs when the hypothesis is logically incompatible with the premise, meaning that they cannot both be true at the same time. In this case, the premise implies that the men are on the beach and are holding a fishing net, while the hypothesis implies that the men are in a different location and are sitting on a couch in the living room. Therefore, the hypothesis contradicts the premise.",neutral,5.0,True,thesis_prior
Men holding a fishing net on the beach.,Men holding a fishing rod,Men holding a fishing net on the beach.</s>Men holding a fishing rod,contradiction,train,men holding a fishing net on the beach.</s>men holding a fishing rod,7,"1. The correct answer is **contradiction**. The hypothesis contradicts the premise, because men holding a fishing net are not holding a fishing rod.",neutral,5.0,True,thesis_prior
Men holding a fishing net on the beach.,Humans in the morning,Men holding a fishing net on the beach.</s>Humans in the morning,neutral,train,men holding a fishing net on the beach.</s>humans in the morning,7,"2. The correct answer is **neutral**. The hypothesis is neither entailed nor contradicted by the premise, because the premise does not specify the time of the day or the gender of the people.",neutral,5.0,True,thesis_prior
Men holding a fishing net on the beach.,Men outdoors by the water,Men holding a fishing net on the beach.</s>Men outdoors by the water,entailment,train,men holding a fishing net on the beach.</s>men outdoors by the water,7,"3. The correct answer is **entailment**. The hypothesis is entailed by the premise, because men holding a fishing net on the beach are also men outdoors by the water.",neutral,5.0,True,thesis_prior
Men holding a fishing net on the beach.,a man ice fishes on the frozen lake,Men holding a fishing net on the beach.</s>a man ice fishes on the frozen lake,contradiction,train,men holding a fishing net on the beach.</s>a man ice fishes on the frozen lake,7,"4. The correct answer is **contradiction**. The hypothesis contradicts the premise, because men holding a fishing net on the beach are not ice fishing on a frozen lake.",neutral,5.0,True,thesis_prior
Men holding a fishing net on the beach.,Fishermen get ready to work.,Men holding a fishing net on the beach.</s>Fishermen get ready to work.,entailment,train,men holding a fishing net on the beach.</s>fishermen get ready to work.,7,"5. The correct answer is **entailment**. The hypothesis is entailed by the premise, because men holding a fishing net on the beach are likely fishermen getting ready to work.",neutral,5.0,True,thesis_prior
Men holding a fishing net on the beach.,Men holding a full fishing net.,Men holding a fishing net on the beach.</s>Men holding a full fishing net.,neutral,train,men holding a fishing net on the beach.</s>men holding a full fishing net.,7,"6. The correct answer is **neutral**. The hypothesis is neither entailed nor contradicted by the premise, because the premise does not specify the content of the fishing net.",neutral,5.0,True,thesis_prior
Men holding a fishing net on the beach.,Fishers lament not getting any fish for the day.,Men holding a fishing net on the beach.</s>Fishers lament not getting any fish for the day.,neutral,test,men holding a fishing net on the beach.</s>fishers lament not getting any fish for the day.,7,"7. The correct answer is **neutral**. The hypothesis is neither entailed nor contradicted by the premise, because the premise does not indicate the mood or the outcome of the fishing activity.",neutral,5.0,True,thesis_prior
Men holding a fishing net on the beach.,a man fishes with a net to feed his family,Men holding a fishing net on the beach.</s>a man fishes with a net to feed his family,neutral,train,men holding a fishing net on the beach.</s>a man fishes with a net to feed his family,7,"8. The correct answer is **neutral**. The hypothesis is neither entailed nor contradicted by the premise, because the premise does not reveal the motive or the family status of the man.",neutral,5.0,True,thesis_prior
Men holding a fishing net on the beach.,Humans on the moon.,Men holding a fishing net on the beach.</s>Humans on the moon.,contradiction,train,men holding a fishing net on the beach.</s>humans on the moon.,7,"9. The correct answer is **contradiction**. The hypothesis contradicts the premise, because humans on the moon are not men holding a fishing net on the beach.",neutral,5.0,True,thesis_prior
Men holding a fishing net on the beach.,Men holding a fishing net.,Men holding a fishing net on the beach.</s>Men holding a fishing net.,entailment,train,men holding a fishing net on the beach.</s>men holding a fishing net.,7,"10. The correct answer is **entailment**. The hypothesis is entailed by the premise, because men holding a fishing net on the beach are also men holding a fishing net.",neutral,5.0,True,thesis_prior
Men holding a fishing net on the beach.,a man fishes with a net,Men holding a fishing net on the beach.</s>a man fishes with a net,entailment,test,men holding a fishing net on the beach.</s>a man fishes with a net,7,"1. The correct answer is **entailment**. This means that the hypothesis is true given the premise. The premise states that there are men holding a fishing net on the beach, which implies that at least one of them is fishing with a net.",neutral,5.0,True,thesis_prior
Men holding a fishing net on the beach.,Humans holding something,Men holding a fishing net on the beach.</s>Humans holding something,entailment,train,men holding a fishing net on the beach.</s>humans holding something,7,"2. The correct answer is **entailment**. This means that the hypothesis is true given the premise. The premise states that there are men holding a fishing net on the beach, which implies that they are humans holding something.",neutral,5.0,True,thesis_prior
Men holding a fishing net on the beach.,Hunters shoot a 10 point deer.,Men holding a fishing net on the beach.</s>Hunters shoot a 10 point deer.,contradiction,train,men holding a fishing net on the beach.</s>hunters shoot a 10 point deer.,7,"3. The correct answer is **contradiction**. This means that the hypothesis is false given the premise. The premise states that there are men holding a fishing net on the beach, which contradicts the hypothesis that they are hunters shooting a deer.",neutral,5.0,True,thesis_prior
Three people put up a batting cage.,people put up a structure,Three people put up a batting cage.</s>people put up a structure,entailment,train,three people put up a batting cage.</s>people put up a structure,7,"4. The correct answer is **entailment**. This means that the hypothesis is true given the premise. The premise states that there are three people putting up a batting cage, which implies that they are people putting up a structure.",neutral,5.0,True,thesis_prior
Three people put up a batting cage.,Three people stand around and drink martinis,Three people put up a batting cage.</s>Three people stand around and drink martinis,contradiction,train,three people put up a batting cage.</s>three people stand around and drink martinis,7,"5. The correct answer is **contradiction**. This means that the hypothesis is false given the premise. The premise states that there are three people putting up a batting cage, which contradicts the hypothesis that they are standing around and drinking martinis.",neutral,5.0,True,thesis_prior
Three people put up a batting cage.,Volunteers assist a junior league by assembling their batting cage,Three people put up a batting cage.</s>Volunteers assist a junior league by assembling their batting cage,neutral,train,three people put up a batting cage.</s>volunteers assist a junior league by assembling their batting cage,7,"6. The correct answer is **neutral**. This means that the hypothesis is neither true nor false given the premise. The premise states that there are three people putting up a batting cage, which does not entail or contradict the hypothesis that they are volunteers assisting a junior league.",neutral,5.0,True,thesis_prior
Three women of different ages in white dresses sitting in a dusty clearing in front of trees.,Three ladies are having a picnic in the forest.,Three women of different ages in white dresses sitting in a dusty clearing in front of trees.</s>Three ladies are having a picnic in the forest.,neutral,train,three women of different ages in white dresses sitting in a dusty clearing in front of trees.</s>three ladies are having a picnic in the forest.,7,"7. The correct answer is **neutral**. This means that the hypothesis is neither true nor false given the premise. The premise states that there are three women of different ages in white dresses sitting in a dusty clearing in front of trees, which does not entail or contradict the hypothesis that they are having a picnic in the forest.",neutral,5.0,True,thesis_prior
Three women of different ages in white dresses sitting in a dusty clearing in front of trees.,The three men are eating steak.,Three women of different ages in white dresses sitting in a dusty clearing in front of trees.</s>The three men are eating steak.,contradiction,train,three women of different ages in white dresses sitting in a dusty clearing in front of trees.</s>the three men are eating steak.,7,"8. The correct answer is **contradiction**. This means that the hypothesis is false given the premise. The premise states that there are three women of different ages in white dresses sitting in a dusty clearing in front of trees, which contradicts the hypothesis that they are three men eating steak.",neutral,5.0,True,thesis_prior
Three women of different ages in white dresses sitting in a dusty clearing in front of trees.,Three ladies of different ages are sitting in front of the forest.,Three women of different ages in white dresses sitting in a dusty clearing in front of trees.</s>Three ladies of different ages are sitting in front of the forest.,entailment,train,three women of different ages in white dresses sitting in a dusty clearing in front of trees.</s>three ladies of different ages are sitting in front of the forest.,7,"9. The correct answer is **entailment**. This means that the hypothesis is true given the premise. The premise states that there are three women of different ages in white dresses sitting in a dusty clearing in front of trees, which implies that they are three ladies of different ages sitting in front of the forest.",neutral,5.0,True,thesis_prior
A boy hits a ball off of a tee ball into to net.,A boy hits a ball off of a tee ball into to net just as his father showed him,A boy hits a ball off of a tee ball into to net.</s>A boy hits a ball off of a tee ball into to net just as his father showed him,neutral,test,a boy hits a ball off of a tee ball into to net.</s>a boy hits a ball off of a tee ball into to net just as his father showed him,7,"10. The correct answer is **neutral**. This means that the hypothesis is neither true nor false given the premise. The premise states that a boy hits a ball off of a tee ball into to net, which does not entail or contradict the hypothesis that he does it just as his father showed him.",neutral,5.0,True,thesis_prior
A boy hits a ball off of a tee ball into to net.,A boy plays a game,A boy hits a ball off of a tee ball into to net.</s>A boy plays a game,entailment,train,a boy hits a ball off of a tee ball into to net.</s>a boy plays a game,7,1. The correct answer is **entailment**. This means that the hypothesis is true given the premise. A boy hitting a ball off of a tee ball into a net is an example of playing a game.,neutral,5.0,True,thesis_prior
A boy hits a ball off of a tee ball into to net.,A boy hits a ball off of a tee ball and wins the big game,A boy hits a ball off of a tee ball into to net.</s>A boy hits a ball off of a tee ball and wins the big game,contradiction,train,a boy hits a ball off of a tee ball into to net.</s>a boy hits a ball off of a tee ball and wins the big game,7,"2. The most likely answer is **contradiction**. A boy hitting a ball off of a tee ball into a net is not the same as winning the big game. Tee ball is a practice activity that does not involve scoring or competing with other teams. It is historically known that winning the big game usually refers to a high-stakes or final match in a competitive sport, such as football, basketball, or cricket.",historical,5.0,True,thesis_prior
A bike mechanic is working on fixing his bike before the big race.,A mechanic was fixing a bike for the race.,A bike mechanic is working on fixing his bike before the big race.</s>A mechanic was fixing a bike for the race.,entailment,train,a bike mechanic is working on fixing his bike before the big race.</s>a mechanic was fixing a bike for the race.,7,3. The correct answer is **entailment**. This means that the hypothesis is true given the premise. A bike mechanic working on fixing his bike before the big race is an instance of a mechanic fixing a bike for the race.,neutral,5.0,True,thesis_prior
A bike mechanic is working on fixing his bike before the big race.,A man was making a bike for a race.,A bike mechanic is working on fixing his bike before the big race.</s>A man was making a bike for a race.,neutral,train,a bike mechanic is working on fixing his bike before the big race.</s>a man was making a bike for a race.,7,"4. The correct answer is **neutral**. This means that the hypothesis is neither true nor false given the premise. The premise does not specify if the bike mechanic is a man or not, or if he is making a new bike or repairing an existing one.",neutral,5.0,True,thesis_prior
A bike mechanic is working on fixing his bike before the big race.,A man was riding a bike.,A bike mechanic is working on fixing his bike before the big race.</s>A man was riding a bike.,contradiction,valid,a bike mechanic is working on fixing his bike before the big race.</s>a man was riding a bike.,7,5. The correct answer is **contradiction**. This means that the hypothesis is false given the premise. A bike mechanic working on fixing his bike before the big race is not the same as a man riding a bike.,neutral,5.0,True,thesis_prior
A man holds a net while a boys bats a ball into it.,The man is wearing a hat while holding a net for a boy to bat a ball into.,A man holds a net while a boys bats a ball into it.</s>The man is wearing a hat while holding a net for a boy to bat a ball into.,neutral,test,a man holds a net while a boys bats a ball into it.</s>the man is wearing a hat while holding a net for a boy to bat a ball into.,7,6. The correct answer is **neutral**. This means that the hypothesis is neither true nor false given the premise. The premise does not mention if the man is wearing a hat or not while holding the net for the boy to bat a ball into.,neutral,5.0,True,thesis_prior
A man holds a net while a boys bats a ball into it.,The man is wearing a dress while holding a net for a boy to bat a ball into.,A man holds a net while a boys bats a ball into it.</s>The man is wearing a dress while holding a net for a boy to bat a ball into.,contradiction,train,a man holds a net while a boys bats a ball into it.</s>the man is wearing a dress while holding a net for a boy to bat a ball into.,7,"7. The most likely answer is **contradiction**. This means that the hypothesis is false given the premise. The premise states that the man is holding a net, not wearing a dress.",contrastive,5.0,True,thesis_prior
A man holds a net while a boys bats a ball into it.,Two males play together.,A man holds a net while a boys bats a ball into it.</s>Two males play together.,entailment,valid,a man holds a net while a boys bats a ball into it.</s>two males play together.,7,8. The correct answer is **entailment**. This means that the hypothesis is true given the premise. A man holding a net while a boy bats a ball into it is an example of two males playing together.,neutral,5.0,True,thesis_prior
Construction workers pose for a picture on a work site.,Male construction workers make funny faces in front of a camera.,Construction workers pose for a picture on a work site.</s>Male construction workers make funny faces in front of a camera.,neutral,train,construction workers pose for a picture on a work site.</s>male construction workers make funny faces in front of a camera.,7,"9. The correct answer is **neutral**. This means that the hypothesis is neither true nor false given the premise. The premise does not specify if the construction workers are male or not, or if they are making funny faces or not in front of the camera.",neutral,5.0,True,thesis_prior
Construction workers pose for a picture on a work site.,Dancers pose for a picture.,Construction workers pose for a picture on a work site.</s>Dancers pose for a picture.,contradiction,train,construction workers pose for a picture on a work site.</s>dancers pose for a picture.,7,10. The correct answer is **contradiction**. This means that the hypothesis is false given the premise. Construction workers posing for a picture on a work site is not the same as dancers posing for a picture.,neutral,5.0,True,thesis_prior
Construction workers pose for a picture on a work site.,Laborers stand in front of a camera.,Construction workers pose for a picture on a work site.</s>Laborers stand in front of a camera.,entailment,train,construction workers pose for a picture on a work site.</s>laborers stand in front of a camera.,7,"1. The most likely answer is **entailment**. This means that the hypothesis is true given the premise. The premise and the hypothesis describe the same situation using different words. Construction workers and laborers are synonyms, and posing for a picture and standing in front of a camera are equivalent actions.",contrastive,5.0,True,thesis_prior
Construction workers at an construction site.,Construction workers are working.,Construction workers at an construction site.</s>Construction workers are working.,entailment,train,construction workers at an construction site.</s>construction workers are working.,7,"5. The answer is **entailment**. The premise and the hypothesis are consistent with each other. The premise implies that the construction workers are working, and the hypothesis states that explicitly. The hypothesis is a logical consequence of the premise. Historically, construction workers are people who perform various tasks related to building or repairing structures.",historical,5.0,True,thesis_prior
Construction workers at an construction site.,Office workers at an office.,Construction workers at an construction site.</s>Office workers at an office.,contradiction,train,construction workers at an construction site.</s>office workers at an office.,7,"3. The most likely answer is **contradiction**. This means that the hypothesis is false given the premise. The premise and the hypothesis describe different situations that cannot be true at the same time. Construction workers and office workers are different occupations, and a construction site and an office are different locations.",contrastive,5.0,True,thesis_prior
Construction workers at an construction site.,Contruction workers are carrying long boards of wood around the construction area.,Construction workers at an construction site.</s>Contruction workers are carrying long boards of wood around the construction area.,neutral,valid,construction workers at an construction site.</s>contruction workers are carrying long boards of wood around the construction area.,7,"4. The correct answer is **neutral**. This means that the hypothesis is neither true nor false given the premise. In this case, the hypothesis is a possible but not certain inference from the premise, and does not contradict or entail the premise.",neutral,5.0,True,thesis_prior
"A group of construction workers wearing hard hats are standing, holding gloves and tools.",Workers are standing near a partially built house.,"A group of construction workers wearing hard hats are standing, holding gloves and tools.</s>Workers are standing near a partially built house.",neutral,train,"a group of construction workers wearing hard hats are standing, holding gloves and tools.</s>workers are standing near a partially built house.",7,"5. The most likely answer is **neutral**. This means that the hypothesis is neither true nor false given the premise. The premise does not provide enough information to determine whether the workers are standing near a partially built house or not. They could be standing near a house, a building, or another structure, or they could be standing somewhere else.",contrastive,5.0,True,thesis_prior
"A group of construction workers wearing hard hats are standing, holding gloves and tools.",People are standing.,"A group of construction workers wearing hard hats are standing, holding gloves and tools.</s>People are standing.",entailment,train,"a group of construction workers wearing hard hats are standing, holding gloves and tools.</s>people are standing.",7,"6. The most likely answer is **entailment**. This means that the hypothesis is true given the premise. The premise and the hypothesis describe the same situation using different words. A group of construction workers wearing hard hats are a subset of people, and standing is the same action.",contrastive,5.0,True,thesis_prior
"A group of construction workers wearing hard hats are standing, holding gloves and tools.",People are sitting in a park.,"A group of construction workers wearing hard hats are standing, holding gloves and tools.</s>People are sitting in a park.",contradiction,train,"a group of construction workers wearing hard hats are standing, holding gloves and tools.</s>people are sitting in a park.",7,"7. The most likely answer is **contradiction**. This means that the hypothesis is false given the premise. The premise and the hypothesis describe different situations that cannot be true at the same time. Standing and sitting are opposite actions, and a construction site and a park are different locations.",contrastive,5.0,True,thesis_prior
Five men wearing construction hats are at a construction site.,Five men wearing green construction hats.,Five men wearing construction hats are at a construction site.</s>Five men wearing green construction hats.,neutral,train,five men wearing construction hats are at a construction site.</s>five men wearing green construction hats.,7,"8. The most likely answer is **neutral**. This means that the hypothesis is neither true nor false given the premise. The premise does not provide enough information to determine the color of the construction hats. They could be green, yellow, or another color, or they could have different colors.",contrastive,4.45,True,thesis_prior
