question,premise,hypothesis,label,llm_label,rationale,input
A young girl touches the green wire of an electrical circuit.</s>A young girl touches the ground wire.,A young girl touches the green wire of an electrical circuit.,A young girl touches the ground wire.,entailment,entailment,The green wire is the ground wire.,A young girl touches the green wire of an electrical circuit.</s>A young girl touches the ground wire.
People sit at bars with a lot of wineglasses.</s>The people are drinking oil.,People sit at bars with a lot of wineglasses.,The people are drinking oil.,contradiction,contradiction,"The people are drinking wine, not oil.",People sit at bars with a lot of wineglasses.</s>The people are drinking oil.
A nice road and walkway by a river leading up to a bridge.</s>A road and walkway that leads to a bridge.,A nice road and walkway by a river leading up to a bridge.,A road and walkway that leads to a bridge.,entailment,neutral,"The road and walkway are nice, but the hypothesis does not mention that.",A nice road and walkway by a river leading up to a bridge.</s>A road and walkway that leads to a bridge.
"Four people wearing pants have all jumped up, as the sun goes down.</s>Four pople are running round the camp fire.","Four people wearing pants have all jumped up, as the sun goes down.",Four pople are running round the camp fire.,contradiction,contradiction,"The people are wearing pants, not running.","Four people wearing pants have all jumped up, as the sun goes down.</s>Four pople are running round the camp fire."
Three women with headscarves and bright clothing take a ride in a rickshaw.</s>Three woman are touring a new area,Three women with headscarves and bright clothing take a ride in a rickshaw.,Three woman are touring a new area,neutral,neutral,"The women are wearing bright clothing and headscarves, which is not necessarily a sign of a new area.",Three women with headscarves and bright clothing take a ride in a rickshaw.</s>Three woman are touring a new area
A man in a hat plays an unusual instrument for cash next to the metro exit.</s>The man is working in an office.,A man in a hat plays an unusual instrument for cash next to the metro exit.,The man is working in an office.,contradiction,contradiction,"The man is playing an instrument for cash, not working in an office.",A man in a hat plays an unusual instrument for cash next to the metro exit.</s>The man is working in an office.
Two workers are working nearby a manhole in the middle of the road.</s>They are going down in the sewer.,Two workers are working nearby a manhole in the middle of the road.,They are going down in the sewer.,neutral,entailment,"They are working nearby a manhole, so they are going down in the sewer.",Two workers are working nearby a manhole in the middle of the road.</s>They are going down in the sewer.
Three people are participating in a game with each other.</s>Three people are participating in a game.,Three people are participating in a game with each other.,Three people are participating in a game.,entailment,entailment,The three people are participating in a game with each other.,Three people are participating in a game with each other.</s>Three people are participating in a game.
A surfer on a yellow surfboard is splashing up water onto another surfer.</s>A person on a surfboard splashing a professional surfer.,A surfer on a yellow surfboard is splashing up water onto another surfer.,A person on a surfboard splashing a professional surfer.,neutral,neutral,The person on the surfboard is not necessarily a professional surfer.,A surfer on a yellow surfboard is splashing up water onto another surfer.</s>A person on a surfboard splashing a professional surfer.
A man is raised in a bucket crane to another man waiting to repair a sign.</s>A man in a bucket crane fell out to the ground.,A man is raised in a bucket crane to another man waiting to repair a sign.,A man in a bucket crane fell out to the ground.,contradiction,neutral,The man in the bucket crane is not necessarily going to fall out.,A man is raised in a bucket crane to another man waiting to repair a sign.</s>A man in a bucket crane fell out to the ground.
"A skateboarder in black, brown, and white is grinding his skateboard along a low rail</s>A person is watching television indoors.","A skateboarder in black, brown, and white is grinding his skateboard along a low rail",A person is watching television indoors.,contradiction,neutral,The skateboarder is not necessarily indoors.,"A skateboarder in black, brown, and white is grinding his skateboard along a low rail</s>A person is watching television indoors."
Men dressed in red and men dressed in white are playing a game of soccer.</s>Two teams play a game of soccer.,Men dressed in red and men dressed in white are playing a game of soccer.,Two teams play a game of soccer.,entailment,entailment,The men dressed in red and the men dressed in white are two teams.,Men dressed in red and men dressed in white are playing a game of soccer.</s>Two teams play a game of soccer.
"A military man playing drums from America's Corp Fort Lewis, Washington while in a parade</s>A woman marches with a parrot while the drummer plays a flute instead of the drums.","A military man playing drums from America's Corp Fort Lewis, Washington while in a parade",A woman marches with a parrot while the drummer plays a flute instead of the drums.,contradiction,contradiction,The military man is not a woman. The military man is not marching with a parrot. The military man is not playing a flute.,"A military man playing drums from America's Corp Fort Lewis, Washington while in a parade</s>A woman marches with a parrot while the drummer plays a flute instead of the drums."
A man is standing on one feet on a bridge.</s>A man is on one foot.,A man is standing on one feet on a bridge.,A man is on one foot.,entailment,entailment,Standing on one feet is the same as being on one foot.,A man is standing on one feet on a bridge.</s>A man is on one foot.
A young girl is playing with a soccer ball in the grass.</s>A girl is bouncing a soccer ball off of her head.,A young girl is playing with a soccer ball in the grass.,A girl is bouncing a soccer ball off of her head.,neutral,neutral,"The girl is playing with the soccer ball, but not necessarily bouncing it off of her head.",A young girl is playing with a soccer ball in the grass.</s>A girl is bouncing a soccer ball off of her head.
A girl in a black and white outfit throws a javelin.</s>The girl is going to win the javelin toss.,A girl in a black and white outfit throws a javelin.,The girl is going to win the javelin toss.,neutral,neutral,"The girl is throwing the javelin, but it doesn't mean she's going to win.",A girl in a black and white outfit throws a javelin.</s>The girl is going to win the javelin toss.
Two construction workers in a truck as the one in the helmet is about to turn the ignition.</s>the workers are on the train,Two construction workers in a truck as the one in the helmet is about to turn the ignition.,the workers are on the train,contradiction,contradiction,the truck is not a train,Two construction workers in a truck as the one in the helmet is about to turn the ignition.</s>the workers are on the train
"The tennis player is hitting the ball with his racquet, while others watch the match.</s>A golfer is teeing off.","The tennis player is hitting the ball with his racquet, while others watch the match.",A golfer is teeing off.,contradiction,contradiction,The tennis player is not a golfer.,"The tennis player is hitting the ball with his racquet, while others watch the match.</s>A golfer is teeing off."
A shot-on-goal action photo of soccer players in red and black uniforms.</s>a decisive moment in a soccer game is frozen in photo.,A shot-on-goal action photo of soccer players in red and black uniforms.,a decisive moment in a soccer game is frozen in photo.,neutral,entailment,The photo is of a soccer game.,A shot-on-goal action photo of soccer players in red and black uniforms.</s>a decisive moment in a soccer game is frozen in photo.
A man in a black sweater with a red undershirt playing a trumpet in front of a lighted Christmas tree.</s>A man in a black sweater with no red undershirt,A man in a black sweater with a red undershirt playing a trumpet in front of a lighted Christmas tree.,A man in a black sweater with no red undershirt,contradiction,neutral,The red undershirt is not necessarily part of the black sweater.,A man in a black sweater with a red undershirt playing a trumpet in front of a lighted Christmas tree.</s>A man in a black sweater with no red undershirt
A young boy swings a large stick as a crowd watches.</s>A young boy is enjoying himself.,A young boy swings a large stick as a crowd watches.,A young boy is enjoying himself.,neutral,neutral,The boy could be angry and swinging the stick at someone.,A young boy swings a large stick as a crowd watches.</s>A young boy is enjoying himself.
A girl in a karate outfit is talking to a man in a white shirt.</s>Nobody is talking.,A girl in a karate outfit is talking to a man in a white shirt.,Nobody is talking.,contradiction,contradiction,The girl in the karate outfit is talking to the man in the white shirt.,A girl in a karate outfit is talking to a man in a white shirt.</s>Nobody is talking.
"A child, in a red coat, makes a funny face for the camera.</s>A child sleeping at a photography session.","A child, in a red coat, makes a funny face for the camera.",A child sleeping at a photography session.,contradiction,contradiction,The child is not sleeping.,"A child, in a red coat, makes a funny face for the camera.</s>A child sleeping at a photography session."
"Four men, two of them with guitars, perform on a stage while several people with their hands in the air watch.</s>The crowd is very entertained.","Four men, two of them with guitars, perform on a stage while several people with their hands in the air watch.",The crowd is very entertained.,neutral,entailment,The crowd is very entertained because they are watching the performance and have their hands in the air.,"Four men, two of them with guitars, perform on a stage while several people with their hands in the air watch.</s>The crowd is very entertained."
A man is reading off a sheet of paper to a crowd while another man in white stands beside him.</s>No one depicted is wearing anything that is white.,A man is reading off a sheet of paper to a crowd while another man in white stands beside him.,No one depicted is wearing anything that is white.,contradiction,contradiction,The man in white is wearing white.,A man is reading off a sheet of paper to a crowd while another man in white stands beside him.</s>No one depicted is wearing anything that is white.
A skateboarder leaps over a white fire hydrant.</s>A skateboarder leaps over something while drinking soda.,A skateboarder leaps over a white fire hydrant.,A skateboarder leaps over something while drinking soda.,neutral,neutral,The skateboarder is not necessarily drinking soda.,A skateboarder leaps over a white fire hydrant.</s>A skateboarder leaps over something while drinking soda.
A young girl is standing against a chain covering her mouth with her hand and holding a red flag.</s>A young girl is standing against a chain to play.,A young girl is standing against a chain covering her mouth with her hand and holding a red flag.,A young girl is standing against a chain to play.,neutral,neutral,The girl is not necessarily playing.,A young girl is standing against a chain covering her mouth with her hand and holding a red flag.</s>A young girl is standing against a chain to play.
A little dog is looking at a red ball.</s>the dog is looking at the ball,A little dog is looking at a red ball.,the dog is looking at the ball,entailment,entailment,The dog is looking at the ball.,A little dog is looking at a red ball.</s>the dog is looking at the ball
A Veterinarian is giving medicine to a cat.</s>the dog eats shrimp,A Veterinarian is giving medicine to a cat.,the dog eats shrimp,contradiction,neutral,"The veterinarian is giving medicine to a cat, not a dog.",A Veterinarian is giving medicine to a cat.</s>the dog eats shrimp
A man stands in front of a group of adolescents who are seated at computers.</s>There are several people sitting around computers.,A man stands in front of a group of adolescents who are seated at computers.,There are several people sitting around computers.,entailment,neutral,The man is not sitting around the computers.,A man stands in front of a group of adolescents who are seated at computers.</s>There are several people sitting around computers.
A man in black wearing a helmet on a mountain bike travelling very fast.</s>A woman jogs slowly up a hill.,A man in black wearing a helmet on a mountain bike travelling very fast.,A woman jogs slowly up a hill.,contradiction, ,The man is not a woman. The man is not jogging. The man is not going slowly. The man is not going up a hill.,A man in black wearing a helmet on a mountain bike travelling very fast.</s>A woman jogs slowly up a hill.
A man with a dropped alcoholic beverage has fallen on the sidewalk while his female companion is attempting to help him up with a smile on her face.</s>The man is an alchoholic.,A man with a dropped alcoholic beverage has fallen on the sidewalk while his female companion is attempting to help him up with a smile on her face.,The man is an alchoholic.,neutral,neutral,The man could have just been drinking a beer and slipped on the sidewalk.,A man with a dropped alcoholic beverage has fallen on the sidewalk while his female companion is attempting to help him up with a smile on her face.</s>The man is an alchoholic.
"A quartet of young people, possibly Spanish or Portuguese, wearing red bandannas, while one conspicuously does not, stroll down a boulevard.</s>The young group of people are sightseeing.","A quartet of young people, possibly Spanish or Portuguese, wearing red bandannas, while one conspicuously does not, stroll down a boulevard.",The young group of people are sightseeing.,neutral, ,"The young people are wearing red bandannas, which is a way to show that they are a group. They are walking down a boulevard, which is a way","A quartet of young people, possibly Spanish or Portuguese, wearing red bandannas, while one conspicuously does not, stroll down a boulevard.</s>The young group of people are sightseeing."
A bicycle performer accomplishes a jump.</s>A family rides slowly on a bike path.,A bicycle performer accomplishes a jump.,A family rides slowly on a bike path.,contradiction,neutral,The bicycle performer is not necessarily a family.,A bicycle performer accomplishes a jump.</s>A family rides slowly on a bike path.
A man without a shirt on is riding a bicycle.</s>A shirtless man is walking with his bicycle.,A man without a shirt on is riding a bicycle.,A shirtless man is walking with his bicycle.,contradiction,contradiction,"The man is riding a bicycle, not walking with it.",A man without a shirt on is riding a bicycle.</s>A shirtless man is walking with his bicycle.
"A male in a baseball uniform, running.</s>A man running in a baseball uniform.","A male in a baseball uniform, running.",A man running in a baseball uniform.,entailment,entailment,A man is a male.,"A male in a baseball uniform, running.</s>A man running in a baseball uniform."
The traffic light could be dangerous the way it is hung.</s>The traffic light is secure.,The traffic light could be dangerous the way it is hung.,The traffic light is secure.,contradiction,contradiction,"If the traffic light is dangerous, it is not secure.",The traffic light could be dangerous the way it is hung.</s>The traffic light is secure.
Dog splashing in water toward a red ball.</s>The dog chases the ball.,Dog splashing in water toward a red ball.,The dog chases the ball.,entailment,entailment,The dog is splashing in the water toward the ball.,Dog splashing in water toward a red ball.</s>The dog chases the ball.
Two Indian women loading bricks to carry on their heads.</s>Two men are helping carry bricks.,Two Indian women loading bricks to carry on their heads.,Two men are helping carry bricks.,contradiction,contradiction,The two Indian women are not men.,Two Indian women loading bricks to carry on their heads.</s>Two men are helping carry bricks.
"In white, team usa making a jump shot for a point</s>Team USA is about to score the game winning point that'll earn them the gold medal!","In white, team usa making a jump shot for a point",Team USA is about to score the game winning point that'll earn them the gold medal!,neutral,entailment,"The player is making a jump shot, which is a way to score a point.","In white, team usa making a jump shot for a point</s>Team USA is about to score the game winning point that'll earn them the gold medal!"
A man dressed as a fireman sitting down.</s>The man dressed as a fireman for Halloween.,A man dressed as a fireman sitting down.,The man dressed as a fireman for Halloween.,neutral,neutral,The man could be dressed as a fireman for a play.,A man dressed as a fireman sitting down.</s>The man dressed as a fireman for Halloween.
"A gymnast in navy blue with a pink ribbon in her hair is performing on the balancing beam.</s>The female gymnast, wearing a navy blue uniform, concentrates, preparing for her next move on the balance beam.",A gymnast in navy blue with a pink ribbon in her hair is performing on the balancing beam.,"The female gymnast, wearing a navy blue uniform, concentrates, preparing for her next move on the balance beam.",neutral,entailment,The gymnast is a female. The gymnast is wearing a navy blue uniform. The gymnast is on the balance beam.,"A gymnast in navy blue with a pink ribbon in her hair is performing on the balancing beam.</s>The female gymnast, wearing a navy blue uniform, concentrates, preparing for her next move on the balance beam."
A little boy is standing on the street while a man in overalls is working on a stone wall.</s>The man has to pull the boy off of the street as a car comes speeding past.,A little boy is standing on the street while a man in overalls is working on a stone wall.,The man has to pull the boy off of the street as a car comes speeding past.,neutral,contradiction,"The man is working on a stone wall, not pulling the boy off of the street.",A little boy is standing on the street while a man in overalls is working on a stone wall.</s>The man has to pull the boy off of the street as a car comes speeding past.
A woman working at a newsstand.</s>The woman sells magazines and newspapers to customers.,A woman working at a newsstand.,The woman sells magazines and newspapers to customers.,entailment,entailment,"The woman is working at a newsstand, so she must be selling magazines and newspapers.",A woman working at a newsstand.</s>The woman sells magazines and newspapers to customers.
A softball player runs toward home plate.</s>there is a tournament,A softball player runs toward home plate.,there is a tournament,neutral,entailment,"The player is running toward home plate, so there is a game.",A softball player runs toward home plate.</s>there is a tournament
a young boy sticking his head inside a huge bubble</s>The boy is praying in church.,a young boy sticking his head inside a huge bubble,The boy is praying in church.,contradiction,contradiction,The boy is not in a church.,a young boy sticking his head inside a huge bubble</s>The boy is praying in church.
"Two men in black eating a sandwich.</s>The two men are undertakers, taking a break after a service at the funeral home to have lunch.",Two men in black eating a sandwich.,"The two men are undertakers, taking a break after a service at the funeral home to have lunch.",neutral,neutral,"The two men are eating a sandwich, but they are not necessarily undertakers.","Two men in black eating a sandwich.</s>The two men are undertakers, taking a break after a service at the funeral home to have lunch."
A large crowd gathers to watch hot-air balloons.</s>People watch a hot-air balloon race.,A large crowd gathers to watch hot-air balloons.,People watch a hot-air balloon race.,neutral,entailment,A large crowd gathers to watch hot-air balloons.,A large crowd gathers to watch hot-air balloons.</s>People watch a hot-air balloon race.
A young man playing a prize game with a toy gun rifle.</s>a guy won a frog,A young man playing a prize game with a toy gun rifle.,a guy won a frog,contradiction,neutral,"The young man is playing a prize game, so he could have won a frog.",A young man playing a prize game with a toy gun rifle.</s>a guy won a frog
A Romanian gymnast does a handstand on the still rings.</s>The gymnast is performing their routine.,A Romanian gymnast does a handstand on the still rings.,The gymnast is performing their routine.,entailment,entailment,"The gymnast is doing a handstand on the still rings, which is part of their routine.",A Romanian gymnast does a handstand on the still rings.</s>The gymnast is performing their routine.
peoples running at the way</s>The protesters are scattering as the police cars come rolling up.,peoples running at the way,The protesters are scattering as the police cars come rolling up.,neutral,entailment,The people running are the protesters.,peoples running at the way</s>The protesters are scattering as the police cars come rolling up.
A boat with people and their belongings is in the water.</s>The boat is moving across the surface of the water.,A boat with people and their belongings is in the water.,The boat is moving across the surface of the water.,neutral,neutral,"The boat is in the water, but it is not necessarily moving across the surface of the water.",A boat with people and their belongings is in the water.</s>The boat is moving across the surface of the water.
A woman wearing a plaid dress standing on the sidewalk next to a white dog</s>The woman is standing next to a cat,A woman wearing a plaid dress standing on the sidewalk next to a white dog,The woman is standing next to a cat,contradiction,contradiction,The dog is not a cat.,A woman wearing a plaid dress standing on the sidewalk next to a white dog</s>The woman is standing next to a cat
A dark-haired woman sitting with her knees up to her chest on a worn chair.</s>The women is sitting on a worn chair with her knees up to her chest.,A dark-haired woman sitting with her knees up to her chest on a worn chair.,The women is sitting on a worn chair with her knees up to her chest.,neutral,entailment,The woman is sitting on a worn chair with her knees up to her chest.,A dark-haired woman sitting with her knees up to her chest on a worn chair.</s>The women is sitting on a worn chair with her knees up to her chest.
"Lounging on the pillar and worn bricks, the young man is immersed in his book.</s>The man reads about the building he's lounging on.","Lounging on the pillar and worn bricks, the young man is immersed in his book.",The man reads about the building he's lounging on.,neutral,neutral,"The man is reading a book, but it is not necessarily about the building he's lounging on.","Lounging on the pillar and worn bricks, the young man is immersed in his book.</s>The man reads about the building he's lounging on."
Two people are on a stage playing stringed instruments for a small crowd.</s>Two people are performing.,Two people are on a stage playing stringed instruments for a small crowd.,Two people are performing.,entailment,entailment,Playing stringed instruments for a small crowd is a way to perform.,Two people are on a stage playing stringed instruments for a small crowd.</s>Two people are performing.
"A little boy playing with a mop that is moving quickly, and has many toys in the background.</s>a kid is playing with a mop but not his toys","A little boy playing with a mop that is moving quickly, and has many toys in the background.",a kid is playing with a mop but not his toys,entailment,entailment,"The kid is playing with a mop, but not his toys.","A little boy playing with a mop that is moving quickly, and has many toys in the background.</s>a kid is playing with a mop but not his toys"
"Four dirty and barefooted children.</s>four homeless children had their shoes stolen, so their feet are dirty.",Four dirty and barefooted children.,"four homeless children had their shoes stolen, so their feet are dirty.",neutral,entailment,The children are dirty and barefooted.,"Four dirty and barefooted children.</s>four homeless children had their shoes stolen, so their feet are dirty."
"Several people, including a shirtless man and a woman in purple shorts which say ""P.I.N.K."" on the back, are walking through a crowded outdoor area.</s>Completey naked people running around indoors.","Several people, including a shirtless man and a woman in purple shorts which say ""P.I.N.K."" on the back, are walking through a crowded outdoor area.",Completey naked people running around indoors.,contradiction, ,"The people are not naked, they are wearing clothes. They are not running, they are walking. They are not indoors, they are outdoors.","Several people, including a shirtless man and a woman in purple shorts which say ""P.I.N.K."" on the back, are walking through a crowded outdoor area.</s>Completey naked people running around indoors."
A man in a black suit and spectacles is at a wedding reception holding a microphone.</s>The best man is preparing to give a toast.,A man in a black suit and spectacles is at a wedding reception holding a microphone.,The best man is preparing to give a toast.,neutral,entailment,The man in the black suit and spectacles is the best man.,A man in a black suit and spectacles is at a wedding reception holding a microphone.</s>The best man is preparing to give a toast.
A boy jumps from one table to another at a park.</s>The boy is pretending to be superman.,A boy jumps from one table to another at a park.,The boy is pretending to be superman.,neutral,neutral,The boy could be pretending to be another superhero.,A boy jumps from one table to another at a park.</s>The boy is pretending to be superman.
A man wearing a Get A Job t-shirt takes a picture of the camera holder with a bright yellow camera while also holding a photo in his left hand.</s>Funny picture of a man in a t-shirt taking a picture of a photographer.,A man wearing a Get A Job t-shirt takes a picture of the camera holder with a bright yellow camera while also holding a photo in his left hand.,Funny picture of a man in a t-shirt taking a picture of a photographer.,neutral,neutral,The man is not necessarily funny.,A man wearing a Get A Job t-shirt takes a picture of the camera holder with a bright yellow camera while also holding a photo in his left hand.</s>Funny picture of a man in a t-shirt taking a picture of a photographer.
A dolphin above water</s>A dolphin is doing a trick.,A dolphin above water,A dolphin is doing a trick.,neutral,contradiction,"The dolphin is above water, but it is not doing a trick.",A dolphin above water</s>A dolphin is doing a trick.
A group of people are at an aquarium to view marine life.</s>A group are viewing all the different types of fish at the aquarium.,A group of people are at an aquarium to view marine life.,A group are viewing all the different types of fish at the aquarium.,entailment,entailment,The group of people are at the aquarium to view marine life. Marine life includes fish.,A group of people are at an aquarium to view marine life.</s>A group are viewing all the different types of fish at the aquarium.
A blond girl is performing karate and kicking through blocks of wood.</s>A young girl is training to be a ninja.,A blond girl is performing karate and kicking through blocks of wood.,A young girl is training to be a ninja.,contradiction,neutral,The girl is not necessarily training to be a ninja.,A blond girl is performing karate and kicking through blocks of wood.</s>A young girl is training to be a ninja.
People sitting in a museum setting surrounded by Egyptian artifacts.</s>people are looking at egyptian artifcast,People sitting in a museum setting surrounded by Egyptian artifacts.,people are looking at egyptian artifcast,entailment,entailment,The people are sitting in a museum setting surrounded by Egyptian artifacts.,People sitting in a museum setting surrounded by Egyptian artifacts.</s>people are looking at egyptian artifcast
The musician is playing the guitar and singing.</s>A man plays music.,The musician is playing the guitar and singing.,A man plays music.,neutral,entailment,A man is a musician.,The musician is playing the guitar and singing.</s>A man plays music.
A young female african american child sitting on a swing with both arms holding the chains on the swing.</s>The girl is smiling.,A young female african american child sitting on a swing with both arms holding the chains on the swing.,The girl is smiling.,neutral,neutral,The girl is not necessarily smiling.,A young female african american child sitting on a swing with both arms holding the chains on the swing.</s>The girl is smiling.
People are sitting outside on grass or on purple chairs in front of a large white building.</s>The people are at the ice rink playing hockey,People are sitting outside on grass or on purple chairs in front of a large white building.,The people are at the ice rink playing hockey,contradiction,contradiction,The people are sitting outside on grass or on purple chairs in front of a large white building.,People are sitting outside on grass or on purple chairs in front of a large white building.</s>The people are at the ice rink playing hockey
A fluffy blank poodle is walking on the edge of a pool.</s>The black dog is checking out the new pool.,A fluffy blank poodle is walking on the edge of a pool.,The black dog is checking out the new pool.,entailment,neutral,The dog is not necessarily black.,A fluffy blank poodle is walking on the edge of a pool.</s>The black dog is checking out the new pool.
Boy wearing a gray sweatshirt playing with a toy airplane.</s>Boy playing with a toy airplane.,Boy wearing a gray sweatshirt playing with a toy airplane.,Boy playing with a toy airplane.,neutral,entailment,The boy is playing with a toy airplane.,Boy wearing a gray sweatshirt playing with a toy airplane.</s>Boy playing with a toy airplane.
A man in a yellow shirt is pushing a cart with items on it.</s>Man with yellow shirt trying to push a cart with load,A man in a yellow shirt is pushing a cart with items on it.,Man with yellow shirt trying to push a cart with load,entailment,entailment,The man is pushing a cart with items on it.,A man in a yellow shirt is pushing a cart with items on it.</s>Man with yellow shirt trying to push a cart with load
Flute player performs for commuters in an underground walkway.</s>Flute players performing in a subway station,Flute player performs for commuters in an underground walkway.,Flute players performing in a subway station,neutral,entailment,A subway station is a type of underground walkway.,Flute player performs for commuters in an underground walkway.</s>Flute players performing in a subway station
"A young woman in a turquoise, green and white bikini is attempting to hit a volleyball as several onlookers watch.</s>The onlookers cheer.","A young woman in a turquoise, green and white bikini is attempting to hit a volleyball as several onlookers watch.",The onlookers cheer.,neutral,neutral,The onlookers are watching the volleyball game.,"A young woman in a turquoise, green and white bikini is attempting to hit a volleyball as several onlookers watch.</s>The onlookers cheer."
A man in a center of travel is carrying many things.</s>A man is holding nothing,A man in a center of travel is carrying many things.,A man is holding nothing,contradiction,contradiction,"The man is carrying many things, so he is not holding nothing.",A man in a center of travel is carrying many things.</s>A man is holding nothing
"White, brown, and black dogs running across a grassy lawn.</s>Many dogs are outside.","White, brown, and black dogs running across a grassy lawn.",Many dogs are outside.,entailment,entailment,The dogs are outside.,"White, brown, and black dogs running across a grassy lawn.</s>Many dogs are outside."
A female violinist surrounded by other violinists.</s>A violinist among other string musicians,A female violinist surrounded by other violinists.,A violinist among other string musicians,entailment,entailment,The other violinists are string musicians.,A female violinist surrounded by other violinists.</s>A violinist among other string musicians
A biker rides his bike past rows of immature trees.</s>The biker was riding on pavement,A biker rides his bike past rows of immature trees.,The biker was riding on pavement,contradiction,neutral,The biker could be riding on a dirt road.,A biker rides his bike past rows of immature trees.</s>The biker was riding on pavement
A small blond girl wearing a yellow shirt sliding down a yellow slide with her feet in the air.</s>A female with clothes on is coming down a slide with her feet off the ground.,A small blond girl wearing a yellow shirt sliding down a yellow slide with her feet in the air.,A female with clothes on is coming down a slide with her feet off the ground.,entailment,entailment,A small blond girl is a female. A yellow shirt is clothes. A yellow slide is a slide.,A small blond girl wearing a yellow shirt sliding down a yellow slide with her feet in the air.</s>A female with clothes on is coming down a slide with her feet off the ground.
"A crowd of people look at something out of frame, one man takes a picture.</s>There is only 1 person","A crowd of people look at something out of frame, one man takes a picture.",There is only 1 person,contradiction,contradiction,"There is a crowd of people, not just one person.","A crowd of people look at something out of frame, one man takes a picture.</s>There is only 1 person"
A man and a woman are standing together facing away.</s>a man and a a woman are sleeping at home,A man and a woman are standing together facing away.,a man and a a woman are sleeping at home,contradiction,neutral,The man and woman are not necessarily sleeping.,A man and a woman are standing together facing away.</s>a man and a a woman are sleeping at home
A man in a black cap and white shirt is grilling burgers while wearing gloves.</s>A man cooking with gloves.,A man in a black cap and white shirt is grilling burgers while wearing gloves.,A man cooking with gloves.,entailment,entailment,The man is wearing gloves while grilling burgers.,A man in a black cap and white shirt is grilling burgers while wearing gloves.</s>A man cooking with gloves.
A girl is walking on a sidewalk with headphones in her ears.</s>A girl listens to Madonna while walking on a sidewalk.,A girl is walking on a sidewalk with headphones in her ears.,A girl listens to Madonna while walking on a sidewalk.,neutral,neutral,The girl could be listening to any other artist.,A girl is walking on a sidewalk with headphones in her ears.</s>A girl listens to Madonna while walking on a sidewalk.
A baby girl being taken on a walk with her father in a park.</s>A little child is in the park.,A baby girl being taken on a walk with her father in a park.,A little child is in the park.,entailment,entailment,A baby girl is a little child.,A baby girl being taken on a walk with her father in a park.</s>A little child is in the park.
"A dog shakes its head near the shore, a red ball next to it.</s>There is a dog playing with a red ball","A dog shakes its head near the shore, a red ball next to it.",There is a dog playing with a red ball,neutral,contradiction,"The dog is shaking its head, not playing with the ball.","A dog shakes its head near the shore, a red ball next to it.</s>There is a dog playing with a red ball"
two fireman having a laugh</s>Fireman having a laugh.,two fireman having a laugh,Fireman having a laugh.,entailment,entailment,Fireman is a general term for both men and women.,two fireman having a laugh</s>Fireman having a laugh.
Two police cars parked in front of a truck with an awning.</s>Two police cars are parked outside.,Two police cars parked in front of a truck with an awning.,Two police cars are parked outside.,entailment,entailment,The police cars are parked in front of a truck with an awning.,Two police cars parked in front of a truck with an awning.</s>Two police cars are parked outside.
A young male is doing a bike trick on a bridge in the evening.</s>A young male doing a bike trick in the afternoon.,A young male is doing a bike trick on a bridge in the evening.,A young male doing a bike trick in the afternoon.,contradiction,neutral,The time of day is not specified in the first sentence.,A young male is doing a bike trick on a bridge in the evening.</s>A young male doing a bike trick in the afternoon.
"A man in a superman costume, cowboy boots, cowboy hat selling designer bags for$ 10.00 on a busy street.</s>A man is working for a store.","A man in a superman costume, cowboy boots, cowboy hat selling designer bags for$ 10.00 on a busy street.",A man is working for a store.,neutral,neutral,The man is selling designer bags for $10.00 on a busy street.,"A man in a superman costume, cowboy boots, cowboy hat selling designer bags for$ 10.00 on a busy street.</s>A man is working for a store."
A young man and an older gentleman are running.</s>Two men are sitting on the couch watching television.,A young man and an older gentleman are running.,Two men are sitting on the couch watching television.,contradiction,contradiction,"If they are running, they cannot be sitting on the couch.",A young man and an older gentleman are running.</s>Two men are sitting on the couch watching television.
A crowd watching a street performer and two small children.</s>two children and a man perform for a crowd,A crowd watching a street performer and two small children.,two children and a man perform for a crowd,neutral,neutral,The children are not necessarily performing.,A crowd watching a street performer and two small children.</s>two children and a man perform for a crowd
Sprinkler goes off in the middle of a crowd.</s>Mourners are soaked at a funeral when the sprinklers come on.,Sprinkler goes off in the middle of a crowd.,Mourners are soaked at a funeral when the sprinklers come on.,neutral,entailment,The mourners are the crowd.,Sprinkler goes off in the middle of a crowd.</s>Mourners are soaked at a funeral when the sprinklers come on.
The people are on the beach viewing the beauty of the ocean using a telescope.</s>There is no one on the beach.,The people are on the beach viewing the beauty of the ocean using a telescope.,There is no one on the beach.,contradiction,"contradiction

Pre","If there is no one on the beach, then there is no one to view the beauty of the ocean using a telescope.",The people are on the beach viewing the beauty of the ocean using a telescope.</s>There is no one on the beach.
A repairman is working on a train.</s>A man is painting his bedroom.,A repairman is working on a train.,A man is painting his bedroom.,contradiction,neutral,The repairman is not necessarily a man. The train is not necessarily his bedroom.,A repairman is working on a train.</s>A man is painting his bedroom.
A man at a gather putting together a balloon animal.</s>A man is doing crafts.,A man at a gather putting together a balloon animal.,A man is doing crafts.,entailment,entailment,A balloon animal is a craft.,A man at a gather putting together a balloon animal.</s>A man is doing crafts.
A group of people are around a pile of garbage.</s>The group of people are around a pile of garbage someone dumped out on the street.,A group of people are around a pile of garbage.,The group of people are around a pile of garbage someone dumped out on the street.,neutral,neutral,The garbage could have been dumped out by the group of people.,A group of people are around a pile of garbage.</s>The group of people are around a pile of garbage someone dumped out on the street.
