question,choices
Where would you find many a shelf covered with food items?,"['bookcase', 'grocery store', 'displaying framed photos', 'gas station', 'chest of drawers']"
Where would you find many computers in a group of work spaces?,"['office building', 'canteen', 'backpack', 'house', 'box']"
Where would you find many products for sale?,"['market', 'cost one dollar', 'shelf', 'salon', 'demonstration']"
Where would you find many shower curtain being used?,"['bathtub', 'dime store', 'department store', 'hotel', 'police station']"
Where would you find many tables of silverware rolled into nice displayed napkins?,"['silver', 'park', 'table', 'cupboard', 'restaurant']"
Where would you find only one churchyard?,"['village', 'city', 'england', 'canada', 'michigan']"
Where would you find out what a lemur is?,"['house', 'hole', 'wilderness', 'dictionary', 'sunshine']"
Where would you find pamphlets when they're delivered to your home?,"['drawer', 'health department', 'library', 'mail box', 'on the floor']"
Where would you find pencils and young people?,"['classroom', 'store', 'backpack', 'school', 'bowling alley']"
Where would you find people gathered near liquid in a workplace?,"['water cooler', 'opera', 'hospital', 'hockey game', 'beach']"
Where would you find people sleeping in a chair waiting for a vehicle to arrive?,"['airport', 'floor', 'bedroom', 'desk', 'bus station']"
Where would you find people using a laser to alleviate suffering?,"['nasa', 'cd players', 'laboratory', 'hospital', ""othamologist's office""]"
Where would you find people who aren't related by blood calling each other brother?,"['family ceremony', 'home', 'house', 'monastery', 'seminary']"
Where would you find people who work with a round brush?,"['art supplies', 'ladies bathroom', 'shower', 'hair salon', 'make person sick']"
Where would you find performers on a platform in public?,"['arena', 'building', 'dock', 'concert hall', 'museum']"
Where would you find politicians in London?,"['coffee house', 'washington d.c', 'talk nonsense', 'government', 'parliament']"
Where would you find rows and rows of speakers?,"['desktop', 'headphones', 'town halls', 'concert', 'conference']"
Where would you find several businesses in the same location?,"['park', 'skyscraper', 'art', 'big city', 'office building']"
Where would you find some people who are drinking a glass of water?,"['table', 'court room', 'drinking', 'desk', 'at a winery.']"
Where would you find some swords in your house?,"['sheath', 'sword closet', 'collection', 'container called scabbard', 'museum']"
Where would you find sugar in a town?,"['coffee', 'every home', ""neighbor's house"", 'cupboard', 'drawer']"
Where would you find teeth whitening bleachers?,"['gymnasium', 'soccer game', 'sporting event', 'pharmacy', 'soccer game']"
Where would you find the closest items made from wood?,"['own home', 'lumberyard', 'electric store', 'carpet', 'boat']"
Where would you find the nearest attic?,"['victorian style house', 'basement', 'older houses', 'own home', 'victorian house']"
Where would you find travelers that are planning to go to a different continent?,"['rest area', 'bus depot', 'train station', 'airport', 'book tickets']"
Where would you find trees that provide food?,"['yard', 'state park', 'market', 'orchard', 'surface of earth']"
Where would you find water that is not visible?,"['crushed ice', 'north', 'tidal waves', 'surface of earth', 'steam room']"
Where would you fire a projectile ball at a clown's mouth?,"['flintlock', 'tennis court', 'at home', 'motion', 'arcade']"
Where would you first look for your dog?,"['road', 'back yard', ""neighbor's house"", 'porch', 'farmyard']"
Where would you get  a map that shows locations that can only be walked to?,"['cafeteria', 'classroom', 'truck stop', 'amusement park', 'gas station']"
Where would you get a bag after someone fills it with clothes?,"['shopping cart', 'cashier', 'shopping mall', 'supermarket', 'bookstore']"
Where would you get a ball if you do not have one?,"['bowling alley', 'soccer field', 'sporting event', 'sporting goods store', 'cuddle']"
Where would you get a baseball if you do not have one?,"['sporting goods store', 'america', 'park', 'sandbox', 'break window']"
Where would you get a bass clarinet to take home?,"['orchestra', 'school band', 'music store', 'opera house', 'home']"
Where would you get a chain if you do not have one?,"['tow truck', 'bicycle', 'motorbike', 'chain link fence', 'jewelry store']"
Where would you get a contraceptive if you do not have one?,"['health center', 'vagina', 'emergency room', 'drawer', 'medicine cabinet']"
Where would you get a dog if you do not have one?,"['pet store', 'outside', ""neighbor's house"", 'park', 'rug']"
Where would you get a freezer if you do not have one?,"['icy cold', 'own home', 'garage', 'freeze food', 'appliance store']"
Where would you get a gift for someone who only likes some kinds of thing?,"['christmas tree', 'department store', 'variety store', 'specialty store', 'christmas stocking']"
Where would you get a keyboard if you do not have one?,"['office', 'music store', 'school', 'classifieds', 'landfill']"
Where would you get a mailbox if you do not have one?,"['downtown area', 'front yard', 'obesity', 'post office', 'hardware store']"
Where would you get a marker if you do not have one?,"['office supply store', 'desk', 'pocket', 'drawer', 'briefcase']"
Where would you get a radio if you do not have one?,"['school', 'space shuttle', 'trunk', 'stalk', 'shop']"
Where would you get a saw that you can take home?,"['hardware store', 'tool shed', 'toolbox', 'diy store', 'tool kit']"
Where would you get a stepladder if you do not have one?,"['hardware store', 'store room', 'garage', ""construction worker's vehicle"", 'tool shed']"
Where would you get a washcloth if you do not have one?,"['bathing', 'bathroom sink', 'garage', 'linen closet', 'walmart']"
Where would you get an action figure if you do not have one?,"['eat cake', ""little boy's toy box"", 'theater', 'bathtub', 'toy store']"
Where would you get an apple that you already bought?,"['greengrocer', 'in your grocery bag', 'fridge', 'refrigerator', 'grocery store']"
Where would you get an electric razor if you do not have one?,"['k mart', ""man's suitcase"", 'medicine cabinet', 'from the electric company', 'bathroom']"
Where would you get an eyeglasses case if you do not have one?,"['factory', 'bag', 'store', 'purse', 'shirt pocket']"
Where would you get an upright piano if you do not have one?,"['new york', 'living room', 'music room', 'music store', 'house']"
Where would you get maps if you do not have them and want to keep them?,"['guide drivers', 'library', 'bookstore', 'cabinet', 'drawer']"
Where would you get marble if you do not have any?,"['opaque', 'game', 'pawn shop', 'store', 'pouch']"
Where would you get nails if you do not have any?,"['store', 'supermarket', 'jar', 'container', 'cabinet']"
Where would you get prescription mouthwash?,"['optometrist', ""dentist's office"", 'drug store', 'bathroom', 'bottle']"
Where would you get some chocolate if you want to bake a cake?,"['box', 'supermarket', 'chicken stall', 'restaurant', 'movies']"
Where would you get some knives if you do not have any?,"['restaurant', 'sporting goods store', 'drawer', 'backpack', 'kitchen']"
Where would you get some tin if you do not have any?,"['cupboard', 'hardware store', 'antique store', 'shop', 'grocery store']"
Where would you get sports equipment if you do not have any?,"['sporting goods store', 'sears', 'pool', 'sporting event', 'school']"
Where would you get sugar if you do not have any?,"['kitchen', 'cabinet', ""neighbor's house"", 'container', 'cupboard']"
Where would you give something other than money to a clerk?,"['ticket booth', 'at hotel', 'shop', 'bookstore', 'post office']"
Where would you go if you didn't feel like baking a cake yourself?,"['theater', 'refrigerator', 'bakery', 'grocery store', 'oven']"
Where would you go if you do not like the way your hair looks?,"[""person's head"", 'barber shop', 'moustache', 'fur rug', 'mammals']"
Where would you go if you need a fiddle?,"['dance hall', 'orchestra', 'tennessee', 'rock concert', 'music store']"
Where would you go if you need a hardware store?,"['washington', 'sears', 'small town', 'oregon', 'canada']"
Where would you go if you need an armchair?,"['furniture store', 'study', 'livin room', 'grocery store', 'hospital']"
Where would you go if you need an eraser?,"['desk drawer', 'schools', 'pencil box', 'principal', 'office supply store']"
Where would you go if you only wanted to buy clothes?,"['house', 'clothing store', 'toy store', 'mall', 'bedroom']"
Where would you go if you want to get a newspaper with a specific title?,"['library', 'magazine article', 'archives', 'safe deposit box', 'page']"
Where would you go if you want to get many types of goods?,"['shop', 'supermarket', 'shop', 'mall', 'grocery store']"
Where would you go if you want to see a beautiful thunderstorm?,"['house', 'wet', 'bad', 'dull', 'plain']"
Where would you go if you wanted to buy an apple and some ice cream?,"['refrigerator', 'horses mouth', 'grocery store', 'desert', 'greengrocer']"
Where would you go if you wanted to buy clothes as well as other things?,"['house', 'closet', 'beach', 'clothing store', 'mall']"
Where would you go to argue about important bills?,"['mail box', 'the post office', 'congress', 'restaurant', 'trash']"
Where would you go to buy a ball or bat?,"['sporting event', 'street', 'sporting goods store', 'hole', 'mall']"
Where would you go to buy a harp?,"['michigan', 'concert hall', 'irish bar', 'create music', 'music shop']"
Where would you go to find a mammoth?,"['egypt', 'encyclopedia', 'excavations', 'ancient times', 'south dakota']"
Where would you go to get a tuning fork you forgot?,"['music shop', 'music room', 'music store', 'hardware store', 'science lab']"
Where would you go to get maps that cannot be bought?,"['cabinet', 'guide drivers', 'library', 'internet', 'bookstore']"
Where would you go to learn how to play a french horn?,"['music store', 'concert hall', 'music class', 'france', 'on top of a mountain']"
Where would you go to look for your human ancestors?,"['memorial site', 'gravesite', 'school', 'temperate climate', 'interesting place']"
Where would you go to see a sword?,"['container called scabbard', 'school', 'collection', 'museum', 'sheath']"
Where would you go to take a chair home?,"['home', 'university', 'office', 'furniture store', 'church']"
Where would you grab an object contained by a doorway?,"['television', 'control panel', 'opening doors', 'doorknob', 'doorway']"
Where would you hear a viola along side many other string and brass instruments?,"['symphony', 'band', 'create music', 'orchestra', 'string quartet']"
Where would you hit a ball with a stick into other balls?,"[""child's hand"", 'pool table', 'street', 'toy box', 'soccer field']"
Where would you keep a business telephone directory?,"['office', 'house', 'book shelves', 'phone booth', 'building']"
Where would you keep a canoe?,"['boat house', 'mountain stream', 'water', 'garage', 'campground']"
Where would you keep a cardboard box full of car parts?,"['post office', 'garage', 'trash', 'under bed', 'warehouse']"
Where would you keep a chair to toss your clothes on before retiring for the evening?,"['airport', 'floor', 'office', 'floor', 'bedroom']"
Where would you keep a container can of corn?,"['garage', 'in a packet', 'liquid', 'pantry', 'cupboard']"
Where would you keep canned vegetables such as carrots over the winter?,"['the microwave', 'cellar', 'salad', 'store', ""farmer's market""]"
Where would you keep paper files you're currently working on?,"['desk', 'filing cabinet', 'harddisk', 'drawer', 'computers']"
Where would you kick a ball that has grass?,"['toy store', 'pool table', 'soccer field', 'golf course', 'street']"
Where would you likely find a laser in a university?,"['cd players', 'laboratory', 'aircraft', 'hospital', 'cdrom drive']"
Where would you likely find a spa alongside similar services?,"['sweden', 'health centre', 'backyard', 'house', 'country club']"
Where would you likely find spare address labels?,"['trash', 'parcel', 'junk drawer', 'envelope', 'desk drawer']"
Where would you likely go to buy an armoire?,"['living room', 'furniture store', 'butcher shop', 'house', 'bedroom']"
Where would you look for lasagna after it has been cooked?,"['plate', 'market', 'freezer', 'plate', 'store']"
Where would you look up what an anemone is?,"['oceanography', 'tide pool', 'south pacific', 'dictionary', 'sea water']"
Where would you most commonly find a marmot?,"['in wild', 'northern hemisphere', 'tree', 'colorado', 'the beach']"
Where would you mount a towel that you wanted above your shower?,"['washing machine', 'gym', 'swimming pool', 'dryer', 'roof']"
Where would you need a ladder to eat?,"['garage', 'hardware store', 'apple orchard', 'couch', 'climbing to higher level']"
Where would you need to use a writing instrument?,"['pocket', 'purse', 'classroom', ""writer's hand"", 'stationary']"
Where would you normally apply sunblock to protect bare skin from sunshine?,"['meadow', 'summer', 'sand', 'street', 'beach']"
Where would you not be able to find a diaphragm if there is no one in it?,"['drugstore', 'human', ""woman's body"", 'human body', 'valve']"
Where would you not be able to find a radio studio?,"['office building', 'college', 'broadcasting music', 'large city', 'clear area']"
Where would you not be able to hear a telephone?,"['house', ""friend's house"", 'party', 'hospital', 'desktop']"
Where would you not be able to see light?,"['desk', 'fridge', 'sun', 'attic', 'universe']"
Where would you not be likely to find ice?,"['hockey game', 'cold weather', 'refrigerator', 'zoo', 'antarctica']"
Where would you only need a shopping bag if you did not finish what you got there?,"['mart', 'restaurant', ""relative's home"", 'supermarket', 'grocery store']"
Where would you place a bed in a new house?,"['garage', 'furniture', 'floor', 'sleep', 'awake']"
Where would you play a board game with your family?,"['toy store', 'home', 'school', 'toy shop', 'shelf']"
Where would you play a trumpet and have to walk the entire time?,"['music store', 'music shop', 'drill team', 'brass band', 'marching band']"
Where would you play basketball outside?,"['scoring', 'sporting goods store', 'park', 'dribbling', 'gymnasium']"
Where would you play frisbee after enjoying some hot dogs?,"['the house.', 'disneyland', 'bowling alley', 'park', 'sporting event']"
Where would you play with a toy that fires a projectile ball and coin operated machines?,"['tennis court', 'baseball thrower', 'motion', 'flintlock', 'arcade']"
Where would you put a board game after you finish using it?,"['den', 'shelf', 'house', 'toy store', 'closet']"
Where would you put a book after you buy it?,"['discount store', 'ground', 'university', 'house', 'antique store']"
Where would you put a candle if you wanted it on a wall?,"['shelf', 'birthday cake', 'church', 'floor', 'dark']"
Where would you put a car near your house?,"['scrap heap', 'manual', 'parking garage', 'repair shop', 'driveway']"
Where would you put a clip if you want to be able to reach it easily while you are working?,"['television show', 'fish tank', 'discount store', 'desk drawer', 'office building']"
Where would you put a computer other than a desk?,"['apartment', 'table', 'school', 'office', 'house']"
Where would you put a dead body if you do not want anyone to find it and you do not have a car?,"['trunk', 'corner of two streets', 'police station', 'basement', 'funeral']"
Where would you put a dictionary while you're using it?,"['library', 'study area', 'table', 'classroom', 'shelf']"
Where would you put a dog if it wants to go outside?,"['front door', 'porch', 'table', 'leash', 'toilet']"
Where would you put a drink if you do not plan to use it soon?,"['cabinet', 'camelback', 'cup', 'backpack', 'can']"
Where would you put a ficus if you do not want it to damage your floor?,"['dictionary', 'middle east', 'earth', 'container', 'tropical forest']"
Where would you put a ficus if you do not want it to get your carpet dirty?,"['ground', 'arboretum', 'apartment', 'refrigerator', 'california']"
Where would you put a ficus if you want to protect it from the rain?,"['arboretum', 'ground', 'apartment', 'california', 'home']"
Where would you put a fire extinguisher if there is only one floor in your house and you cannot cook food in your house?,"['kitchen', 'garage', 'outside', 'house', 'stairwell']"
Where would you put a fire extinguisher if you do not have any large doors in your house and your house only has one floor?,"['garage', 'stairwell', 'house', 'kitchen', 'outside']"
Where would you put a folding chair if you do not plan to use it and you do not have any large doors in your house?,"['roof', 'school', 'beach', 'closet', 'garage']"
Where would you put a handle if you want to bring it with you?,"['briefcase', 'coffee cup', 'carry object', 'frying pan', 'on a hat']"
Where would you put a light?,"['ocean', 'desk', 'universe', 'attic', 'chair']"
Where would you put a marker if you plan to use it soon at the same location?,"[""child's backpack"", 'desk', 'pocket', 'office supply store', 'briefcase']"
Where would you put a plate after washing it?,"['flea market', 'kitchen cupboard', 'dishwasher', 'restaurant', 'outside']"
Where would you put a pot if you do not need to use it?,"['restaurant', 'cupboard', 'greenhouse', 'refrigerator', 'porch']"
Where would you put a rubber stamp after using it?,"['desk', 'art class', 'office', 'table', 'indiana']"
Where would you put a saw if you do not need to use it soon and your house only has one floor?,"['logging camp', 'in the vehicle', 'tool shed', 'toolbox', 'basement']"
Where would you put a sealed drink if you want to bring it with you?,"['cup', 'cabinet', 'cardboard box', 'stumble', 'backpack']"
Where would you put a teaspoon if you are not using it?,"['in mouth', 'eating', 'kitchen drawer', 'cup of coffee', 'coffee cup']"
Where would you put a telephone after you bought it?,"['hospital', 'party', 'desktop', 'hotel', 'wires']"
Where would you put a ticket?,"['amusement park', 'movie', 'train station', 'baseball stadium', ""person's hand""]"
Where would you put a tissue holder if you have a cold and plan to stay inside?,"['car', 'convenient spot', 'bathroom or bedroom', 'swimming pool', 'airplane']"
Where would you put a tote bag while you are getting some food?,"['between two legs', 'house', 'store called target', 'school', 'shopping cart']"
Where would you put a vase on your wall?,"['cabinet', 'windowsill', 'table', 'fall off shelf', 'shelf']"
Where would you put a washcloth to clean it?,"['bed bath store', 'linen closet', 'walmart', 'bathroom sink', 'closet']"
Where would you put a wedding ring before proposing?,"['box', 'church', 'finger', ""friend's wedding"", 'beach']"
Where would you put a wooden rod after buying it if you do not have any clocks?,"['hardware store', 'old houses', 'clock shop', 'connecting pieces of wood', 'old clock']"
Where would you put a writing instrument if you are a man and want to bring it with you?,"['pocket', 'purse', 'briefcase', 'classroom', 'desk drawer']"
Where would you put a writing instrument if you are a woman and want to bring it with you?,"['stationery store', 'ball stopped', 'pocket', 'purse', 'classroom']"
Where would you put an account book if you are leaving and do not need to bring it with you?,"['kept at accountant', 'purse', 'desk drawer', 'bank', 'keeping track of expenses']"
Where would you put an electric razor to protect it from water?,"['bathroom', 'k mart', 'medicine cabinet', ""man's suitcase"", 'refrigerator']"
Where would you put an eraser if you are at home and need to go to class?,"['office supply store', 'desk drawer', 'schools', 'under the arm', 'pencil box']"
Where would you put an eyeglasses case if you are a man?,"['store', 'bag', 'drawer', 'purse', 'pant pocket']"
Where would you put bread immediately after buying it?,"['toaster', 'pantry', 'plastic bag', 'refrigerator', 'box']"
Where would you put clothing that you have already used?,"['hamper', 'person', 'check', 'house', 'backpack']"
Where would you put coins after you get home?,"['junk drawer', 'desk', 'jar', 'purse', 'water fountain']"
Where would you put coins if you want to bring them with you?,"['medium', 'water fountain', 'wishing well', 'desk', 'purse']"
Where would you put condiments if you are planning to use them soon?,"['kitchen', 'pantry', 'table', 'refrigerator', 'container']"
Where would you put condiments to stop them from combining with other condiments?,"['cup', 'refrigerator', 'table', 'pantry', 'container']"
Where would you put groceries after you have bought them and reached your house?,"['refrigerator', 'supermarket', 'pantry', 'shelf', 'trunk']"
Where would you put jewlery if you do not plan to use it soon?,"[""lady's boudoir"", 'suitcase', 'bedroom drawer', 'safe deposit box', 'department store']"
Where would you put nails to stop them from damaging other things nearby?,"['store', 'build doghouse', 'cabinet', 'hammer', 'container']"
Where would you put onions right before chopping them?,"['table', 'pantry', 'refrigerator', 'pizza', 'front porch']"
Where would you put refuse if you do not want it to exist any more?,"['basement', 'dump', 'wastebasket', 'garbage can', 'incinerator']"
Where would you put scissors if you will need to use them in another building soon?,"['haversack', 'desk', 'cabinet', 'backpack', 'house']"
Where would you put some coffee if you are thirsty?,"['container', 'internet cafe', 'starbucks', 'cup', 'supermarket']"
Where would you put some coffee if you do not need it immediately?,"['container', 'cryogenic pod', 'train station', 'cup', 'internet cafe']"
Where would you put some pennies that you plan to use soon?,"['pocket', 'jar', 'water fountain', 'drawer', 'trunk']"
Where would you put something after an iron has been used on it?,"['ironing board', 'house', 'linen closet', 'laundry room', 'kitchen']"
Where would you put sunglasses if you do not have a shirt but want to bring the sunglasses with you?,"['in shoes', 'bag', 'shirt pocket', 'drugstore', 'glove compartment of car']"
Where would you put sunglasses if you do not have anything to put them in that can be carried with you?,"['stores along beach', 'shirt pocket', 'eye doctor', 'drugstore', 'bag']"
Where would you put the end of a steel cable if you want to use it as a lightningrod?,"['ship', 'building', 'in the air', 'ground', 'suspension bridge']"
Where would you put things in a paper bag?,"['synagogue', 'classroom', 'grocery store', 'lunchbox', 'front porch']"
Where would you put tin after you buy it?,"['hardware store', 'antique store', 'shopping bag', 'shed', 'landfill']"
Where would you put your car keys if you want to go driving?,"['ignition switch', 'pocket', 'purse', 'home', 'trunk']"
Where would you put your change if you plan to use it soon and you are a man?,"['backseat of car', 'purse', 'pocket', 'jar', 'wallet']"
Where would you put your change if you plan to use it soon and you are not a man?,"['wardrobe', 'jar', 'pocket', 'purse', 'backseat of car']"
Where would you put your change if you will not need to use it soon?,"['purse', 'slot machine', 'jar', 'pocket', 'casino']"
Where would you put your foot if it is already covered in cloth?,"['desk', 'shoe', 'ground', 'sock', 'table']"
Where would you put your garden?,"['park', 'fence', 'ground', 'backyard', 'balcony']"
Where would you read a passage but not write it?,"['diary', 'city', 'bible', 'graffiti', 'labyrinth']"
Where would you read magazines while waiting to board winged transportation?,"['airport', 'bis atation', 'library', 'bed', 'dentist']"
Where would you see a conductor and performers singing in German?,"['subway', 'listen to music', 'orchestra', 'broadway', 'opera']"
Where would you see a performer at a gathering of you friends?,"['cinema', 'opera', 'party', 'stage', 'dance']"
Where would you see a picture created by a professional?,"['wall', 'shelf', 'on a wall', 'desktop', 'art show']"
Where would you see a stranger that is planning to use a large vehicle made up of multiple sections that are attached to each other?,"['park', 'bus station', 'town', 'bus', 'train station']"
Where would you see footprints that happen due to dirt being left behind inside?,"['roof', 'ground', 'rug', 'surface of earth', 'floorboards']"
Where would you see footprints that happen due to the formation of an impression?,"['rug', 'surface of earth', 'roof', 'ground', 'suface of moon']"
Where would you see people in uniform playing with a ball?,"['hole', 'television', 'sporting goods store', 'pool table', 'sporting event']"
Where would you see some civilians standing in a line inside?,"['bus stop', 'military base', 'apartment', 'swimming pool', 'water fountain']"
Where would you see some people doing jumping jacks?,"['military base', 'opera', 'water fountain', 'bus stop', 'church']"
Where would you see some people standing on a line near a road?,"['water fountain', 'military base', 'apartment', 'fire house', 'bus stop']"
Where would you see someone typing on a keyboard?,"['landfill', 'finger', 'with camera', 'office', 'music store']"
Where would you see someone using a thermometer?,"['outside', 'hospital', 'cabinet', ""doctor's office"", 'drawer']"
Where would you sit in a chair to watch four-legged animals complete?,"['bookstore', 'house', 'race track', ""friend's house"", 'building']"
Where would you sit in a waiting room before getting an x-ray of your jaw?,"['waiting room', ""doctor's office"", 'maternity ward', ""dentist's office"", 'clinic']"
Where would you stand in a line and need a coat if it is cold?,"['graph', 'bank at noon', 'good book', 'post office', 'bus stop']"
Where would you stand in a line and not need a coat if it is cold outside?,"['good book', 'bus stop', 'post office', 'triangle', 'graph']"
Where would you store a board game?,"['shelf', 'home', 'house', 'basement', 'cupboard']"
Where would you store a book that you're taking with you on vacation?,"['classroom', 'briefcase', 'suitcase', 'book store', 'synagogue']"
Where would you store a saltshaker when not in use?,"['own kitchen', 'empty restaurant', 'table setting', 'kitchen cupboard', 'cruet']"
Where would you store a shopping bag if all the seats in your vehicle are full?,"['the roof', 'storage cabinet', 'car trunk', 'retail store', 'home']"
Where would you store a stack of paper when not immediately needed?,"['notebook', 'cabinet', 'classroom', 'suitcase', 'portfolio']"
Where would you store a violin along with all of your other instruments?,"['string quartet', 'orchestra', 'band room', 'attic', 'music room']"
Where would you store glue when it's not in use?,"['desk drawer', 'art room', 'classroom', 'bathroom', 'school']"
Where would you store potato chips in their home?,"['supermarket', 'toilet', 'pantry', 'bar', 'motherboard']"
Where would you store potatoes for the winter?,"['countryside', 'sliced', 'cellar', 'restaurant', 'fried']"
Where would you store your hair gel near where you get clean?,"['barbers', 'bathroom', 'bath', 'perfumery', 'beauty salon']"
Where would you throw some pennies?,"['pocket', 'jar', 'worthless', 'water fountain', 'copper']"
Where would you use a changing room before gym?,"['gym', 'clothing store', ""change baby's diaper"", 'department store', 'schools']"
Where would you use a computer while gaining knowledge?,"['apartment', 'house', 'table', 'house', 'school']"
Where would you use a turnstile that does not require inserting a ticket?,"['theatre', 'subway station', 'train station', 'amusement park', 'store']"
Where would you usually find a freezer with food in it?,"['appliance store', 'garage', 'freeze food', 'bedroom', 'own home']"
Where would you usually find a hole made by an animal?,"['trap', 'golf course', 'wall', 'ground', 'swiss cheese']"
Where would you usually keep your personal telephone directory?,"['office', 'building', 'house', 'desk', 'phone booth']"
Where would you visit a ticket booth before going on a ride?,"['amusement park', 'train station', 'metro station', 'fairgrounds', 'museum']"
Where would you walk in a passage?,"['store', 'city', 'diary', 'bible', 'labyrinth']"
Where would you write down a passage?,"['labyrinth', 'bible', 'hotel', 'diary', 'journal']"
Where you have finished a conversation with a person what do you say?,"['open letter', 'thank god', 'say goodbye', 'bless you', 'listen to radio']"
Whether it's livestock or produce a farmer does what?,"['produce food', 'raise crops', 'can produce', 'grow corn', 'plant seeds']"
Which athletic competitions have the most excitement?,"['soccer', 'hockey game', 'dance', 'library', 'car show']"
Which coast are toll roads not near the pacific ocean on?,"['delaware', 'new jersey', 'eastern united states', 'connecticut', 'good repair']"
Which country is very known to have a mine and explosion problem?,"['pennsylvania', 'mountain', 'cambodia', 'desert', 'canada']"
Which door with lock do you secure when running an errand?,"['house', 'garage', 'automobile', 'safe', 'trunk']"
Which door with lock holds valuables?,"['safe', 'vault', 'garage', 'house', 'automobile']"
Which effect of stress could cause death if not treated immediately?,"['age grieving person', 'heart attacks', 'depression', 'hair loss', 'headache']"
Which entrance would you use if you do not want to use the back entrance?,"['side', 'main', 'anterior', 'current', 'front']"
Which group is the cover for tonight's musical program?,"['opera', 'concert', 'television', 'symphonic', 'computer']"
Which horseman of the apocalypse is often depicted next to death?,"['battlefield', 'the healer.', 'funeral', 'war', 'hospital']"
Which large state does colorado not bordeR?,"['new york', 'united states', 'texas', 'mexico', 'nevada']"
Which larger group contains snare drum players and is usually done at a sports game?,"['high school band', 'drum kit', 'marching band', 'musical band', 'orchestra']"
Which lawn do people not care about as much since people don't see it?,"['golf course', 'front yard', 'back yard', 'garden', 'suburbia']"
Which location has spots where people can take their kids to play on playgrounds?,"['conference', 'town', 'apartment', 'wedding', 'theater']"
Which long saga will we be watching on tonight's program?,"['concert', 'opera', 'theater', 'take class', 'television']"
Which region has the most famous temple?,"['jerusalem', 'jewish community', 'middle east', 'city', 'mosque']"
Which side of Africa is the Indian Ocean on?,"['earth', 'west', 'asia', 'east', 'southern hemisphere']"
Which state are you in if you're at a tennis court in a mitten-shaped state?,"['town', 'country club', 'health club', 'florida', 'michigan']"
Which state has blue ridge mountains that are called Blue Mountain?,"['appalachians', 'virginia', 'pennsylvania', 'north carolina', 'montana']"
Which state is the blue ridge mountains roanoke city in?,"['appalachians', 'north carolina', 'virginia', 'pennsylvania', 'montana']"
Which state still has wild bald eagles?,"['canada', 'cliff', 'mountains', 'captivity', 'utah']"
Which way is the pacific ocean from Nevada?,"['atlas', 'san francisco bay', 'beach', 'southern hemisphere', 'west']"
While attending a lecture what should be done in the auditorium?,"['take notes', 'listening', 'fall asleep', 'falling asleep', 'learning']"
While doing housework you came across a dusty corner which caused you to start doing what?,"['sneezing', 'tired', 'boredom', 'fatigue', 'anxiety']"
While driving to work she felt the what of the important decisions to be made today?,"['agitation', 'pressure', 'promotion', 'impatience', 'stress']"
While he had great disdain for the King and his knights he still respected their what?,"['reverence', 'respect', 'honor', 'admiration', 'kindness']"
While in a zoological park where would you find a bald eagle?,"['painting', 'aviary', 'the aquarium', 'in washington', 'rural area']"
While performing she fell off the stage causing what?,"['action', 'fear', 'injury', 'pride', 'butterflies']"
While resting what are you trying to achieve?,"['lazy', 'relaxation', 'falling asleep', 'feel better', 'laziness']"
While visiting a museum what feeling may you have looking at paintings of pastoral scenes?,"['seeing artifacts', 'joy', 'wonder', 'shock', 'peace']"
While you're at the store buy beer what happens to your wealth?,"['relaxation', 'get arrested', 'wealth increases', 'losing money', 'pleasure']"
While you're shopping for greeting cards where would you child like to be?,"['toy store', 'play games', 'casino', 'table', 'deck']"
Who can I play with if I know how to play an upright piano?,"['college', 'band', 'living room', 'military', 'house']"
Who can have the most influence on washington from a given county?,"['representative', 'cleverest', 'bitterest', 'alter', 'sweet']"
Who collects many a drop of blood?,"['mosquito', 'human body', 'needle', 'slaughter house', 'blood bank']"
Who designs a building?,"['builders', 'driver', 'architect', 'fall down', 'tradesmen']"
Who do you give money to at a ticket booth?,"['venue', 'movie theater', 'museum', 'train station', 'clerk']"
Who does the government help with schools?,"['school children', 'parents', 'get money', 'require to pay taxes', 'take money']"
Who does the teacher speak with most during the week?,"['school children', 'teach pupils', 'work in school', 'other teachers', 'time test']"
Who has blood and parents?,"['person', 'bloodbank', 'vein', 'capillaries', 'hospital']"
Who is it important to pay attention to when attending school?,"['falling down', 'time', 'stupidity', 'teachers', 'patience']"
Who is likely going in to a market?,"['stress', 'food', 'that you', 'spending money', 'walking']"
Who is likely to check you into a beauty salon?,"['bellhop', 'strip mall', 'beautifying hair', 'clerk', 'neighborhood']"
Who is likely to use a comb?,"['medicine cabinet', 'trashcan', 'suitcase', 'pocket', 'barber shop']"
Who is likely to use too much salt?,"['shaker', 'fast food restaurant', 'kitchen cupboard', 'people', 'table']"
Who is likely yo have a caring heart?,"['person', 'species', 'artichoke', 'all mammals', 'live animal']"
Who is not likely to have sex?,"['children', 'orgasm', 'pregnancy', 'human', 'herpes']"
Who is someone competing against?,"['effort', 'time', 'opponent', 'skill', 'competition']"
Who is someone you might need when you are stopping being married to spouse?,"['trouble', 'lawyer', 'judge', 'civil authorities', 'friends']"
Who keeps their car in a parking area?,"['apartment complex', 'school yard', 'people', 'amusement park', 'apartment building']"
Who might end up with a wound from lying in bed?,"['patient', 'hospital', 'emergency room', 'senior citizen', 'injured person']"
Who might use a double edged razor to cut things precisely?,"['first aid kit', 'chemist', 'butcher', 'shower', 'drug store']"
Who said ignorance was not an excuse for the crime?,"['learn about subject', 'learn new', 'find truth', 'is bliss', 'judge']"
