,input,label,llm_label,rationale
1056,"Where is a grape likely to be being fed to someone else?
Answer Choices:
(a) field
(b) bathroom
(c) michigan
(d) minnesota
(e) painting",painting,painting,"The answer must be a place where grapes are fed to people. Of the above choices, only a painting is a place where grapes are fed to people."
1057,"Where is a great place to buy fresh fruit?
Answer Choices:
(a) san francisco
(b) refrigerator
(c) big box retailer
(d) tree
(e) market",market,market,"The answer must be a place where fresh fruit is sold. Of the above choices, only markets sell fresh fruit."
1058,"Where is a handy place to store a steel pen in your office?
Answer Choices:
(a) car shop
(b) desk drawer
(c) car.
(d) warehouse
(e) hand",desk drawer,desk drawer,"The answer must be a place in an office. Of the above choices, only desk drawer is in an office."
1059,"Where is a human likely to go as a result of being hungry?
Answer Choices:
(a) eat in restaurant
(b) make bread
(c) have lunch
(d) cook dinner
(e) friends house",eat in restaurant,eat in restaurant,"The answer must be a place where a human can get food. Of the above choices, only a restaurant is a place where a human can get food."
1060,"Where is a lake likely to be glacial?
Answer Choices:
(a) michigan
(b) new york
(c) new york
(d) mountains
(e) countryside",mountains,mountains,"The answer must be a place where glaciers are likely to be. Of the above choices, only mountains are likely to have glaciers."
1061,"Where is a likely place for an ivy plant?
Answer Choices:
(a) flower pot
(b) shelf
(c) windowsill
(d) outside
(e) sill",outside,windowsill,"The answer must be a place where ivy plants are usually found. Of the above choices, only windowsills are where ivy plants are usually found."
1062,"Where is a likely place to store unused soap?
Answer Choices:
(a) cabinet
(b) supermarket
(c) jail
(d) butt
(e) own home",cabinet,cabinet,"The answer must be a place where soap is stored. Of the above choices, only cabinet is a place where soap is stored."
1063,"Where is a monkey likely to enjoy being?
Answer Choices:
(a) banana tree
(b) sailor suit
(c) theatre
(d) mulberry bush
(e) research laboratory",banana tree,banana tree,"The answer must be a place where monkeys enjoy being. Of the above choices, only banana trees are places where monkeys enjoy being."
1064,"Where is a public monument likely to be erected by a city?
Answer Choices:
(a) municipal park
(b) office
(c) state park
(d) cemetary
(e) public gardens",municipal park,municipal park,"The answer must be a place where a city would erect a public monument. Of the above choices, only municipal park makes sense."
1065,"Where is a salt shaker most often kept?
Answer Choices:
(a) cruet
(b) table setting
(c) kitchen cupboard
(d) cabinet
(e) store",table setting,kitchen cupboard,"The answer must be a place where salt shakers are kept. Of the above choices, only kitchen cupboards are used to store salt shakers."
1066,"Where is a shelf likely to be hidden behind a door?
Answer Choices:
(a) refrigerator
(b) bookstore
(c) cupboard
(d) school building
(e) wardrobe",cupboard,cupboard,"The answer must be a place where a shelf can be hidden behind a door. Of the above choices, only a cupboard has a door."
1067,"Where is a statute found on a platform?
Answer Choices:
(a) below
(b) arena
(c) concert hall
(d) museum
(e) building",museum,concert hall,"The answer must be a place where a platform is found. Of the above choices, only concert halls have platforms."
1068,"Where is a teacher likely to keep her clavichord?
Answer Choices:
(a) living room
(b) parlor
(c) music hall
(d) music room
(e) museum",music room,music room,"The answer must be a place where a teacher would keep a clavichord. Of the above choices, only music room makes sense."
1069,"Where is a well used toy car likely to be found?
Answer Choices:
(a) child's room
(b) boy's bedroom
(c) own home
(d) toy store
(e) house",child's room,child's room,"The answer must be a place where a toy car is likely to be found. Of the above choices, only a child's room is likely to have a toy car."
1070,"Where is beer drank by people watching sticks and pucks?
Answer Choices:
(a) bottle
(b) refrigerator
(c) hockey game
(d) casino
(e) bar",hockey game,hockey game,"The answer must be a place where people drink beer and watch hockey. Of the above choices, only hockey games have people drinking beer and watching hockey."
1071,"Where is food likely to stay dry?
Answer Choices:
(a) etna
(b) cupboard
(c) oven
(d) stomach
(e) fridge",cupboard,cupboard,"The answer must be a place where food is kept dry. Of the above choices, only cupboards are used to keep food dry."
1072,"Where is hard to read note likely to be?
Answer Choices:
(a) fridge
(b) sheet music
(c) desk
(d) bed
(e) medical chart",medical chart,medical chart,"The answer must be a place where a note is likely to be. Of the above choices, only medical charts are likely to have notes."
1073,"Where is knight always portrayed as a hero?
Answer Choices:
(a) middle ages
(b) chess board
(c) kids story
(d) fairy tale
(e) castle",fairy tale,fairy tale,"The answer must be a place where knights are portrayed as heroes. Of the above choices, only fairy tales portray knights as heroes."
1074,"Where is known to be a wealth of information?
Answer Choices:
(a) park
(b) internet
(c) meeting
(d) library
(e) book",library,internet,"The answer must be a place with a lot of information. Of the above choices, only the internet has a lot of information."
1075,"Where is likely to not just have a kosher restaurant?
Answer Choices:
(a) jerusalem
(b) jewish neighborhoods
(c) dining in
(d) new york city
(e) dining",new york city,dining in,"The answer must be a place that is not likely to have a kosher restaurant. Of the above choices, only dining in is not likely to have a kosher restaurant."
1076,"Where is one likely to find a brownstone?
Answer Choices:
(a) new york city
(b) subdivision
(c) ring
(d) hazleton
(e) live in",new york city,new york city,"The answer must be a place where brownstones are found. Of the above choices, only New York City has brownstones."
1077,"Where is one likely to find a fan for their stove?
Answer Choices:
(a) appliance store
(b) sports stadium
(c) dress emporium
(d) hot room
(e) football stadium",appliance store,appliance store,"The answer must be a place where one can find a fan for their stove. Of the above choices, only appliance stores sell fans for stoves."
1078,"Where is one likely to find poker chips?
Answer Choices:
(a) supermarket
(b) pantry
(c) motherboard
(d) bar
(e) bar",bar,bar,"The answer must be a place where poker chips are found. Of the above choices, only bars have poker chips."
1079,"Where is seaweed usually found alive?
Answer Choices:
(a) ocean
(b) found in ocean
(c) water
(d) found in sea
(e) beach",water,ocean,"The answer must be a place where seaweed is found alive. Of the above choices, only ocean is a place where seaweed is found alive."
1080,"Where is that man buying silk from?
Answer Choices:
(a) space shuttle
(b) theater
(c) china
(d) indian resteraunt
(e) bar",china,china,"The answer must be a place where silk is sold. Of the above choices, only China is a place where silk is sold."
1081,"Where is the closest place from where you could borrow salt?
Answer Choices:
(a) ocean water
(b) table
(c) shaker
(d) neighbor's house
(e) lake",neighbor's house,shaker,"The answer must be the closest place to borrow salt. Of the above choices, only shaker is used to hold salt."
1082,"Where is the control room that controls a PWR located?
Answer Choices:
(a) building
(b) factory
(c) window
(d) prison
(e) nuclear power plant",nuclear power plant,nuclear power plant,"The answer must be the place where the control room is located. Of the above choices, only nuclear power plant has a control room."
1083,"Where is the first place someone leaving the planet ends up?
Answer Choices:
(a) pay debts
(b) galaxy
(c) outer space
(d) orbit
(e) universe",outer space,outer space,"The answer must be the first place someone leaving the planet ends up. Of the above choices, only outer space is the first place someone leaving the planet ends up."
1084,"Where is the ideal location for a post office?
Answer Choices:
(a) building
(b) business district
(c) above ground
(d) most towns
(e) center of town",center of town,center of town,"The answer must be a place where a post office can be located. Of the above choices, only center of town makes sense."
1085,"Where is the large area location of the empire state building?
Answer Choices:
(a) manhattan
(b) office
(c) the city
(d) fifth avenue
(e) new york city",new york city,new york city,"The answer must be the large area location of the empire state building. Of the above choices, only new york city is the large area location of the empire state building."
1086,"Where is the sky most beautiful?
Answer Choices:
(a) planetarium
(b) outdoors
(c) atmosphere
(d) night
(e) photo",outdoors,outdoors,"The answer must be a place where the sky is most beautiful. Of the above choices, only outdoors is a place where the sky is most beautiful."
1087,"Where is the worst place to be in a ticket office?
Answer Choices:
(a) at the top
(b) movie theaters
(c) train station
(d) end of line
(e) opera house",end of line,end of line,"The answer must be the worst place to be in a ticket office. Of the above choices, the end of the line is the worst place to be in a ticket office."
1088,"Where is there a telephone book in almost every room?
Answer Choices:
(a) at hotel
(b) house
(c) library
(d) bedsit
(e) closet",at hotel,at hotel,"The answer must be a place with a telephone book in almost every room. Of the above choices, only hotels have a telephone book in almost every room."
1089,"Where may you be if you're buying pork chops at a corner shop?
Answer Choices:
(a) england
(b) town
(c) desert
(d) kentucky
(e) iowa",iowa,England,"The answer must be a place where pork chops are sold at corner shops. Of the above choices, only England is a place where pork chops are sold at corner shops."
1090,"Where might a lemur frolic in the market?
Answer Choices:
(a) desert
(b) hole
(c) india
(d) cage
(e) rain forest",india,rain forest,"The answer must be a place where lemurs are found. Of the above choices, only rain forests have lemurs."
1091,"Where might a mouse be found to make it country?
Answer Choices:
(a) kitchen
(b) cook
(c) computer lab
(d) old barn
(e) research laboratory",old barn,old barn,"The answer must be a place where a mouse can be found. Of the above choices, only old barn is a place where a mouse can be found."
1092,"Where might an alien use a vacuum?
Answer Choices:
(a) space
(b) closet
(c) kitchen
(d) orbit
(e) container",space,space,"The answer must be a place where an alien would use a vacuum. Of the above choices, only space makes sense."
1093,"Where might an unused chess set be stored?
Answer Choices:
(a) toy store
(b) michigan
(c) living room
(d) attic
(e) cupboard",cupboard,attic,"The answer must be a place where an unused chess set might be stored. Of the above choices, only attics are used to store unused items."
1094,"Where might it be hard to get furniture to?
Answer Choices:
(a) apartment
(b) loft
(c) store
(d) rug
(e) stairs",loft,stairs,"The answer must be a place where it is hard to get furniture to. Of the above choices, only stairs are hard to get furniture to."
1095,"Where might someone store a reusable shopping bag?
Answer Choices:
(a) supermarket
(b) home
(c) mart
(d) obesity
(e) closet",closet,closet,"The answer must be a place where a reusable shopping bag can be stored. Of the above choices, only closet makes sense for storing a reusable shopping bag."
1096,"Where might the stapler be if I cannot find it?
Answer Choices:
(a) office building
(b) office supply store
(c) desk drawer
(d) with dwight
(e) desktop",desk drawer,desk drawer or,"The answer must be a place where a stapler might be. Of the above choices, only desk drawer and desktop are places where a stapler might be."
1097,"Where might you see a green field while driving?
Answer Choices:
(a) kansas
(b) meadow
(c) farmland
(d) countryside
(e) rural area",countryside,farmland,"The answer must be a place where you can see a green field. Of the above choices, only farmland is a place where you can see a green field."
1098,"Where off the eastern U.S. would you find an anemone?
Answer Choices:
(a) flower bed
(b) tide pool
(c) florida keys
(d) coral sea
(e) aquarium",florida keys,tide pool,"The answer must be a place where anemones are found. Of the above choices, only tide pools are places where anemones are found."
1099,"Where outside of a city would a squirrel live?
Answer Choices:
(a) roof
(b) inside home
(c) forest
(d) yard
(e) park",forest,forest,"The answer must be a place outside of a city. Of the above choices, only forest is outside of a city."
1100,"Where will a cheap book be found?
Answer Choices:
(a) bookstore
(b) classroom
(c) discount store
(d) school room
(e) bedside table",discount store,discount store,"The answer must be a place where cheap books are found. Of the above choices, only discount stores have cheap books."
1101,"Where would I not want a fox?
Answer Choices:
(a) hen house
(b) english hunt
(c) mountains
(d) outside bedroom window
(e) england",hen house,hen house,"The answer must be a place where a fox would be a problem. Of the above choices, only hen house is a place where a fox would be a problem."
1102,"Where would a cat snuggle up with their human?
Answer Choices:
(a) floor
(b) humane society
(c) bed
(d) comfortable chair
(e) window sill",comfortable chair,bed,"The answer must be a place where a cat would snuggle up with their human. Of the above choices, only bed makes sense."
1103,"Where would a computer user be using their own computer?
Answer Choices:
(a) hell
(b) school
(c) indoors
(d) internet cafe
(e) house",house,house,"The answer must be a place where a computer user would use their own computer. Of the above choices, only house makes sense."
1104,"Where would a corpse be covered by a blanket?
Answer Choices:
(a) bath store
(b) bedroom
(c) hospital
(d) flower garden
(e) michigan",hospital,hospital,"The answer must be a place where a corpse would be covered by a blanket. Of the above choices, only a hospital would have corpses."
1105,"Where would a person be doing when having to wait their turn?
Answer Choices:
(a) have patience
(b) get in line
(c) sing
(d) stand in line
(e) turn left",stand in line,stand in line,"The answer must be something that a person does when waiting their turn. Of the above choices, only standing in line makes sense."
1106,"Where would a person light alcohol on fire to observe the reaction?
Answer Choices:
(a) supermarket
(b) bar
(c) pub
(d) restaurants
(e) chemistry lab",chemistry lab,chemistry lab,"The answer must be a place where alcohol is used. Of the above choices, only chemistry labs use alcohol."
1107,"Where would a person live if they wanted no neighbors?
Answer Choices:
(a) housing estate
(b) neighborhood
(c) mars
(d) woods
(e) suburbs",woods,mars,"The answer must be a place with no neighbors. Of the above choices, only mars has no neighbors."
1108,"Where would a person live that isn't in the metro area but still has good schools?
Answer Choices:
(a) woods
(b) bed
(c) suburbs
(d) rural
(e) neighborhood",suburbs,suburbs,"The answer must be a place that has good schools. Of the above choices, only suburbs have good schools."
1109,"Where would one find a snake in a cage?
Answer Choices:
(a) tropical forest
(b) oregon
(c) woods
(d) pet store
(e) louisiana",pet store,pet store,"The answer must be a place where one can find a snake in a cage. Of the above choices, only pet stores have snakes in cages."
1110,"Where would someone keep their nylon leggings?
Answer Choices:
(a) stockings
(b) rope
(c) car
(d) clothing
(e) drawer",drawer,clothing,"The answer must be a place where someone would keep their nylon leggings. Of the above choices, only clothing makes sense for keeping nylon leggings."
1111,"Where would someone purchase an upright piano?
Answer Choices:
(a) music class
(b) college
(c) music store
(d) music room
(e) music band",music store,music store,"The answer must be a place where someone can purchase an upright piano. Of the above choices, only music store is a place where someone can purchase an upright piano."
1112,"Where would stones not be arranged in a path?
Answer Choices:
(a) quarries
(b) field
(c) park
(d) bridge
(e) made from rocks",field,quarries,"The answer must be a place where stones would not be arranged in a path. Of the above choices, only quarries have stones arranged in a path."
1113,"Where would there be an auditorium with only a single person speaking?
Answer Choices:
(a) lights
(b) crowd
(c) university campus
(d) theater
(e) park",university campus,theater,"The answer must be a place where there is a single person speaking. Of the above choices, only a theater has a single person speaking."
1114,"Where would using a boat not require navigation skills?
Answer Choices:
(a) water
(b) ocean
(c) garage
(d) harbor
(e) river",river,garage,"The answer must be a place where navigation skills are not required. Of the above choices, only garage is a place where navigation skills are not required."
1115,"Where would walk through a central passage to catch an elevator?
Answer Choices:
(a) tomb
(b) arena
(c) access rooms
(d) public building
(e) house",public building,public building,"The answer must be a place with a central passage. Of the above choices, only public buildings have central passages."
1116,"Where would you acquire a wind instrument for you own use?
Answer Choices:
(a) band practice
(b) concert
(c) music store
(d) symphony
(e) music room",music store,music store,"The answer must be a place where you can buy a wind instrument. Of the above choices, only music store sells wind instruments."
1117,"Where would you be concerned about finding a cavity?
Answer Choices:
(a) solid object
(b) molar
(c) dentist
(d) unbrushed tooth
(e) teeth",teeth,teeth,"The answer must be a place where cavities are found. Of the above choices, only teeth have cavities."
1118,"Where would you borrow furniture if you do not have any?
Answer Choices:
(a) sewer
(b) neighbor's house
(c) apartment
(d) room
(e) floor",neighbor's house,neighbor's house,"The answer must be a place where you can borrow furniture. Of the above choices, only neighbor's house makes sense for borrowing furniture."
1119,"Where would you buy a finely crafted writing instrument?
Answer Choices:
(a) nasa
(b) classroom
(c) stationery store
(d) purse
(e) office supply store",stationery store,stationery store or,"The answer must be a place where you can buy a finely crafted writing instrument. Of the above choices, only stationery store and office supply store sell finely crafted writing instruments."
1120,"Where would you buy food?
Answer Choices:
(a) freezer
(b) store
(c) home
(d) hatred
(e) kitchen",store,store,"The answer must be a place where food is sold. Of the above choices, only stores sell food."
1121,"Where would you display a picture on a horizontal surface?
Answer Choices:
(a) microwave
(b) desktop
(c) shelf
(d) art show
(e) wall",shelf,wall,"The answer must be a place where pictures are displayed. Of the above choices, only walls are used to display pictures."
1122,"Where would you expect to find a dictionary along side other writings you can borrow?
Answer Choices:
(a) classroom
(b) shelf
(c) explain meaning of words
(d) table
(e) library",library,library,"The answer must be a place where you can borrow books. Of the above choices, only libraries have books you can borrow."
1123,"Where would you expect to find white mice?
Answer Choices:
(a) bell cat
(b) bush
(c) attic
(d) countryside
(e) laboratory",laboratory,laboratory,"The answer must be a place where white mice are found. Of the above choices, only laboratories have white mice."
1124,"Where would you find a basement that can be accessed with an elevator?
Answer Choices:
(a) eat cake
(b) closet
(c) church
(d) office building
(e) own house",office building,office building,"The answer must be a place that has a basement and an elevator. Of the above choices, only office buildings have basements and elevators."
1125,"Where would you find a fox that is made up?
Answer Choices:
(a) storybook
(b) woods
(c) hen house
(d) natural habitat
(e) back yard",storybook,storybook,"The answer must be a place where a fox can be made up. Of the above choices, only storybooks have made up foxes."
1126,"Where would you find a kosher deli along side a number of different places to eat?
Answer Choices:
(a) los angeles
(b) food court
(c) new york city
(d) jewish community
(e) jewish neighborhoods",food court,food court,"The answer must be a place where you can find a kosher deli. Of the above choices, only food court and jewish neighborhoods have kosher delis."
1127,"Where would you find a large dining room containing a fancy chandelier?
Answer Choices:
(a) mansion
(b) every house
(c) own home
(d) table
(e) restaurant",mansion,mansion,"The answer must be a place with a large dining room and a fancy chandelier. Of the above choices, only mansions have large dining rooms and fancy chandeliers."
1128,"Where would you find a monkey in the wild?
Answer Choices:
(a) zoo
(b) barrel
(c) research laboratory
(d) captivity
(e) thailand",thailand,thailand,"The answer must be a place where monkeys are found in the wild. Of the above choices, only Thailand is a place where monkeys are found in the wild."
1129,"Where would you find a single shower curtain being used?
Answer Choices:
(a) bathtub
(b) washing area
(c) hotel
(d) shower stall
(e) department store",bathtub,shower stall,"The answer must be a place where a single shower curtain is used. Of the above choices, only a shower stall uses a single shower curtain."
1130,"Where would you find a ticket booth and see a concert?
Answer Choices:
(a) clerk
(b) indoors
(c) movie theater
(d) venue
(e) auditorium",venue,auditorium,"The answer must be a place where you can see a concert. Of the above choices, only auditoriums are used to see concerts."
1131,"Where would you find a toy soldier that is being played with?
Answer Choices:
(a) toy box
(b) movies
(c) child's hand
(d) toybos
(e) child park",child's hand,child's hand,"The answer must be a place where a toy soldier is played with. Of the above choices, only child's hand makes sense."
1132,"Where would you find an office worker gossiping with their colleagues?
Answer Choices:
(a) water cooler
(b) space shuttle
(c) baby shower
(d) bus stop
(e) family",water cooler,water cooler,"The answer must be a place where office workers gather. Of the above choices, only water cooler is a place where office workers gather."
1133,"Where would you find gazelle under a G?
Answer Choices:
(a) open field
(b) ivory coast
(c) dictionary
(d) steppe
(e) encyclopedia",encyclopedia,dictionary,"The answer must be a place where you can find gazelle under a G. Of the above choices, only a dictionary has gazelle under a G."
1134,"Where would you find magazines along side many other printed works?
Answer Choices:
(a) doctor
(b) bookstore
(c) market
(d) train station
(e) mortuary",bookstore,bookstore,"The answer must be a place where magazines and other printed works are found. Of the above choices, only bookstores have magazines and other printed works."
1135,"Where would you find many varieties of plants including a rosebush?
Answer Choices:
(a) kew gardens
(b) garder
(c) backyard
(d) shop
(e) beautiful garden",beautiful garden,kew gardens,"The answer must be a place where you can find many varieties of plants. Of the above choices, only kew gardens is a place where you can find many varieties of plants."
1136,"Where would you find people standing in a line outside?
Answer Choices:
(a) bus depot
(b) end of line
(c) opera
(d) neighbor's house
(e) meeting",bus depot,bus depot,"The answer must be a place where people stand in line outside. Of the above choices, only bus depot is a place where people stand in line outside."
1137,"Where would you find the sharpest parts of a triangle?
Answer Choices:
(a) three vertices
(b) point
(c) 3 sides
(d) three sides
(e) math book",three vertices,three vertices,"The answer must be the place where the sharpest parts of a triangle are. Of the above choices, only the vertices are the sharpest parts of a triangle."
1138,"Where would you get a balalaika if you do not have one?
Answer Choices:
(a) orchestra
(b) music store
(c) buy music
(d) make music
(e) symphony",music store,music store,"The answer must be a place where you can get a balalaika. Of the above choices, only music store sells balalaikas."
1139,"Where would you get a pen if you do not have one?
Answer Choices:
(a) briefcase
(b) desk drawer
(c) friend's house
(d) pocket
(e) sidewalk",friend's house,desk drawer,"The answer must be a place where you can get a pen. Of the above choices, only desk drawer is a place where you can get a pen."
1140,"Where would you get a shower curtain if you do not have one?
Answer Choices:
(a) department store
(b) restaurant
(c) hotel
(d) dime store
(e) bathtub",department store,department store,"The answer must be a place where you can buy a shower curtain. Of the above choices, only department stores sell shower curtains."
1141,"Where would you get a toothpick if you do not have any?
Answer Choices:
(a) box
(b) grocery store
(c) eyes
(d) chewing
(e) mouth",grocery store,grocery store,"The answer must be a place where toothpicks are found. Of the above choices, only grocery stores have toothpicks."
1142,"Where would you get jeans and other wearable items to take home with you?
Answer Choices:
(a) shopping mall
(b) museum
(c) laundromat
(d) clothing store
(e) bedroom",clothing store,clothing store,"The answer must be a place where you can buy jeans and other wearable items. Of the above choices, only clothing stores sell jeans and other wearable items."
1143,"Where would you get jewelry if you do not have any?
Answer Choices:
(a) vault
(b) suitcase
(c) neighbour's house
(d) department store
(e) safe deposit box",department store,department store,"The answer must be a place where jewelry is sold. Of the above choices, only department stores sell jewelry."
1144,"Where would you get some maps that you own?
Answer Choices:
(a) bookstore
(b) library
(c) electrical circuit
(d) cabinet
(e) important when traveling",cabinet,cabinet,"The answer must be a place where maps are kept. Of the above choices, only a cabinet is a place where maps are kept."
1145,"Where would you get some wood if you do not have any?
Answer Choices:
(a) carpet
(b) boat
(c) river
(d) lumberyard
(e) synagogue",lumberyard,lumberyard,"The answer must be a place where wood is available. Of the above choices, only lumberyards have wood."
1146,"Where would you go if you want to buy some clothes?
Answer Choices:
(a) mall
(b) grocery store
(c) grocery store
(d) shop
(e) supermarket",mall,mall or,"The answer must be a place where you can buy clothes. Of the above choices, only a mall and a shop are places where you can buy clothes."
1147,"Where would you go if you wanted to have fun with a few people?
Answer Choices:
(a) watching television
(b) good
(c) cinema
(d) friend's house
(e) fairgrounds",friend's house,friend's house,"The answer must be a place where you can have fun with a few people. Of the above choices, only friend's house makes sense."
1148,"Where would you go to get some pamphlets if you want to own them?
Answer Choices:
(a) bookstore
(b) drawer
(c) health department
(d) mail box
(e) library",bookstore,library,"The answer must be a place where you can get pamphlets. Of the above choices, only libraries have pamphlets."
1149,"Where would you have a stove if you don't live in a detached dwelling?
Answer Choices:
(a) tent
(b) car
(c) living room
(d) friend's house
(e) apartment",apartment,apartment,"The answer must be a place where you can have a stove. Of the above choices, only an apartment is a place where you can have a stove."
1150,"Where would you hear a trumpet along with other instruments made from the same material?
Answer Choices:
(a) music store
(b) bass
(c) brass band
(d) orchestra
(e) marching band",brass band,brass band,"The answer must be a place where you would hear a trumpet. Of the above choices, only a brass band has a trumpet."
1151,"Where would you hear a violin along side many string and wind instruments?
Answer Choices:
(a) school
(b) string quartet
(c) orchestra
(d) kitchen
(e) music room",orchestra,orchestra,"The answer must be a place where you would hear a violin along side many string and wind instruments. Of the above choices, only orchestra has a violin along side many string and wind instruments."
1152,"Where would you keep a rug near your front door?
Answer Choices:
(a) persia
(b) desk
(c) table
(d) living room
(e) hall",living room,hall,"The answer must be a place near the front door. Of the above choices, only the hall is near the front door."
1153,"Where would you keep an ottoman near your front door?
Answer Choices:
(a) living room
(b) parlor
(c) furniture store
(d) basement
(e) kitchen",living room,living room,"The answer must be a place where an ottoman is kept. Of the above choices, only living room makes sense for keeping an ottoman."
1154,"Where would you need to use a lantern?
Answer Choices:
(a) grocery store
(b) antique shop
(c) house
(d) dark place
(e) street",dark place,dark place,"The answer must be a place where a lantern is needed. Of the above choices, only a dark place needs a lantern."
1155,"Where would you put a container can after you buy it?
Answer Choices:
(a) pantry
(b) store
(c) gas
(d) liquid
(e) garage",garage,pantry,"The answer must be a place where you would put a container can. Of the above choices, only pantry makes sense for storing a container can."
1156,"Where would you put a dollar if you want to go to a store and buy something with it?
Answer Choices:
(a) cash drawer
(b) teh bank
(c) safety deposit box
(d) pocket
(e) piggy bank",pocket,pocket,"The answer must be a place where you can keep money. Of the above choices, only pocket is a place where you can keep money."
1157,"Where would you put a glass after drinking from it?
Answer Choices:
(a) ocean
(b) water cooler
(c) cabinet
(d) dishwasher
(e) dining room",dishwasher,dishwasher,"The answer must be a place where a glass is put after drinking from it. Of the above choices, only dishwasher makes sense."
1158,"Where would you put a net if you wanted to use it?
Answer Choices:
(a) sports
(b) fishing gear
(c) soccer game
(d) fishing boat
(e) badminton",fishing boat,fishing boat,"The answer must be a place where a net is used. Of the above choices, only fishing boat makes sense for using a net."
1159,"Where would you put a plate immediately after eating from it?
Answer Choices:
(a) kitchen cupboard
(b) floor
(c) table
(d) dishwasher
(e) flea market",dishwasher,dishwasher,"The answer should be the place where plates are put after eating from them. Of the above choices, only the dishwasher is used to clean plates."
1160,"Where would you put nails if they are already packaged?
Answer Choices:
(a) pocket
(b) container
(c) cabinet
(d) jar
(e) store",cabinet,container,"The answer must be a place where nails are kept. Of the above choices, only a container is a place where nails are kept."
1161,"Where would you put pans if you want to bring them with you?
Answer Choices:
(a) cooking
(b) cook food
(c) kitchen
(d) backpack
(e) drawer",backpack,backpack,"The answer must be a place where you can put pans. Of the above choices, only backpacks are used to carry things."
1162,"Where would you put some ham if you want to cook it?
Answer Choices:
(a) hamshackle
(b) pizza
(c) fridge
(d) refrigerator
(e) part of meal",pizza,fridge,"The answer must be a place where ham is cooked. Of the above choices, only the fridge is a place where ham is cooked."
1163,"Where would you put uncooked crab meat?
Answer Choices:
(a) wharf
(b) red lobster
(c) tidepools
(d) boss's office
(e) stew pot",stew pot,stew pot,"The answer must be a place where uncooked crab meat is put. Of the above choices, only stew pot makes sense for holding uncooked crab meat."
1164,"Where would you run in to a niece you only see every one and a while?
Answer Choices:
(a) family reunion
(b) brother's house
(c) family picture book
(d) family tree
(e) party",family reunion,family reunion,"The answer must be a place where you would see a niece you only see every one and a while. Of the above choices, only family reunion makes sense."
1165,"Where would you sit in a chair while working toward an advanced degree?
Answer Choices:
(a) aeroport
(b) church
(c) furniture store
(d) university
(e) living room",university,university,"The answer must be a place where you can work toward an advanced degree. Of the above choices, only university is a place where you can work toward an advanced degree."
1166,"Where would you store a pillow case that is not in use?
Answer Choices:
(a) kitchen cupboard
(b) bedding store
(c) england
(d) drawer
(e) bedroom",drawer,drawer,"The answer must be a place where pillow cases are stored. Of the above choices, only drawers are used to store pillow cases."
1167,"Where would you use a folding chair but not store one?
Answer Choices:
(a) beach
(b) city hall
(c) closet
(d) garage
(e) school",beach,beach,"The answer must be a place where you would use a folding chair. Of the above choices, only the beach is a place where you would use a folding chair."
1168,"Where would your hear a bass clarinet along side other wood wind instruments?
Answer Choices:
(a) opera house
(b) school band
(c) music store
(d) orchestra
(e) bathroom stall",orchestra,orchestra,"The answer must be a place where you would hear a bass clarinet. Of the above choices, only an orchestra would have a bass clarinet."
1169,"Which group of states is Louisiana part of?
Answer Choices:
(a) deep south
(b) 98 of world's crayfish
(c) united states
(d) gulf states
(e) bible belt",gulf states,deep south or,"The answer must be a group of states that Louisiana is part of. Of the above choices, only the deep south and the gulf states are groups of states that Louisiana is part of."
1170,"Which large land mass is home to the most monkeys?
Answer Choices:
(a) amazon basin
(b) friend's house
(c) lift number 3
(d) research laboratory
(e) african continent",african continent,African continent,"The answer must be a large land mass. Of the above choices, only the African continent is a large land mass."
1171,"While knitting you can do what using a radio?
Answer Choices:
(a) listen to music
(b) watch television
(c) making blankets
(d) eat
(e) watching tv",listen to music,listen to music,"The answer must be something that can be done while knitting. Of the above choices, only listening to music can be done while knitting."
1172,"While washing clothes they became what when caught on the sharp object?
Answer Choices:
(a) damaged
(b) wet clothes
(c) wear out
(d) torn
(e) have fun",torn,torn,"The answer must be something that happens to clothes when they are caught on a sharp object. Of the above choices, only torn clothes are damaged when caught on a sharp object."
1173,"Who do professors work with?
Answer Choices:
(a) methods of facts
(b) teach courses
(c) wear wrinkled tweed jackets
(d) school students
(e) state facts",school students,school students,"The answer must be someone who works with professors. Of the above choices, only students work with professors."
1174,"Who is a police officer likely to work for?
Answer Choices:
(a) beat
(b) direct traffic
(c) city
(d) street
(e) president",city,city,"The answer must be the employer of a police officer. Of the above choices, only city is the employer of a police officer."
1175,"Who is likely to be excited about a crab?
Answer Choices:
(a) fish market
(b) pet shop
(c) fishmongers
(d) intertidal zone
(e) obesity",fishmongers,fishmongers,"The answer must be someone who would be excited about a crab. Of the above choices, only fishmongers would be excited about a crab."
1176,"Who is not famous for a superhighway with no speed limit?
Answer Choices:
(a) europe
(b) germany
(c) industrialized country
(d) city
(e) america",america,America,"The answer must be a place that does not have a superhighway with no speed limit. Of the above choices, only America has a superhighway with no speed limit."
1177,"Who is the guard here for?
Answer Choices:
(a) man post
(b) attack
(c) intimidation
(d) prisoner
(e) unprotected",prisoner,prisoner,"The answer must be someone who needs a guard. Of the above choices, only prisoners need guards."
1178,"Who might wear dark glasses indoors?
Answer Choices:
(a) blind person
(b) glove box
(c) movie studio
(d) ray charles
(e) glove compartment",blind person,blind person,"The answer must be someone who needs to wear dark glasses indoors. Of the above choices, only blind people need to wear dark glasses indoors."
