prompt,gpt_answer
"
Questions: Where is a place a beaver wouldn't feel free? 

Answers: (A) woodlands, (B) cage, (C) canada, (D) ontario, (E) zoo Given the question 'Where is a place a beaver wouldn't feel free?', which among the choices woodlands, cage, canada, ontario zoo, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is a pleasure garden likely to have orginated? 

Answers: (A) fairy tale, (B) resort town, (C) english courtyard, (D) palace, (E) japan Given the question 'Where is a pleasure garden likely to have orginated?', which among the choices fairy tale, resort town, english courtyard, palace japan, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is a razor likely to be found on vacation? 

Answers: (A) suitcase, (B) barber shop, (C) box cutter, (D) psycho's pocket, (E) medicine cabinet Given the question 'Where is a razor likely to be found on vacation?', which among the choices suitcase, barber shop, box cutter, psycho's pocket medicine cabinet, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is a rosebush unlikely to be? 

Answers: (A) backyard, (B) jungle, (C) outdoors, (D) flower bed, (E) park Given the question 'Where is a rosebush unlikely to be?', which among the choices backyard, jungle, outdoors, flower bed park, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is a small house likely to have a table? 

Answers: (A) dining room, (B) furniture store, (C) kitchen, (D) roof, (E) conference Given the question 'Where is a small house likely to have a table?', which among the choices dining room, furniture store, kitchen, roof conference, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is a snake likely to reside? 

Answers: (A) tropics, (B) nightmare, (C) wyoming, (D) bushes, (E) feild Given the question 'Where is a snake likely to reside?', which among the choices tropics, nightmare, wyoming, bushes feild, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is a snake likely to startle a farmer? 

Answers: (A) tropical forest, (B) tree, (C) pet shops, (D) book store, (E) feild Given the question 'Where is a snake likely to startle a farmer?', which among the choices tropical forest, tree, pet shops, book store feild, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is a snake not likely to go? 

Answers: (A) tropical forest, (B) water, (C) outdoors, (D) creeks, (E) underbrush Given the question 'Where is a snake not likely to go?', which among the choices tropical forest, water, outdoors, creeks underbrush, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is a soldier likely to fight from? 

Answers: (A) armored car, (B) platoon, (C) trenches, (D) tent, (E) battlefield Given the question 'Where is a soldier likely to fight from?', which among the choices armored car, platoon, trenches, tent battlefield, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is a special wild rosebush found? 

Answers: (A) botanic garden, (B) flower garden, (C) california, (D) courtyard, (E) landscaping Given the question 'Where is a special wild rosebush found?', which among the choices botanic garden, flower garden, california, courtyard landscaping, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is a stereotypical place you would find police? 

Answers: (A) town, (B) wrong place, (C) donut shop, (D) station, (E) direct traffic Given the question 'Where is a stereotypical place you would find police?', which among the choices town, wrong place, donut shop, station direct traffic, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is a stool likely to be found? 

Answers: (A) internet cafe, (B) blacksmith's shop, (C) office, (D) bar, (E) building Given the question 'Where is a stool likely to be found?', which among the choices internet cafe, blacksmith's shop, office, bar building, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is a student likely to be focused on computers? 

Answers: (A) library, (B) space shuttle, (C) mit, (D) dormitory, (E) post office Given the question 'Where is a student likely to be focused on computers?', which among the choices library, space shuttle, mit, dormitory post office, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is a suitcase stored while a person travels by air? 

Answers: (A) movie, (B) cargo hold, (C) in a cockpit, (D) taxi, (E) baggage compartment Given the question 'Where is a suitcase stored while a person travels by air?', which among the choices movie, cargo hold, in a cockpit, taxi baggage compartment, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is a tabby cat likely to be happiest? 

Answers: (A) box, (B) home, (C) alley, (D) lap, (E) barn Given the question 'Where is a tabby cat likely to be happiest?', which among the choices box, home, alley, lap barn, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is a telephone booth likely to be red? 

Answers: (A) airport, (B) gotham city, (C) london, (D) city, (E) gas stations Given the question 'Where is a telephone booth likely to be red?', which among the choices airport, gotham city, london, city gas stations, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is a tin likely to be stored? 

Answers: (A) shopping bag, (B) kitchen, (C) hardware store, (D) grocery store, (E) cupboard Given the question 'Where is a tin likely to be stored?', which among the choices shopping bag, kitchen, hardware store, grocery store cupboard, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is a traditional place to have your rocking chair? 

Answers: (A) parlor, (B) front porch, (C) rock concert, (D) old folks home, (E) child's room Given the question 'Where is a traditional place to have your rocking chair?', which among the choices parlor, front porch, rock concert, old folks home child's room, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is a traffic artery likely to be clogged? 

Answers: (A) high traffic area, (B) major city, (C) town, (D) traffic lights, (E) highway Given the question 'Where is a traffic artery likely to be clogged?', which among the choices high traffic area, major city, town, traffic lights highway, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is a tree hugger likely to reside? 

Answers: (A) forest, (B) rainforest, (C) san francisco, (D) state park, (E) university Given the question 'Where is a tree hugger likely to reside?', which among the choices forest, rainforest, san francisco, state park university, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is a variety of birds likely to be? 

Answers: (A) store, (B) park, (C) forest, (D) air, (E) countryside Given the question 'Where is a variety of birds likely to be?', which among the choices store, park, forest, air countryside, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is a very bad place for bad bacteria? 

Answers: (A) sores, (B) septic tank, (C) petri dish, (D) mouth, (E) finger Given the question 'Where is a very bad place for bad bacteria?', which among the choices sores, septic tank, petri dish, mouth finger, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is a warm water anemone likely to be? 

Answers: (A) florist, (B) atlantic ocean, (C) nursery, (D) sea water, (E) south pacific Given the question 'Where is a warm water anemone likely to be?', which among the choices florist, atlantic ocean, nursery, sea water south pacific, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is a white mouse likely to be found? 

Answers: (A) research laboratory, (B) field, (C) old barn, (D) computer lab, (E) cupboard Given the question 'Where is a white mouse likely to be found?', which among the choices research laboratory, field, old barn, computer lab cupboard, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is a white rat likely to be? 

Answers: (A) kitchen, (B) laboratory, (C) roof, (D) cellar, (E) sewers Given the question 'Where is a white rat likely to be?', which among the choices kitchen, laboratory, roof, cellar sewers, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is aberdeen in the US located? 

Answers: (A) washington, (B) europe, (C) scotland, (D) maryland, (E) south dakota Given the question 'Where is aberdeen in the US located?', which among the choices washington, europe, scotland, maryland south dakota, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is all  plumbing found in most houses? 

Answers: (A) own home, (B) kitchen, (C) show, (D) wall, (E) bathroom Given the question 'Where is all  plumbing found in most houses?', which among the choices own home, kitchen, show, wall bathroom, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is all compost found? 

Answers: (A) wonderful, (B) forest, (C) surface of earth, (D) recycle bin, (E) garden Given the question 'Where is all compost found?', which among the choices wonderful, forest, surface of earth, recycle bin garden, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is an active solider likely to sleep? 

Answers: (A) armored car, (B) white house, (C) underwater, (D) tent, (E) trenches Given the question 'Where is an active solider likely to sleep?', which among the choices armored car, white house, underwater, tent trenches, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is an adult collector of toy cars likely to keep them? 

Answers: (A) toy store, (B) block of flats, (C) own home, (D) childs bedroom, (E) child's room Given the question 'Where is an adult collector of toy cars likely to keep them?', which among the choices toy store, block of flats, own home, childs bedroom child's room, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is an aisle likely to be surrounded by pews? 

Answers: (A) sanctuary, (B) church, (C) drugstore, (D) supermarket, (E) department store Given the question 'Where is an aisle likely to be surrounded by pews?', which among the choices sanctuary, church, drugstore, supermarket department store, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is an alley cat likely to live? 

Answers: (A) backyard, (B) relaxed position, (C) soft place, (D) alley, (E) urban settlement Given the question 'Where is an alley cat likely to live?', which among the choices backyard, relaxed position, soft place, alley urban settlement, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is an apple tree likely found in abundance? 

Answers: (A) south pole, (B) park, (C) vineyard, (D) farmland, (E) orchid Given the question 'Where is an apple tree likely found in abundance?', which among the choices south pole, park, vineyard, farmland orchid, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is an athlete likely to be showcased by local fans? 

Answers: (A) sporting event, (B) museum, (C) stadium, (D) locker room, (E) olympics Given the question 'Where is an athlete likely to be showcased by local fans?', which among the choices sporting event, museum, stadium, locker room olympics, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is an expressway unlikely to be found? 

Answers: (A) ocean, (B) map, (C) canada, (D) large city, (E) country Given the question 'Where is an expressway unlikely to be found?', which among the choices ocean, map, canada, large city country, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is an unused weapon likely to be? 

Answers: (A) war, (B) army bunker, (C) police station, (D) hand, (E) holster Given the question 'Where is an unused weapon likely to be?', which among the choices war, army bunker, police station, hand holster, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is bacteria easy to wash off? 

Answers: (A) septic tank, (B) finger, (C) ground, (D) hands, (E) mouth Given the question 'Where is bacteria easy to wash off?', which among the choices septic tank, finger, ground, hands mouth, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is bacteria likely to be slimy? 

Answers: (A) ground, (B) finger, (C) petri dish, (D) water, (E) soap Given the question 'Where is bacteria likely to be slimy?', which among the choices ground, finger, petri dish, water soap, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is basketball court likely to be outdoors? 

Answers: (A) high school gymnasium, (B) city, (C) park, (D) use, (E) los angeles Given the question 'Where is basketball court likely to be outdoors?', which among the choices high school gymnasium, city, park, use los angeles, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is beaver likely to be found? 

Answers: (A) strip club, (B) zoo, (C) lake or river, (D) millpond, (E) forest Given the question 'Where is beaver likely to be found?', which among the choices strip club, zoo, lake or river, millpond forest, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is best to have clothes folded? 

Answers: (A) laundry room, (B) bedroom, (C) suitcase, (D) closet, (E) dresser Given the question 'Where is best to have clothes folded?', which among the choices laundry room, bedroom, suitcase, closet dresser, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is confetti thrown from the rooftops? 

Answers: (A) big cities, (B) new year's eve, (C) air, (D) shredder, (E) streets Given the question 'Where is confetti thrown from the rooftops?', which among the choices big cities, new year's eve, air, shredder streets, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is driftwood usually found in large quantities? 

Answers: (A) sea, (B) ocean, (C) beach, (D) sand, (E) drift Given the question 'Where is driftwood usually found in large quantities?', which among the choices sea, ocean, beach, sand drift, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is dust likely to be under? 

Answers: (A) closet, (B) ground, (C) windowsill, (D) attic, (E) carpet Given the question 'Where is dust likely to be under?', which among the choices closet, ground, windowsill, attic carpet, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is highly unusual to put a furnace? 

Answers: (A) cellar, (B) encampment, (C) house, (D) basement, (E) home Given the question 'Where is highly unusual to put a furnace?', which among the choices cellar, encampment, house, basement home, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is homemade food often stored? 

Answers: (A) supermarket, (B) jar, (C) backpack, (D) wal-mart, (E) container Given the question 'Where is homemade food often stored?', which among the choices supermarket, jar, backpack, wal-mart container, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is it likely to find a beach towel? 

Answers: (A) backpack, (B) beach, (C) swimming pool, (D) locker room, (E) at hotel Given the question 'Where is it likely to find a beach towel?', which among the choices backpack, beach, swimming pool, locker room at hotel, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is it unlikely to find a office building? 

Answers: (A) city, (B) high tower, (C) industrial complex, (D) downtown area, (E) advertising company Given the question 'Where is it unlikely to find a office building?', which among the choices city, high tower, industrial complex, downtown area advertising company, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is knowledge of all kinds likely to be found? 

Answers: (A) encyclopedia, (B) book, (C) head, (D) class, (E) newspaper Given the question 'Where is knowledge of all kinds likely to be found?', which among the choices encyclopedia, book, head, class newspaper, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is likely to have a large door? 

Answers: (A) van, (B) building, (C) apartment, (D) neighbor's house, (E) wall Given the question 'Where is likely to have a large door?', which among the choices van, building, apartment, neighbor's house wall, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is likely to have a popular delicatessen? 

Answers: (A) city center, (B) mall, (C) shop, (D) michigan, (E) large city Given the question 'Where is likely to have a popular delicatessen?', which among the choices city center, mall, shop, michigan large city, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is likely to have a small kitchenette? 

Answers: (A) lunch room, (B) house, (C) apartment, (D) hotel room, (E) cheap motel Given the question 'Where is likely to have a small kitchenette?', which among the choices lunch room, house, apartment, hotel room cheap motel, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is likely to have an open air market? 

Answers: (A) city, (B) village, (C) field, (D) rural area, (E) buy fresh vegetables Given the question 'Where is likely to have an open air market?', which among the choices city, village, field, rural area buy fresh vegetables, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is lint unlikely to be? 

Answers: (A) rug, (B) laundromat, (C) purse, (D) dryer, (E) pocket Given the question 'Where is lint unlikely to be?', which among the choices rug, laundromat, purse, dryer pocket, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is mountain marmot likely ot live? 

Answers: (A) north america, (B) northern hemisphere, (C) tree, (D) colorado, (E) in wild Given the question 'Where is mountain marmot likely ot live?', which among the choices north america, northern hemisphere, tree, colorado in wild, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is north carolina located? 

Answers: (A) south, (B) north of south carolina, (C) south of virginia, (D) united states, (E) carolina Given the question 'Where is north carolina located?', which among the choices south, north of south carolina, south of virginia, united states carolina, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is not known for apple trees? 

Answers: (A) front yard, (B) washington state, (C) countryside, (D) concrete jungle, (E) wisconsin Given the question 'Where is not known for apple trees?', which among the choices front yard, washington state, countryside, concrete jungle wisconsin, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is not likely to organize with a card catalog? 

Answers: (A) libary, (B) store, (C) kitchen, (D) bank, (E) library Given the question 'Where is not likely to organize with a card catalog?', which among the choices libary, store, kitchen, bank library, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is one likely to find many lawns? 

Answers: (A) golf course, (B) front yard, (C) suburbia, (D) neighborhood, (E) michigan Given the question 'Where is one likely to find many lawns?', which among the choices golf course, front yard, suburbia, neighborhood michigan, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is one likely to hear a harpsichord? 

Answers: (A) make noise, (B) band, (C) museum, (D) concert hall, (E) rubber band Given the question 'Where is one likely to hear a harpsichord?', which among the choices make noise, band, museum, concert hall rubber band, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is one likely to keep a stylus? 

Answers: (A) school, (B) garage, (C) hand, (D) record player, (E) palm pilot Given the question 'Where is one likely to keep a stylus?', which among the choices school, garage, hand, record player palm pilot, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is one likely to purchase listening vinyl? 

Answers: (A) safeway, (B) record albums, (C) record store, (D) car, (E) wallpaper Given the question 'Where is one likely to purchase listening vinyl?', which among the choices safeway, record albums, record store, car wallpaper, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is one not likely to find a ring road? 

Answers: (A) european city, (B) motorcycle, (C) town, (D) freeway system, (E) travel around city Given the question 'Where is one not likely to find a ring road?', which among the choices european city, motorcycle, town, freeway system travel around city, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is one unlikely to find a concert hall? 

Answers: (A) stadium, (B) city, (C) commercial building, (D) theater, (E) university building Given the question 'Where is one unlikely to find a concert hall?', which among the choices stadium, city, commercial building, theater university building, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is one unlikely to get popcorn? 

Answers: (A) restaurant, (B) movie house, (C) soccer game, (D) carnival, (E) movie theater Given the question 'Where is one unlikely to get popcorn?', which among the choices restaurant, movie house, soccer game, carnival movie theater, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is plumbing likely to be clogged by food? 

Answers: (A) bathroom, (B) wall, (C) kitchen, (D) oil refineries, (E) water park Given the question 'Where is plumbing likely to be clogged by food?', which among the choices bathroom, wall, kitchen, oil refineries water park, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is quiet conversation likely to take place? 

Answers: (A) friend's house, (B) party, (C) dinner, (D) stadium, (E) water cooler Given the question 'Where is quiet conversation likely to take place?', which among the choices friend's house, party, dinner, stadium water cooler, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is required to have a single fire extinguisher? 

Answers: (A) house, (B) boat, (C) washroom, (D) stairwell, (E) hospital Given the question 'Where is required to have a single fire extinguisher?', which among the choices house, boat, washroom, stairwell hospital, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is small knight likely to be found? 

Answers: (A) fairy tale, (B) castle, (C) middle ages, (D) chess board, (E) doll house Given the question 'Where is small knight likely to be found?', which among the choices fairy tale, castle, middle ages, chess board doll house, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is someone likely to get cold on a balcony? 

Answers: (A) theater, (B) new orleans, (C) michigan, (D) theatre, (E) antartica Given the question 'Where is someone likely to get cold on a balcony?', which among the choices theater, new orleans, michigan, theatre antartica, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is someone likely to store their comforter? 

Answers: (A) livingroom, (B) cedar chest, (C) bedroom, (D) world, (E) living room Given the question 'Where is someone likely to store their comforter?', which among the choices livingroom, cedar chest, bedroom, world living room, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is someone looking for a job likely to find a computer? 

Answers: (A) department store, (B) desktop, (C) school, (D) space shuttle, (E) library Given the question 'Where is someone looking for a job likely to find a computer?', which among the choices department store, desktop, school, space shuttle library, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is the best place to use a curling iron? 

Answers: (A) drawer, (B) bathroom, (C) bed room, (D) use, (E) girls room Given the question 'Where is the best place to use a curling iron?', which among the choices drawer, bathroom, bed room, use girls room, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is the closest place outside of one's own home that a grill can be found? 

Answers: (A) backyard, (B) restaurant, (C) these twos places are  cannot be found .., (D) barbeque, (E) neighbor's house Given the question 'Where is the closest place outside of one's own home that a grill can be found?', which among the choices backyard, restaurant, these twos places are  cannot be found .., barbeque neighbor's house, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is the closest place you would find a potato? 

Answers: (A) ireland, (B) kitchen cupboard, (C) england, (D) chicken, (E) maryland Given the question 'Where is the closest place you would find a potato?', which among the choices ireland, kitchen cupboard, england, chicken maryland, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is the ficus tree native to? 

Answers: (A) apartment, (B) zoo, (C) dictionary, (D) tropical forest, (E) middle east Given the question 'Where is the ficus tree native to?', which among the choices apartment, zoo, dictionary, tropical forest middle east, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is the flu likely to result in illness? 

Answers: (A) stomach, (B) airplane, (C) elderly person, (D) body, (E) hospital Given the question 'Where is the flu likely to result in illness?', which among the choices stomach, airplane, elderly person, body hospital, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is the gift shop that you would buy a mickey mouse at? 

Answers: (A) shop, (B) grocery, (C) disneyland, (D) airport, (E) museum Given the question 'Where is the gift shop that you would buy a mickey mouse at?', which among the choices shop, grocery, disneyland, airport museum, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is the last place food is before being eaten? 

Answers: (A) kitchen, (B) plate, (C) dinning, (D) stomach, (E) pantry Given the question 'Where is the last place food is before being eaten?', which among the choices kitchen, plate, dinning, stomach pantry, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is the lawnmower I hear from across the street? 

Answers: (A) shed, (B) garage, (C) cutting grass, (D) lawn, (E) neighbor's house Given the question 'Where is the lawnmower I hear from across the street?', which among the choices shed, garage, cutting grass, lawn neighbor's house, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is the mailbox that the residents use? 

Answers: (A) door bell, (B) apartment complex, (C) street corner, (D) front door, (E) post office Given the question 'Where is the mailbox that the residents use?', which among the choices door bell, apartment complex, street corner, front door post office, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is the milky way? 

Answers: (A) fog, (B) candy bar shelf, (C) stars, (D) space, (E) refrigerator Given the question 'Where is the milky way?', which among the choices fog, candy bar shelf, stars, space refrigerator, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is the most famous cartoon mouse from? 

Answers: (A) sewer, (B) television, (C) corn field, (D) disneyland, (E) trap Given the question 'Where is the most famous cartoon mouse from?', which among the choices sewer, television, corn field, disneyland trap, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is the most likely place for a skylight? 

Answers: (A) admit light into room, (B) house, (C) office building, (D) windowless room, (E) roof Given the question 'Where is the most likely place for a skylight?', which among the choices admit light into room, house, office building, windowless room roof, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is the most likely place for more than one stadium? 

Answers: (A) college town, (B) large city, (C) conducting olympic games, (D) greece, (E) rome Given the question 'Where is the most likely place for more than one stadium?', which among the choices college town, large city, conducting olympic games, greece rome, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is the most plumbing in a house likely to be found? 

Answers: (A) oil refineries, (B) underground, (C) wall, (D) kitchen, (E) bathroom Given the question 'Where is the most plumbing in a house likely to be found?', which among the choices oil refineries, underground, wall, kitchen bathroom, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is the night table with the hand cream? 

Answers: (A) hallway, (B) homes, (C) furniture store, (D) hotel, (E) store Given the question 'Where is the night table with the hand cream?', which among the choices hallway, homes, furniture store, hotel store, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is the president likely to meet others? 

Answers: (A) trouble, (B) election, (C) press conference, (D) country, (E) board room Given the question 'Where is the president likely to meet others?', which among the choices trouble, election, press conference, country board room, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is the principal's office? 

Answers: (A) hallway, (B) work, (C) city, (D) school building, (E) skyscraper Given the question 'Where is the principal's office?', which among the choices hallway, work, city, school building skyscraper, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is the sky fake? 

Answers: (A) shed, (B) atmosphere, (C) photo, (D) outdoors, (E) planetarium Given the question 'Where is the sky fake?', which among the choices shed, atmosphere, photo, outdoors planetarium, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is the ticket booth often outside the building? 

Answers: (A) train station, (B) stadium, (C) auditorium, (D) subway, (E) venue Given the question 'Where is the ticket booth often outside the building?', which among the choices train station, stadium, auditorium, subway venue, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is the world known to be a part of? 

Answers: (A) a fraud, (B) countries, (C) universe, (D) galaxy, (E) thought Given the question 'Where is the world known to be a part of?', which among the choices a fraud, countries, universe, galaxy thought, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is the wrong place to throw garbage? 

Answers: (A) at a friend, (B) ground, (C) television, (D) trashcan, (E) floor Given the question 'Where is the wrong place to throw garbage?', which among the choices at a friend, ground, television, trashcan floor, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is there likely a lot of lint? 

Answers: (A) pocket, (B) purse, (C) rug, (D) laundromat, (E) beach Given the question 'Where is there likely a lot of lint?', which among the choices pocket, purse, rug, laundromat beach, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is there likely to b more than one desk drawer? 

Answers: (A) holding office supplies, (B) desk, (C) room, (D) office, (E) school Given the question 'Where is there likely to b more than one desk drawer?', which among the choices holding office supplies, desk, room, office school, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is there likely to be a large volume of text? 

Answers: (A) bookshelf, (B) collection of books, (C) books, (D) set of books, (E) library Given the question 'Where is there likely to be a large volume of text?', which among the choices bookshelf, collection of books, books, set of books library, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is there likely to be a pool near your own home? 

Answers: (A) backyard, (B) ymca, (C) at hotel, (D) waterfall, (E) neighbor's house Given the question 'Where is there likely to be a pool near your own home?', which among the choices backyard, ymca, at hotel, waterfall neighbor's house, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is there typically small unpaved lanes? 

Answers: (A) city, (B) rural countryside, (C) bowling alley, (D) highway, (E) estonia Given the question 'Where is there typically small unpaved lanes?', which among the choices city, rural countryside, bowling alley, highway estonia, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is there usually a fiddle playing? 

Answers: (A) music store, (B) dance hall, (C) orchestra, (D) symphony, (E) tennessee Given the question 'Where is there usually a fiddle playing?', which among the choices music store, dance hall, orchestra, symphony tennessee, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is there usually more than one telephone? 

Answers: (A) friend's house, (B) desktop, (C) party, (D) hospital, (E) phone booth Given the question 'Where is there usually more than one telephone?', which among the choices friend's house, desktop, party, hospital phone booth, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is tin stored forever? 

Answers: (A) shopping bag, (B) hardware store, (C) landfill, (D) junk yard, (E) antique store Given the question 'Where is tin stored forever?', which among the choices shopping bag, hardware store, landfill, junk yard antique store, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is tomato sauce delicious? 

Answers: (A) market, (B) refrigerator, (C) grown in vegetable garden, (D) pizza, (E) cake Given the question 'Where is tomato sauce delicious?', which among the choices market, refrigerator, grown in vegetable garden, pizza cake, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where is toothpaste likely to be? 

Answers: (A) bathroom, (B) medicine cabinet, (C) sink, (D) the kitchen, (E) mouth Given the question 'Where is toothpaste likely to be?', which among the choices bathroom, medicine cabinet, sink, the kitchen mouth, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where might  a  blowfish be kept? 

Answers: (A) little mermaid, (B) pet shop, (C) great outdoors, (D) fish market, (E) aquarium Given the question 'Where might  a  blowfish be kept?', which among the choices little mermaid, pet shop, great outdoors, fish market aquarium, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: Where might  jellyfish stay warm? 

Answers: (A) atlantic ocean, (B) bikini bottom, (C) japanese restaurant, (D) store, (E) pacific ocean Given the question 'Where might  jellyfish stay warm?', which among the choices atlantic ocean, bikini bottom, japanese restaurant, store pacific ocean, is the correct answer? Explain your reasoning using conditional statements.

",A
