,question,choices,answer,rationales
8656,Where is the closest dining room?,"['own home', 'resteraunt', 'restaurant', 'hotel', 'mansion']",own home,
8657,Where is the closest dining table not in your home?,"['conference', 'livingroom', ""neighbor's house"", 'white house', 'card room']",neighbor's house,
8658,Where is the closest place outside of one's own home that a grill can be found?,"['backyard', 'restaurant', 'these twos places are  cannot be found ..', 'barbeque', ""neighbor's house""]",neighbor's house,
8659,Where is the closest place you would cook bbq?,"['restaurant', 'backyard', 'work', 'summer', 'louisiana']",backyard,
8660,Where is the closest place you would find a potato?,"['ireland', 'kitchen cupboard', 'england', 'chicken', 'maryland']",kitchen cupboard,
8661,Where is the closest sofa located that isn't in your own residence?,"[""neighbor's house"", ""person's living room"", 'livingroom', 'white house', 'home']",neighbor's house,
8662,Where is the cub's baseball stadium?,"['chicago', 'phoenix', 'san francisco', 'boston', 'urban areas']",chicago,
8663,Where is the ficus tree native to?,"['apartment', 'zoo', 'dictionary', 'tropical forest', 'middle east']",middle east,
8664,Where is the flu likely to result in illness?,"['stomach', 'airplane', 'elderly person', 'body', 'hospital']",stomach,
8665,Where is the gift shop that you would buy a mickey mouse at?,"['shop', 'grocery', 'disneyland', 'airport', 'museum']",disneyland,
8666,Where is the great white shark most commonly located?,"['indian ocean', 'gulf of mexico', 'pacific ocean', 'atlantic ocean', 'sea world']",pacific ocean,
8667,Where is the last place food is before being eaten?,"['kitchen', 'plate', 'dinning', 'stomach', 'pantry']",plate,
8668,Where is the lawnmower I hear from across the street?,"['shed', 'garage', 'cutting grass', 'lawn', ""neighbor's house""]",neighbor's house,
8669,Where is the mailbox between my house and the next block?,"['front door', 'post office', 'apartment complex', 'street corner', 'fence']",street corner,
8670,Where is the mailbox that the residents use?,"['door bell', 'apartment complex', 'street corner', 'front door', 'post office']",apartment complex,
8671,Where is the milky way?,"['fog', 'candy bar shelf', 'stars', 'space', 'refrigerator']",space,
8672,Where is the most famous cartoon mouse from?,"['sewer', 'television', 'corn field', 'disneyland', 'trap']",disneyland,
8673,Where is the most likely place for a skylight?,"['admit light into room', 'house', 'office building', 'windowless room', 'roof']",roof,
8674,Where is the most likely place for more than one stadium?,"['college town', 'large city', 'conducting olympic games', 'greece', 'rome']",large city,
8675,Where is the most plumbing in a house likely to be found?,"['oil refineries', 'underground', 'wall', 'kitchen', 'bathroom']",bathroom,
8676,Where is the night table with the hand cream?,"['hallway', 'homes', 'furniture store', 'hotel', 'store']",homes,
8677,Where is the president likely to meet others?,"['trouble', 'election', 'press conference', 'country', 'board room']",board room,
8678,Where is the principal's office?,"['hallway', 'work', 'city', 'school building', 'skyscraper']",school building,
8679,Where is the sky fake?,"['shed', 'atmosphere', 'photo', 'outdoors', 'planetarium']",planetarium,
8680,Where is the source of this steak house kobe?,"['china', 'town', 'texas', 'new york', 'japan']",japan,
8681,Where is the strategic gold reserve in the U.S.?,"['jewelery', 'fort knox', 'church', 'jewelry store', 'treasure chest']",fort knox,
8682,Where is the supreme courthouse in a state typically located?,"['michigan', 'down the street', 'capital city', 'get married in', 'center of town']",capital city,
8683,Where is the tearoom likely to have originated?,"['canteen', 'asian countries', 'england', 'building', 'london']",england,
8684,Where is the ticket booth often outside the building?,"['train station', 'stadium', 'auditorium', 'subway', 'venue']",auditorium,
8685,Where is the trevi fountain?,"['grant park chicago', 'public place', 'waterfall', 'rome', 'courtyard']",rome,
8686,Where is the world known to be a part of?,"['a fraud', 'countries', 'universe', 'galaxy', 'thought']",universe,
8687,Where is the world's most famous horse race?,"['in kentucky', 'central park', 'philippines', 'state fair', 'western movie']",in kentucky,
8688,Where is the wrong place to throw garbage?,"['at a friend', 'ground', 'television', 'trashcan', 'floor']",floor,
8689,Where is there a very large graveyard?,"['arlington', 'city', 'every town', 'church grounds', 'on the ocean']",arlington,
8690,Where is there likely a lot of lint?,"['pocket', 'purse', 'rug', 'laundromat', 'beach']",laundromat,
8691,Where is there likely to b more than one desk drawer?,"['holding office supplies', 'desk', 'room', 'office', 'school']",office,
8692,Where is there likely to be a large volume of text?,"['bookshelf', 'collection of books', 'books', 'set of books', 'library']",library,
8693,Where is there likely to be a pool near your own home?,"['backyard', 'ymca', 'at hotel', 'waterfall', ""neighbor's house""]",neighbor's house,
8694,Where is there likely to be sadness in a waiting room?,"['hospitals', 'airport', 'clinic', 'in a marriage hall', ""doctor's office""]",hospitals,
8695,Where is there typically small unpaved lanes?,"['city', 'rural countryside', 'bowling alley', 'highway', 'estonia']",rural countryside,
8696,Where is there usually a fiddle playing?,"['music store', 'dance hall', 'orchestra', 'symphony', 'tennessee']",orchestra,
8697,Where is there usually more than one telephone?,"[""friend's house"", 'desktop', 'party', 'hospital', 'phone booth']",hospital,
8698,Where is tin stored forever?,"['shopping bag', 'hardware store', 'landfill', 'junk yard', 'antique store']",landfill,
8699,Where is tomato sauce delicious?,"['market', 'refrigerator', 'grown in vegetable garden', 'pizza', 'cake']",pizza,
8700,Where is too much snow likely to cause damage?,"['north pole', 'trees', 'surface of earth', 'roof', 'ground']",roof,
8701,Where is toothpaste likely to be?,"['bathroom', 'medicine cabinet', 'sink', 'the kitchen', 'mouth']",bathroom,
8702,Where is trash emptied from often?,"['state park', 'garbage dump', 'dumpster', 'subway', 'broom closet']",dumpster,
8703,Where is your condo if you're drinking Schlitz?,"['residential area', 'city', 'milwaukee', 'suburbia', 'schlitztown']",milwaukee,
8704,Where may I view sharks in a clear tunnel?,"['south pacific', 'sea world', 'pacific ocean', 'indian ocean', 'gulf of mexico']",sea world,
8705,Where may a human find peace?,"['jail', 'train station', 'workplace', 'church', 'park']",church,
8706,Where might  a  blowfish be kept?,"['little mermaid', 'pet shop', 'great outdoors', 'fish market', 'aquarium']",pet shop,
8707,Where might  jellyfish stay warm?,"['atlantic ocean', 'bikini bottom', 'japanese restaurant', 'store', 'pacific ocean']",pacific ocean,
8708,Where might I find a bowl nestled among other bowls in the kitchen?,"['refrigerator', 'kitchen top', 'cupboard', 'dishwasher', 'apartment']",cupboard,
8709,Where might I find a decanter outside of drinking alcohol?,"['georgia', 'kitchen cupboard', 'brewery', 'chemistry lab', 'restaurant']",chemistry lab,
8710,Where might I find a history of the kingdom?,"['europe', 'monarchy', 'saudi arabia', 'book', 'crown jewels']",book,
8711,Where might I find a mailbox and also buy stamps?,"['front yard', 'street corner', 'post office', 'school', 'apartment complex']",post office,
8712,Where might I find air to fill up these balloons?,"['balloon', 'space shuttle', 'clouds', 'house', 'supermarket']",supermarket,
8713,Where might I find information on current events in print form?,"['internet', 'car', 'television', 'book', 'newspaper']",newspaper,
8714,Where might I find pens with a company logo?,"['office', 'on a pencil', 'write sentences on paper', 'school', 'backpack']",office,
8715,Where might I find seating while waiting to take public transit in a major city?,"['rest area', 'bus depot', 'theatre', 'bus stop', 'church']",bus depot,
8716,Where might I find the names of a place to stay?,"['hotel', 'phone book', 'motel', 'in a story book', 'city']",phone book,
8717,Where might I find unusual varieties of roses?,"['botanic garden', 'flower garden', 'backyard', 'supermarket', 'outdoors']",botanic garden,
8718,Where might I hear and see information on current events?,"['internet', 'television', 'newspaper', 'book', 'radio']",television,
8719,Where might I place the lamp so it will help me see better while I do my homework?,"['nearby', 'table', 'house', 'building', 'desktop']",desktop,
8720,Where might I put this can of food in my home?,"['backpack', 'donation bin', 'grocery store', 'supermarket', 'cabinet']",cabinet,
8721,Where might I re-home a well loved piece of furniture from college days?,"['pawn shop', 'rug', ""friend's house"", 'room', 'apartment']",friend's house,
8722,Where might a bald eagle soar in clear skies?,"['nature preserve', 'mountainous area', 'in washington', 'soup', 'colorado in washington']",mountainous area,
8723,Where might a bass move closer?,"['river', 'freshwater lake', 'guitar store', 'music store', 'jazz band']",river,
8724,Where might a bear take trash?,"['dumpster', 'state park', 'dustbin', 'a recycling bin', 'container']",state park,
8725,Where might a bureau be in charge?,"['french government', 'home office', 'office building', 'parliament', 'bedroom']",french government,
8726,Where might a catwalk be quiet?,"['fieldhouse', 'construction site', 'new york city', 'theater', 'stadium']",theater,
8727,Where might a chess set outside get frozen?,"['michigan', 'dorm', 'cupboard', 'toy store', 'snow']",michigan,
8728,Where might a child go who has no home?,"['school', 'orphanage', 'most homes', 'recreational', 'pen']",orphanage,
8729,Where might a child keep their towel for overnight?,"['backpack', 'linen closet', 'swimming pool', 'at hotel', 'shelf']",backpack,
8730,Where might a conductor flail his arms in the air while he faces people?,"['opera', 'lead orchestra', 'subway', 'orchestra', 'choir']",orchestra,
8731,Where might a conductor have a hard time seeing ahead due to darkness?,"['lead orchestra', 'orchestra', 'lead play', 'opera', 'subway']",subway,
8732,Where might a family go on a nice day?,"['supermarket', 'park', 'funeral', 'the beach', 'wedding']",park,
8733,Where might a ferret get tangled?,"['petting zoo', 'cage', 'own home', ""mother's hair"", 'trouser leg']",mother's hair,
8734,Where might a ficus be at the entrance?,"['arboretum', 'public building', 'wet places', 'great outdoors', 'home']",public building,
8735,Where might a fluffy chair be found?,"['living room', 'desk', 'office', 'porch', 'fluffy house']",living room,
8736,Where might a human sit for extended periods over a bowl of water?,"['bathroom', 'solar system', 'coffee shop', 'space shuttle', 'airport']",bathroom,
8737,Where might a jellyfish get cold?,"['atlantic ocean', 'salt water', 'pacific ocean', 'hypermarket', 'store']",atlantic ocean,
8738,Where might a large dog live?,"['guard house', 'shake hands', 'drink water', 'come home', 'small house']",guard house,
8739,Where might a large personal apple tree be?,"['wisconsin', 'countryside', 'fields', 'front yard', 'backyard']",front yard,
8740,Where might a milking machine be located?,"['office', 'bar', 'barn', 'industrial area', 'museum']",barn,
8741,Where might a motionless horse be?,"['washington', 'painting', 'race track', 'safari', 'farmyard']",painting,
8742,Where might a person go if they need urgent care for a wound?,"['body', 'injury', 'patient', 'emergency room', 'hospital']",emergency room,
8743,Where might a person play an acoustic guitar as they wear headphones and sit in a booth with a window?,"['music shop', 'drums', 'closet', 'studio', 'house']",studio,
8744,Where might a person play an acoustic guitar at a birthday party?,"['studio', 'at funeral place', 'house', 'music shop', 'closet']",house,
8745,Where might a person store an antibiotic to keep it out of the reach of children?,"['stomach', 'pharmacy', 'prescribed', 'medicine cabinet', 'capsule']",medicine cabinet,
8746,Where might a person store pamphlets?,"['health department', 'drawer', 'bookstore', 'library', 'desk']",drawer,
8747,Where might a person visit if they need a new trumpet?,"['marching band', 'orchestra', 'dance club', 'high school band', 'music shop']",music shop,
8748,Where might a runway be trying to escape?,"['city', 'military base', 'fashion show', 'bowling alley', 'maze']",military base,
8749,Where might a runway head?,"['city', 'bowling alley', ""friend's house"", 'military base', 'fashion show']",city,
8750,Where might a small ball be bounced from?,"['soccer game', 'street', 'toy store', ""child's hand"", 'on the sidewalk']",child's hand,
8751,Where might a small dog run in packs?,"['trailer park', 'own home', ""grandmother's house"", 'apartment complex', 'basket']",trailer park,
8752,Where might a small dog spend a nice day?,"['backyard', 'own home', 'basket', 'bed room', 'dog show']",backyard,
8753,Where might a snake drop from?,"['tree', 'pet shops', 'feild', 'tropical forest', 'cage']",tree,
8754,Where might a snake hide?,"['clouds', 'tropical forest', 'hollow log', 'arid climate', 'petting zoo']",hollow log,
8755,Where might a snake slither out of?,"['tropical forest', 'underbrush', 'lake', 'outdoors', 'creeks']",underbrush,
8756,Where might a soldier be honored?,"['war zone', 'white house', 'guns', 'battlefield', 'tent']",white house,
8757,Where might a student grow a ficus?,"['flowerpot', 'farm', 'plant kingdom', 'science class', 'arboretum']",science class,
8758,Where might a student store a pencil when traveling,"['backpack', 'desktop', 'classroom', 'desk drawer', 'pocket']",backpack,
8759,Where might a t-shirt be kept?,"['suitcase', 'underground', 'shirtdress', 'closet', 'drawer']",drawer,
8760,Where might a tabby cat be most happy?,"['alley', 'lap', 'cellar', 'street', 'home']",home,
8761,Where might a teacher share her books?,"['cabinet', 'classroom', 'shelf', 'bookbag', 'desktop']",classroom,
8762,Where might a television used at night be?,"['cabinet', 'house', 'apartment', 'bedroom', 'woods']",bedroom,
8763,Where might a traveler keep their comb?,"['shoe', 'pocket', 'suitcase', 'barber shop', 'medicine cabinet']",suitcase,
8764,Where might a vacuum be stored?,"['space', 'container', 'orbit', 'dyson', 'closet']",closet,
8765,Where might a yard be tiny?,"['farmland', 'neighborhood', 'city', 'property', 'subdivision']",city,
8766,Where might an American weasel live?,"['michigan', 'chicken coop', 'great britain', 'hen house', 'in deep sea']",michigan,
8767,Where might an animal track be easily visible?,"['stadium', 'train station', 'subway', 'mud', 'snow']",snow,
8768,Where might an army captain be found?,"['airplane cabin', 'basketball team', 'military', 'battleship', 'fleet']",military,
8769,Where might an expressway leave the Us to go?,"['large city', 'canada', 'country', 'map', 'highways']",canada,
8770,Where might astronauts who miss a landing end up?,"['spaceship', 'suface of moon', 'space shuttle', 'at the', 'orbit']",orbit,
8771,Where might baggage be searched?,"['airports', 'helicopter', 'cruise ship', 'train station', 'room']",airports,
8772,Where might be a well manicured lawn?,"['ocean', 'michigan', 'north america', 'golf course', 'united states']",golf course,
8773,Where might be an odd place to put a washing machine?,"['laundromat', 'wash clothes', 'cellar', 'house', 'garage']",cellar,
8774,Where might birds be on a statute?,"['air', 'countryside', 'city hall', 'sky', 'park']",park,
8775,Where might customers go to walk around?,"['mall', 'park', 'market', 'found in restaurant', 'bookstore']",mall,
8776,Where might families decide on dinner together?,"['park', 'funeral', 'supermarket', 'wedding', 'hotel']",supermarket,
8777,Where might groceries go when you take them home and put them in a room that isn't the main cooking room?,"['trunk', 'supermarket', 'shelf', 'sink', 'pantry']",pantry,
8778,Where might informational pamphlets be found?,"['health department', 'library', 'bookstore', 'drawer', 'mail box']",library,
8779,Where might many bottles of glue be stored?,"['art room', 'garage', 'kitchen', 'cabinet', 'closed container']",cabinet,
8780,Where might nymphs live in a pleasure garden?,"['resort town', 'palace', 'subway', 'fairy tale', 'japan']",fairy tale,
8781,Where might one be unrestricted on a superhighway?,"['semi-truck', 'city', 'germany', 'america', 'computer network']",germany,
8782,Where might one find a bench of people sitting before they are taken away?,"['car stand', 'bus stop', 'state park', 'bus depot', 'rest area']",bus stop,
8783,Where might one see a fine picture as the background of their surrounding environment?,"['work', 'desktop', 'wall', 'art show', 'shelf']",art show,
8784,Where might people enjoy a swimming pool before bedtime while on vacation?,"['motel', 'california', 'fitness center', 'on the street', 'school']",motel,
8785,Where might people gather while they are waiting for a ride across town?,"['wedding', 'bus stop', 'convention', 'pool', 'apartment']",bus stop,
8786,Where might sheep go to a show?,"['walmart', 'wolf', 'farm', 'meadow', 'fairgrounds']",fairgrounds,
8787,Where might shoes be found under?,"['bed', 'closet', 'rug', 'table', 'a water buffalo']",bed,
8788,Where might someone drive through rows of apple tree?,"['countryside', 'mountains', 'front yard', 'wisconsin', 'washington state']",countryside,
8789,Where might someone fall on ice?,"['mixed drinks', 'refrigerator', 'antarctica', 'hockey game', 'water cooler']",hockey game,
8790,Where might someone find a very nice flat?,"['city', 'shoes', 'apartment building', 'town', 'london']",london,
8791,Where might someone find an abundance of cloth?,"['egyptian tombs', 'fabric store', 'kitchen', 'washing machine', 'bedroom']",fabric store,
8792,Where might someone find many varieties of ficus?,"['a greenhouse', 'pots', 'conservatory', 'front yard', 'california']",conservatory,
8793,Where might someone find old clothing?,"['trunk', 'drawer', 'suitcase', 'book shelf', 'washing machine']",trunk,
8794,Where might someone get beads on a balcony?,"['opera house', 'michigan', 'craft store', 'theater', 'new orleans']",new orleans,
8795,Where might someone go after dealing with a passing sentence?,"['death', 'grief', 'appeals', 'anger', 'grammar']",appeals,
8796,Where might someone go to watch a flute?,"['park', 'symphony', 'orchestra', 'music shop', 'musical instrument store']",symphony,
8797,Where might someone have a drink and watch comedy?,"['dinner', 'cinema', 'bar', 'refrigerator', 'show']",show,
8798,Where might someone have a statement printed?,"['mail', 'newspaper', 'smartphone', 'press release', 'letter']",newspaper,
8799,Where might someone in  a waiting room for lost luggage be?,"['clinic', 'hospitals', 'airport', 'mailroom', ""doctor's office""]",airport,
8800,Where might someone keep  moistener?,"['bathroom', 'towelette', 'hand lotion', 'drug store', 'desk drawer']",bathroom,
8801,Where might someone keep an eyeglasses case when at work?,"['drawer', 'bag', 'car', 'shirt pocket', 'on their desk']",shirt pocket,
8802,Where might someone keep personal soap?,"['birthday party', 'supermarket', 'own home', 'jail', 'cabinet']",own home,
8803,Where might someone learn about a piccolo?,"['music class', 'music instructor', 'bandroom', 'orchestra', 'wind ensemble']",music class,
8804,Where might someone leave their baggage on a platform?,"['customs', 'train station', 'airport carousel', 'cruise ship', 'airports']",train station,
8805,Where might someone live if they are only able to have a small dog?,"['dog show', 'manhattan apartment', 'tree', 'farm', ""neighbor's yard""]",manhattan apartment,
8806,Where might someone need a small table?,"['kitchen', 'demonstration', 'apartment', 'corner', 'furniture store']",apartment,
8807,Where might someone play with a frisbee?,"['golf course', 'park', 'roof', 'air', ""deadhead's van""]",park,
8808,Where might someone store guns in a loft?,"['frame house', 'hunting lodge', 'kitchen', 'ranch', 'city apartment']",hunting lodge,
8809,Where might students have to attend more than one period?,"['end of line', 'math', 'end of sentence', 'school', 'history']",school,
8810,Where might students need to use pens the most?,"['backpack', 'office', 'conference', 'drawing', 'school']",school,
8811,Where might there be lots of different lawns?,"['united states', 'north america', 'michigan', 'golf course', 'the park']",north america,
8812,Where might we find a place to stay that only has one floor?,"['mexico', 'magic', 'hotel', 'phone book', 'motel']",motel,
8813,Where might you feel cramped in a cubicle?,"['work', 'bank', 'constructing office space', 'home office', 'office building']",work,
8814,Where might you find a chair at an office?,"['stadium', 'kitchen', 'porch', 'cubicle', 'living room']",cubicle,
8815,Where might you find a computer user that is visiting a foreign city and didn't bring their own computer along?,"['school', 'hell', 'internet cafe', 'office building', 'despair']",internet cafe,
8816,Where might you find a large clock outside?,"['forest', 'office building', 'desk', 'house', 'shelf']",office building,
8817,Where might you find a map on an outside wall?,"['posession', 'suitcase', 'rest area', 'bus station', 'atlas']",rest area,
8818,Where might you find a penny beside your shoe?,"['piggy bank', 'coin purse', 'pocket', 'on the table', 'ground']",ground,
8819,Where might you find a row of apple tree?,"['new york', 'washington state', 'valley', 'park', 'fields']",park,
8820,Where might you find dirt on a place you would see a gutter and rubber hit it regularly?,"['race track', 'bed', 'ground', 'street', 'subway']",street,
8821,Where might you go to buy silk?,"['expensive clothing', 'garments', 'chinatown', 'downtown', 'nightgown']",chinatown,
8822,Where might you have cake with your ice cream?,"['earth', 'movie', 'party', 'served cold', 'freezer']",party,
8823,Where might you have to pay for a shopping bag now?,"['restaurant', 'closet', 'at starbucks', 'supermarket', 'home']",supermarket,
8824,Where might you need to visit a registry office before entering?,"['city', 'court house', 'chapel', 'town', 'office building']",office building,
8825,Where might you use a bus to get around?,"['michigan', 'computer', 'ocean', 'new york', 'city']",city,
8826,Where might you use a forklift to stack boxes onto shelves?,"['loading dock', 'construction site', 'supermarket', 'construction yard', 'warehouse']",warehouse,
8827,Where must a car park be?,"['city', 'shopping centre', 'downtown', 'outside', 'city center']",outside,
8828,Where must a jellyfish live?,"['store', 'see', 'japanese restaurant', 'hawaii', 'salt water']",salt water,
8829,Where must one wear a white shoe?,"['wedding', 'tennis', 'closet', 'left foot', 'house']",wedding,
8830,Where must you go for a blood transfusion?,"['gurney', 'person', 'hospital', 'artery', 'vein']",hospital,
8831,Where on land would you likely find a cannon?,"['fort', 'pay debts', 'pirate ship', 'battle', 'war museum']",fort,
8832,Where on the U.S. coast would you find Hollywood?,"['california', 'denmark', 'boulevard', 'country', 'united states']",california,
8833,Where on the east coast of the U.S. would you find some of the most famous skyscrapers?,"['big city', 'chicago', 'large city', 'in the sky', 'new york city']",new york city,
8834,Where on the planet would you expect a bald eagle to live?,"['colorado', 'outside', 'protection', 'zoo exhibit', 'world']",outside,
8835,Where on the upper body do people want to remove hair?,"['arm', 'mammals', ""person's head"", 'mammoth trunk', 'sink']",arm,
8836,Where should I have a map that I want to use soon?,"['posession', 'suitcase', 'backpack', 'rest area', 'shirt']",posession,
8837,Where should I not put these boxes if my house is likely to flood?,"['garage', 'cellar', 'basement', 'kitchen', 'attic']",basement,
8838,Where should I put a rug to keep my feet warm at night?,"['place', 'bedroom', 'table', 'ceiling', 'persia']",bedroom,
8839,Where should a blank sheet of paper be?,"['printer', 'box', 'office', 'add numbers', 'in a binder']",printer,
8840,Where should a cat be in a house?,"['backyard', 'rug', 'room', 'back yard', 'floor']",floor,
8841,Where should a human go if they have a full feeling in their bladder?,"['school', 'outside', 'restroom', 'cornfield', 'star trek']",restroom,
8842,Where should a small dog sleep if they have trouble peeing indoors?,"['water', 'kenne', 'aspca', ""person's home"", 'basket']",kenne,
8843,Where should a ventilation system be closed?,"['house', 'office building', 'in the attic', 'hospital', 'large building']",hospital,
8844,Where should an excavation never take place?,"['construction site', 'cemetary', 'building', 'city', 'archeological site']",cemetary,
8845,Where should leftovers go after coming out of the pan?,"['refrigerator', 'container', 'refrigerator', 'freezer', 'fridge']",container,
8846,Where should meat to be used soon be?,"['freezer', 'fridge', 'butcher shop', 'counter', 'frying pan']",fridge,
8847,Where should shoes not be?,"['walking', 'closet', 'suitcase', 'table', 'bed']",table,
8848,Where should watch to avoid being pinched by a crab?,"['eastern coast', 'sandy beach', 'fish market', 'north carolina', 'sand dunes']",sandy beach,
8849,Where should we move this furniture?,"['store', 'rug', 'room', ""friend's house"", 'online']",room,
8850,Where should you be careful of bees after drinking cider?,"['sky', 'field of flowers', 'beehive', 'orchard', 'countryside']",orchard,
8851,Where should you find a school in?,"['residential neighborhood', 'mosque', 'every city', 'prague', 'community']",every city,
8852,Where should you keep a pet lizard?,"['desert', 'garden', 'galapagos archipelago', 'wild', 'glass cage']",glass cage,
8853,Where should you keep your mustard after it's been opened?,"['jar', 'hot dog', 'hamburger', 'fast food restaurant', 'refrigerator']",refrigerator,
8854,Where should you look for your yoyo if it was stolen by a bratty young person?,"['toy store', 'toy shop', ""brother's room"", 'toy factory', 'own home']",brother's room,
8855,Where should you not drink water from?,"['jar', 'moon', 'surface of earth', 'toilet', 'bridge']",toilet,
8856,Where should you store a fiddle when you're not playing it?,"['violin case', 'tennessee', 'music store', 'bluegrass', 'alabama']",violin case,
8857,Where should you use a well sealed container?,"['pantry', 'refrigerator', 'dog house', 'kitchens', 'cargo ship']",refrigerator,
8858,Where south of the U.S. can you find a steak house serving Dos Equis cerveza?,"['japan', 'restaurant', 'mexico', 'united states', 'texas']",mexico,
8859,Where the newspaper landed if not on the porch?,"['roof', 'front door', 'lawn', 'subway', 'library']",lawn,
8860,Where to put the rope before we start the hike?,"['swimming pool', 'lower person', 'boat', 'backpack', 'lay down']",backpack,
8861,Where was he one speaker of many?,"['drive in movie', 'shelf', 'conference', 'lecture hall', 'demonstration']",conference,
8862,Where was the apple tree said to contain something forbidden?,"['north carolina', 'washington state', 'nil', 'great outdoors', 'garden of eden']",garden of eden,
8863,Where was there never any mammoth?,"['wild', 'north dakota', 'forest', 'movie', 'zoo']",zoo,
8864,Where were the cowboys herding the heifers across the property towards?,"['deep sea', 'slaughterhouse', 'cattle ranch', 'countryside', 'barnyard']",cattle ranch,
8865,Where were there recently a lot of closing sales?,"['grocery store', 'furniture store', 'department store', 'k mart', 'clothing store']",k mart,
8866,Where will a book being read by one person be kept?,"['school room', 'university', 'bedside table', 'pantry', 'discount store']",bedside table,
8867,Where will a bullet projectile be found during a war?,"['battle field', 'museum', 'weapon', 'canon', 'tornado']",battle field,
8868,Where will a native lemur be found?,"['india', 'hole', 'cage', 'habitat', 'rain forest']",rain forest,
8869,Where will any tearoom be?,"['building', 'london', 'england', 'boston ship harbor', 'restaurant']",building,
8870,Where will glue stay usable?,"['closed container', 'art room', 'sticky', 'desk drawer', 'cabinet']",closed container,
8871,Where will more than a drop of blood be spilt?,"['during a fight', 'needle', 'person', 'battlefield', 'test tube']",battlefield,
8872,Where will my kid put their coin in their room?,"['piggy bank', 'wishing well', 'parking meter', 'under pillow', 'change purse']",piggy bank,
8873,Where will someone go for killing?,"['investigation', 'court', 'going to jail', 'dies', 'death of']",going to jail,
8874,Where will the stage for the students' graduation be found?,"['theatre', 'show', 'concert hall', 'auditorium', 'opera']",auditorium,
8875,Where will you commonly get a potato with your order?,"['ireland', 'cooking pot', 'the atlantic ocean', 'steak house', 'beef stew']",steak house,
8876,Where will you find a brownstone apartment away from the center of town?,"['ring', 'new york city', 'brooklyn', 'subdivision', 'street']",subdivision,
8877,Where will you find an automobile that has broken down?,"['fast lane', 'for sale', 'racetrack', 'side of road', 'freeway']",side of road,
8878,Where will you find billions of grains of sand?,"['beach', 'eye', 'clam', 'dessert', 'bathing suit']",beach,
8879,Where will you find eggs before the farmer collects them?,"['supermarket', 'inside chicken', 'omletts', 'chicken coop', 'egg carton']",chicken coop,
8880,Where will you find more than one door?,"['wall', 'hardware store', 'apartment', 'building', 'office']",apartment,
8881,Where will you find wheat planted?,"['bread', 'countryside', 'the forest', 'mill', ""farmer's field""]",farmer's field,
8882,Where will you store a bowl while not in use?,"['apartment', 'outside', 'dishwasher', 'cabinet', 'restaurant']",cabinet,
8883,Where will you wait in a reception area when you're suffering?,"['hospital', 'people', 'motel', 'drug store', 'hotels']",hospital,
8884,Where would Bob go to buy pills?,"['pharmacy', 'jar', 'hospital', 'medicine bottle', 'medicine cabinet']",pharmacy,
8885,Where would I buy beer if I ran out?,"['casino', 'fridge', 'bottle', 'grocery store', 'refrigerator']",grocery store,
8886,Where would I go to see a musician playing a snare drum in a theater?,"['drum kit', 'piano', 'high school band', 'marching band', 'orchestra']",orchestra,
8887,Where would I go to see the most brands of oboe?,"['orchestra', 'case', 'guitar center', 'band', 'music store']",music store,
8888,Where would I put a rosebush if I did not have any containers to store it in?,"['flower garden', 'garden center', 'pot', 'pot', 'formal garden']",formal garden,
8889,Where would I put a rosebush if I did not want to keep it outside?,"['pot', 'garden center', 'front lawn', 'formal garden', 'backyard']",pot,
8890,Where would a Martian find the Indian Ocean?,"['asia', 'southern hemisphere', 'planet', 'east', 'earth']",earth,
8891,Where would a bald eagle be safest?,"['great outdoors', 'in washington', 'toy store', 'nature reserve', 'on a flag']",nature reserve,
8892,Where would a bald eagle land?,"['canada', 'wildlife refuge', 'open country', 'on a lake', 'pine tree']",pine tree,
8893,Where would a ballpoint pen be useful for a writing a check?,"['bank', 'backpack', 'office desk', 'home', 'desk drawer']",bank,
8894,Where would a bathroom towel be found?,"['locker room', 'at hotel', 'cupboard', 'linen closet', 'behind the bathroom door']",linen closet,
8895,Where would a beauty parlor be?,"['georgian houses', 'city', 'building', 'victorian house', 'underwater']",building,
8896,Where would a bell end a scheduled class?,"['church', 'boat', 'school', 'educational institution', 'front door']",school,
8897,Where would a box office be selling tickets for something that is happening outside?,"['movie theater', 'theater district', 'ballpark', 'theatre', 'street']",ballpark,
8898,Where would a brave squirrel be found?,"['street', 'forest', 'tree', 'yard', 'park']",street,
8899,Where would a business man keep a plane ticket with other documents?,"['briefcase', 'boarding plane', 'airport', 'pocket', 'shirt sleeve']",briefcase,
8900,Where would a captain be on the sea?,"['military', 'bridge of ship', 'battleship', 'basketball team', 'cruise ship']",battleship,
8901,Where would a cat be digging for a mouse?,"['compost pile', 'floor', 'hostel', 'milky way galaxy', 'back alley']",compost pile,
8902,Where would a cat like to relieve himself?,"['ground', 'sand box', 'michigan', 'warm bed', 'warm place']",sand box,
8903,Where would a cat not belong?,"['back alley', 'swimming pool', 'milky way galaxy', 'compost pile', 'back yard']",milky way galaxy,
8904,Where would a cat sit to soak up sunlight?,"['barn', 'house', 'window sill', 'humane society', 'comfortable chair']",window sill,
8905,Where would a child be happy to find chocolate?,"['nearby', 'supermarket', 'box', 'candy store', 'christmas stocking']",christmas stocking,
8906,Where would a clock help you to know when something will get there?,"['desk is incorrect one', 'desk', 'school room', 'department store', 'train station']",train station,
