,question,choices,answer,rationales
7597,When you want to see new items what do you have to do?,"['go to movies', 'open eyes', 'have eyes open', 'ask', 'look for']",open eyes,
7598,When you're away on a business trip where can you take a bath?,"['hotel room', 'own home', 'public fountain', 'greece', 'house']",hotel room,
7599,When you're creating art and are interrupted constantly you will likely feel what?,"['relax', 'frustration', 'pleasure', 'controversy', 'park']",frustration,
7600,When you're driving you're what from place to place?,"['transportation', 'traffic jams', 'moving', 'dragging', 'traffic accident']",moving,
7601,When you're getting drunk and stumbling what might you be feeling?,"['stumbling', 'nausea', 'fights', 'death', 'your head hit the ground']",nausea,
7602,When you're telling many people about something you will need to do what to address them?,"['hand signals', 'speak', 'shout', 'earthquake', 'yell']",speak,
7603,Where  are kids likely to be found in a school cafeteria?,"['large room', 'polytechnic', 'acquire and consume food', 'college', 'high school']",high school,
7604,Where  is a mirror usually long?,"['car', 'shoe store', 'dressing room', 'closet', 'bedroom']",dressing room,
7605,Where  might someone find lots of homes with a balcony railing?,"['theater', 'hotel', 'new orleans', 'theatre', 'apartment complex']",apartment complex,
7606,Where a small stream goes between farms?,"['wilderness', 'lake', 'woods', 'countryside', 'forest']",countryside,
7607,Where above your kitchen sink could you store canned food?,"['cupboard', 'oven', 'grocery store', 'pantry', 'cellar']",cupboard,
7608,Where always has a large amount of trash that only grows?,"['dumpster', 'detroit', 'garbage dump', 'state park', 'subway']",garbage dump,
7609,Where are  people likely to push a religious tract?,"['public place', 'airport', ""church's track rack"", 'laundromat', 'stage']",public place,
7610,Where are a lot of offices in New York?,"['school building', 'skyscraper', 'business', 'grocery store.', 'work']",skyscraper,
7611,Where are adults likely to be paid to to sit at a desk?,"['bathroom', 'office building', 'library', 'garage sale', 'schoolroom']",office building,
7612,Where are all employees likely to carry a weapon?,"['war', 'police station', 'army bunker', 'security personnel', 'holster']",police station,
7613,Where are all ferret found before they are captured?,"['hutch', 'tree house', 'north america', 'rocky mountains', 'out of doors']",out of doors,
7614,Where are all participants likely to need sports equipment?,"['dicks sporting goods', 'sporting event', 'mall', 'sears', 'sporting goods store']",sporting event,
7615,Where are all planets located?,"['universe', 'outer space', 'sky', 'milky way', 'orbit']",universe,
7616,Where are animals avoided by people?,"['laboratory', 'state park', 'fairgrounds', 'the grocery store', 'zoos']",state park,
7617,Where are apple trees likely to be solitary?,"['pennsylvania', 'valley', 'park', 'orchard', 'fields']",valley,
7618,Where are beautiful cars often found?,"['bridge', 'car show', 'freeway', 'parking lot', 'race track']",car show,
7619,Where are books often kept in a home?,"['cabinet', 'shelf', 'obesity', 'table', 'backpack']",shelf,
7620,Where are boxes of products stored?,"['shoe store', 'basement', 'shed', 'garage', 'warehouse']",warehouse,
7621,Where are buildings likely to be small?,"['large city', 'university', 'underground', 'town', 'in ant town']",town,
7622,Where are cars likely to move quickly?,"['car dealership', 'car show', 'superb', 'parking lot', 'freeway']",freeway,
7623,Where are doctors known for going in their off time?,"['nursing home', 'emergency room', 'medical office', 'school', 'golf course']",golf course,
7624,Where are files likely to be hanging?,"['filing cabinet', 'tree', 'suitcase', 'computer', 'desk drawer']",filing cabinet,
7625,Where are fish from salt water happiest?,"['river', 'boat', 'aquarium', 'brackish', 'ocean']",ocean,
7626,Where are floors kept clean for holy purposes?,"['restaurant', 'basement', 'all buildings', 'carpet', 'synagogue']",synagogue,
7627,Where are folding chairs likely to be found?,"['kitchen', 'desk', 'office', 'bathroom', 'living room']",office,
7628,Where are gallons of beer held in one container?,"['outside', ""friend's house"", ""neighbor's house"", 'keg', 'refrigerator']",keg,
7629,Where are horses found in fields?,"['field', 'kept in barn stalls', 'race track', 'countryside', 'fair']",countryside,
7630,Where are horses found with jockeys?,"['magazines', 'race track', 'countryside', 'fair', 'kept in barn stalls']",race track,
7631,Where are hot dogs are a commonly sold item away from a grocery store?,"['park', 'disneyland', 'churro stand', 'bowling alley', 'sporting event']",sporting event,
7632,Where are human nerves found?,"['possum', ""person's body"", 'animal', 'organism', 'fingertips']",person's body,
7633,Where are humans kept in large amounts in small spaces?,"['solar system', 'school', 'prison', 'apartment building', 'bus']",apartment building,
7634,Where are leaves best left?,"['ground', 'street', 'trees', 'roof', 'in the garbage']",trees,
7635,Where are leaves likely to cause an accident?,"['roof', 'ground', 'trees', 'field', 'street']",street,
7636,Where are leaving in order to go to a spa?,"['house', 'hotel', 'country club', 'health centre', 'backyard']",house,
7637,Where are light bulbs frequently found?,"['basement', 'house', 'theatre', 'room', 'lamp']",room,
7638,Where are magazines usually old?,"['library', 'market', 'doctor', 'table', 'library']",doctor,
7639,Where are mats usually placed in a house?,"['bathroom', 'kitchen', 'floors', 'living room', 'doorway']",floors,
7640,Where are mice usually found in  house?,"['on the couch', 'disneyland', 'garage', 'kitchen', 'cupboard']",kitchen,
7641,Where are mine's typically located under?,"['pennsylvania', 'desert', 'valley', 'cambodia', 'mountain']",mountain,
7642,Where are not many people allowed to go?,"['street corner', 'supermarket', 'space shuttle', 'an airport', 'public place']",space shuttle,
7643,Where are old pictures kept?,"['museum', 'trunk', 'suitcase', 'attic', 'fridge']",attic,
7644,Where are peas likely to be freshest?,"[""farmer's market"", 'supermarket', 'freezer', 'microwave', 'grocery store']",farmer's market,
7645,Where are people likely to enjoy a show?,"['theater', 'wedding', 'in the garden', 'opera', 'convention']",theater,
7646,Where are people likely to find food?,"['opera', 'supermarket', 'building', 'conference', 'apartment']",supermarket,
7647,Where are people likely to kick a ball?,"['soccer game', ""child's hand"", 'soccer field', 'arena', 'toy store']",soccer game,
7648,Where are people likely to leave a car in a parking lot for an extended time?,"['shopping center', 'airport', 'business district', 'city', 'swimming pool']",airport,
7649,Where are people likely to live in small areas?,"['apartment', 'opera', 'supermarket', 'train station', 'mansion']",apartment,
7650,Where are people likely to sing?,"['apartment', 'supermarket', 'train station', 'opera', 'conference']",opera,
7651,Where are people likely to stand at an intersection?,"['cars', 'city street', 'street corner', 'fork in road', 'at a red light']",street corner,
7652,Where are people most likely to ride a bicycle beside canals?,"['university', 'netherlands', 'schoolyard', 'road', 'garage']",netherlands,
7653,Where are people usually most comfortable?,"['spend time', 'taking bath', 'own land', 'own home', 'talk to each other']",own home,
7654,Where are people who do the same kind of work likely to gather?,"['train station', 'convention', 'workplace', 'wedding', 'theater']",convention,
7655,Where are pictures kept with magnets?,"['bedroom wall', 'newspaper', 'suitcase', 'attic', 'fridge']",fridge,
7656,Where are plants happiest in the spring?,"['garden', 'surface of earth', 'in the shade', 'park', 'greenhouse']",garden,
7657,Where are plants likely to be handled by a city employee?,"['park', 'windowsill', 'ground', 'office', 'garden']",park,
7658,Where are prepared mushrooms purchased?,"['refrigerator', 'ground', 'grocery store', 'pizza', 'forest']",grocery store,
7659,Where are rats that live with turtles likely to be?,"['roof', 'sewers', 'cellar', 'laboratory', 'reptile farm']",sewers,
7660,Where are rosebushes typically found outside of large buildings?,"['courtyard', 'landscaping', 'mailbox', 'california', 'botanic garden']",courtyard,
7661,Where are seats most likely bleachers?,"['movies', 'opera', 'theater', 'lecture hall', 'hockey game']",hockey game,
7662,Where are seats often plush?,"['rest area', 'theater', 'hockey game', 'classroom', 'opera']",opera,
7663,Where are small city halls usually located?,"['opera singers', 'detroit', 'court', 'towns', 'downtown area']",towns,
7664,Where are small grapes likely to be found?,"['lunch box', 'food store', 'wine country', 'kitchen', 'raisins']",wine country,
7665,Where are small grapes used?,"['picnic basket', 'wine press', 'juice', 'fruit cocktail', 'kitchen']",wine press,
7666,Where are student likely to utilize a parking structure?,"['college campus', 'mall', 'big city', 'behind the garage.', 'chicago']",college campus,
7667,Where are the boxes that can't be accessed while standing upright?,"['bungalow', 'garage', 'basement', 'attic', 'loft']",attic,
7668,Where are the seats frequently covered in popcorn and soda?,"['movies', 'opera', 'show', 'auditorium', 'classroom']",movies,
7669,Where are there likely to be high tech computers?,"['space shuttle', 'library', 'post office', 'internet cafe', 'mit']",space shuttle,
7670,Where are there lots of seats placed in rows surrounding a court?,"['show', 'auditorium', 'movies', 'soccer stadium', 'hockey game']",auditorium,
7671,Where are there many large rock?,"['surface of earth', 'ground', 'quary', 'countryside', 'mountain range']",mountain range,
7672,Where are there millions of blowfish?,"['atlantic ocean', 'jungle', 'cuba', 'sea water', 'lake']",atlantic ocean,
7673,Where are there millions of marmoset sitting in trees?,"['france', 'latin america', 'columbia', 'underground', 'dictionary']",latin america,
7674,Where are there more telephone booths?,"['gas stations', 'city', 'london', 'train station', 'airport']",city,
7675,Where are there more than 1 trillion planets like earth?,"[""god's creation"", 'ball stopped', 'gravity', 'milky way', 'universe']",universe,
7676,Where are there often multiple personal televisions?,"['house', 'bar', 'liquor', 'living room', 'cabinet']",house,
7677,Where are there often spiders in a house?,"['in wall', 'cellar', 'floor', 'web', 'basement']",basement,
7678,Where are there very famous churchyard?,"['village', 'missouri', 'country side', 'england', 'city']",england,
7679,Where are things sometimes organized by a card catalog?,"['store', 'recipe book', 'kitchen', 'easy browsing', 'library']",library,
7680,Where are thousands of acres of farmland and Mt. Rushmore?,"['house', 'farming areas', 'countryside', 'north dakota', 'michigan']",north dakota,
7681,Where are tires are found on all of the vehicles found where you can travel long distances?,"['airport', 'repair shop', 'car show', 'black', 'under the bed']",airport,
7682,Where are trees likely to be protected?,"['orchard', 'at the tree store.', 'countryside', 'forest', 'state park']",state park,
7683,Where are trees likely to be very thick?,"['orchard', 'forest', 'state park', 'countryside', 'jungle']",forest,
7684,Where are trees likely to line a road?,"['countryside', 'state park', 'forest', 'garden', 'yard']",countryside,
7685,Where are trees safest?,"['university', 'rainforest', 'zoo', 'state park', 'san francisco']",state park,
7686,Where are unwanted advertisements often delivered to a home?,"['mail box', 'subway', 'mail bags', 'yard', 'television']",mail box,
7687,Where are very high tech computers found?,"['house', 'library', 'office', 'space shuttle', 'desktop']",space shuttle,
7688,Where are woods likely to not have evergreens?,"['tract of undevolped land', 'country', 'cut trees deer', 'rural area', 'northeast']",northeast,
7689,Where are you heading if you walk down a staircase to get a jar of preserves?,"['bunker', 'school', 'apartment building', 'mansion', 'cellar']",cellar,
7690,Where are you if a cow you've raised gets an award?,"['county fair', 'stable', 'barnyard', 'sheepfold', 'farmyard']",county fair,
7691,Where are you if a number of athletes are wrestling?,"['bruises', 'competition', 'ancient greece', 'get free', 'wins']",competition,
7692,Where are you if professionals are applying hair gel?,"['dressing room', 'perfumery', 'bathroom', 'beauty salon', 'barbers']",barbers,
7693,Where are you if the person next to you has a briefcase and you're accused of a misdeed?,"['hand', 'airport', 'desk', 'to help', 'courtroom']",courtroom,
7694,Where are you if there are large speakers playing music?,"['headphones', 'desktop', 'concert', 'conference', 'car']",concert,
7695,Where are you if there is a dental office along with other similar provider?,"['urban area', 'strip mall', 'office', 'town', 'medical building']",medical building,
7696,Where are you if you have to order a cup of coffee?,"['mexico', 'tired', 'table', 'coffee shop', 'desk']",coffee shop,
7697,Where are you if you open the night table drawer to find a bible placed by the gideons?,"['hallway', 'homes', 'furniture store', 'holding alarm clock', 'hotel']",hotel,
7698,Where are you if you're drinking beer and watching men hit a black and white ball with their feet?,"['shelf', 'soccer game', 'refrigerator', 'can', 'on a yacht']",soccer game,
7699,Where are you if you're hearing a bass clarinet accompanying people singing in German?,"['orchestra', 'school band', 'music store', 'opera house', 'symphony']",opera house,
7700,Where are you if you've paid to be in a dinning room?,"['own home', 'table to eat on', 'mansion', 'restaurant', 'table to eat on']",restaurant,
7701,Where are you if you've received bbq after paying?,"['ribs', 'backyard', 'texas', 'restaurant', 'louisiana']",restaurant,
7702,Where are you if your reading magazines while waiting for a vehicle on rails?,"['vegetables', 'market', 'doctor', 'train station', 'bookstore']",train station,
7703,Where are you likely to find  a person called Cinderella?,"['space shuttle', 'hotel', 'hospital', 'street corner', 'fairy tale']",fairy tale,
7704,Where are you likely to find a bald eagle on a floating bridge?,"['pacific northwest', 'river', 'canada', 'northern california', 'washington state']",pacific northwest,
7705,Where are you likely to find a comforter in many beds?,"['livingroom', 'outside', 'world', 'babies mouth', 'cedar chest']",world,
7706,Where are you likely to find a corner shop selling hats?,"['subway', 'street corner', 'england', 'town', 'minnesota']",england,
7707,Where are you likely to find a cubicle for many corporations?,"['office building', 'work', 'bank', 'office work', 'restroom']",office building,
7708,Where are you likely to find a lot of maps?,"['amusement park', 'drawing', 'atlas', 'backpack', 'classroom']",atlas,
7709,Where are you likely to find a paper program?,"['theater', 'computer', 'opera', 'television', 'concert']",opera,
7710,Where are you likely to find a phone bill?,"['mail slot', 'congress', 'restaurant', 'mail box', 'envelope']",mail box,
7711,Where are you likely to find a professional prostitute?,"['new york', 'whorehouse', 'street corner', 'corner of two streets', 'brother']",whorehouse,
7712,Where are you likely to find a reception area in a business at which you spend twenty-four hours?,"['bank', 'hotels', 'law firm', 'hospital', 'people']",hotels,
7713,Where are you likely to find a sideboard filled with serving dishes?,"['home', 'kitchen', 'dining room', 'storage of candles', 'bathroom']",dining room,
7714,Where are you likely to find a tupperware container?,"['pantry', 'kitchens', 'stove', 'food', 'refrigerator']",kitchens,
7715,Where are you likely to find an art gallery?,"['london', 'downtown area', 'large city', 'middle of town', 'frankfurt']",large city,
7716,Where are you likely to find an artisan market?,"['town', 'village', 'rural area', 'buy fresh vegetables', 'by a lake']",town,
7717,Where are you likely to find an injured soldier?,"['helicopter', 'war zone', 'armored car', 'white house', 'battlefield']",war zone,
7718,Where are you likely to find endless shelves?,"['kitchen', 'corner', 'bookstore', 'refrigerator', 'cupboard']",bookstore,
7719,Where are you likely to find just a few words?,"['books', 'sentence', 'newspaper', 'mouth', 'ring true']",sentence,
7720,Where are you likely to find many a bench?,"['bus depot', 'state park', 'bus stop', 'train station', 'school']",bus depot,
7721,Where are you likely to find melted cheese?,"['refrigerator', 'bread', 'fridge', 'pizza', 'market']",pizza,
7722,Where are you likely to find more than one parking lot?,"['shopping center', 'airport', 'circus', 'town', 'city']",city,
7723,Where are you likely to find personal books?,"['classroom', 'library', 'shelf', 'cabinet', 'desktop']",desktop,
7724,Where are you likely to find the freshest tomatoes?,"['pizza', 'squashed', 'refrigerator', 'market', 'on pizza']",market,
7725,Where are you likely to find water underneath?,"['toilet', 'sink', 'jar', 'bridge', 'house']",bridge,
7726,Where are you likely to find well stocked aisles?,"['supermarket', 'church', 'car wash', 'sanctuary', 'building']",supermarket,
7727,Where are you likely to get very fresh fruit?,"['sand', 'market', 'san francisco', 'tree', 'refrigerator']",tree,
7728,Where are you likely to receive mouthwash in a little paper cup?,"['bottle', 'drug store', ""dentist's office"", 'doctor office', 'bathroom']",dentist's office,
7729,Where are you likely to see many stars?,"['night sky', 'outer space', 'constellation', 'galaxy', 'universe']",night sky,
7730,Where are you likely to see more than one office building?,"['work', 'industrial complex', 'city', 'new york', 'suburbia']",city,
7731,Where are you likely to see stars out the window?,"['space shuttle', 'building', 'on the lawn', ""friend's house"", 'wall']",space shuttle,
7732,Where are you likely to take peanut butter out of?,"['cupboard', 'supermarket', 'jar', 'container', 'pantry']",jar,
7733,Where are you likely to to find a marmot other than the zoo?,"['wilderness', 'south america', 'jungle', 'in its den.', 'new zealand']",wilderness,
7734,Where are you normally when you take a bath?,"['greece', 'hotel room', 'clothing store', 'own home', 'house']",own home,
7735,Where are you not likely to find a bed?,"['hotel room', 'rest area', 'hospital', ""neighbor's house"", 'loft']",rest area,
7736,Where are you not likely to find an apple tree?,"['new york', 'washington state', 'valley', 'rainforest', 'park']",new york,
7737,Where are you unlikely to find a taxi?,"['airport', 'street', 'train station', 'downtown', 'taxiplane']",train station,
7738,Where are you unlikely to see clouds?,"['top of mountain', 'inside of a house', 'ground level', 'air', 'sky']",ground level,
7739,Where are you when an employee brings you cooked potatoes?,"['bathroom', 'cellar', 'countryside', 'restaurant', 'plate']",restaurant,
7740,Where are you when you need a pencil during a advanced theoretical physics speech?,"['desk drawer', 'home', 'university', 'classroom', 'pocket']",university,
7741,Where are you when you put your birth control pill to the test?,"['drug store', 'bedroom', ""chemist's shop"", 'medicine cabinet', 'womans purse']",bedroom,
7742,Where can I drink beer or any other alcoholic beverage?,"['bar', 'vending machine', 'bottle', 'refrigerator', 'hockey game']",bar,
7743,Where can I find a bowl of whipped cream?,"['store', 'restaurant', 'cupboard', 'refrigerator', 'apartment']",refrigerator,
7744,Where can I find a constitutional monarchy with a parliamentary democracy and federation?,"['church', 'democracy', 'canada', 'country', 'civilization']",canada,
7745,Where can I find a steakhouse with a view of canyons?,"['nebraska', 'mexico', 'new york', 'utah', 'japan']",utah,
7746,Where can I find a steakhouse with a view of corn fields?,"['nebraska', 'new york', 'mexico', 'home', 'utah']",nebraska,
7747,Where can I get a drink?,"['bar', 'china', 'a brothel', 'theater', 'space shuttle']",bar,
7748,Where can I go to eat and be treated like a gentleman?,"['restaurant', 'church', 'throne', 'club', 'university']",restaurant,
7749,Where can I go to see a really big toy balloon floating at the top of a dome?,"['parade', 'circus', 'amusement park', 'birthday party', 'magic show']",circus,
7750,Where can I go to take classes on playing an upright piano?,"['college', 'living room', 'house', 'band', 'music room']",college,
7751,Where can I put a coin to stop my car from being towed?,"['piggy bank', 'wishing well', 'change purse', 'slot machine', 'parking meter']",parking meter,
7752,Where can I put the bean bag chair so that everyone can use it?,"['sofa', 'floor', 'family room', ""person's home"", 'house']",family room,
7753,Where can I ride my bicycle in order to take graduate classes?,"['bike path', 'schoolyard', 'netherlands', 'street', 'university']",university,
7754,Where can I store this clean fork if I am not presently using it?,"['in a box', 'plane', 'kitchen drawer', 'table', 'plate']",kitchen drawer,
7755,Where can a beaver find materials to build their dams?,"['zoo', 'body of water', 'home depot', 'books', 'wooded area']",wooded area,
7756,Where can a calendar be purchased normally?,"['office supply store', 'desktop', 'smart phone', 'wrist watch', 'date book']",office supply store,
7757,Where can a child get a wagon?,"['field', 'garage', 'bookstore', 'backyard', 'toy store']",toy store,
7758,Where can a child go to get in lines with other children?,"[""mother's womb"", 'the dmv', 'orphanage', 'most homes', 'school']",school,
7759,Where can a child learn about the adventures of a talking monkey?,"['rain forest', 'tropical areas', 'pet store', 'library', 'story book']",story book,
7760,Where can a ferret hide easily?,"[""cousin's house"", 'taxi cab', 'wood pile', 'own home', 'in a fridge']",wood pile,
7761,Where can a finger be warm?,"['glove', 'ring', 'cake batter to taste add weight to scale', 'nose', 'hand']",glove,
7762,Where can a grain of sand cause a person a lot of pain and possible damage sight?,"['eye', 'clam', 'bathing suit', 'shoes', 'beach']",eye,
7763,Where can a human find an animal park among other attractions?,"['school', 'new york city', 'carnival', 'many places', 'zoo']",new york city,
7764,Where can a human find body coverings?,"['phone booth', 'clothing store', 'workplace', 'swimming pool', 'closets']",clothing store,
7765,Where can a human find dive in chlorinated dihydrogen monoxide?,"['phone booth', 'clothing store', 'swimming pool', 'school', 'dining hall']",swimming pool,
7766,Where can a human go on Sunday?,"['jail', 'love', 'restaurant', 'church', 'homes']",church,
7767,Where can a human in a large northeastern city find food?,"['store', 'school', 'many places', 'new york city', 'zoo']",many places,
7768,Where can a human relax?,"['workplace', 'park', 'church', 'war zone', 'jail']",park,
7769,Where can a human take flight?,"['school', 'aircraft', 'band', 'factory', 'car']",aircraft,
7770,Where can a lady store a writing instrument while away from home?,"['office supply store', 'in her shoe', 'classroom', 'purse', 'stationery store']",purse,
7771,Where can a mouse be found in a box?,"['at the store', 'computer store', 'cupboard', 'pantry', 'own home']",computer store,
7772,Where can a person be paid to play a triangle?,"['math book', 'math class', 'orchestra', 'music class', 'pythagoras theorem']",orchestra,
7773,Where can a person buy a snake?,"['tropical forest', 'walmart', 'north america', 'feild', 'pet shops']",pet shops,
7774,Where can a person buy clothing and appliances?,"['shop', 'department store', 'mall', 'closet', 'garage sale']",department store,
7775,Where can a person drink alcohol as they slice a steak?,"['pub', 'chemistry lab', 'manual', 'supermarket', 'restaurants']",restaurants,
7776,Where can a person find the Ann Arbor Expressway?,"['american city', 'large city', 'eastern united states', 'metropolitan area', 'michigan']",michigan,
7777,Where can a person purchase grapes?,"['field', 'food store', 'wine country', 'lunch box', 'vending machine']",food store,
7778,Where can a person use pencils to keep score?,"['restaurant', 'cabinet', 'backpack', 'bowling alley', 'classroom']",bowling alley,
7779,Where can a shirt be found in a hotel room?,"['closet', 'drawer', 'garderobe', 'shelf', 'suitcase']",suitcase,
7780,Where can a student find their pens?,"['art class', 'backpack', 'school', 'office', 'take notes']",backpack,
7781,Where can a talking bee be found?,"['great outdoors', 'story book', 'flower shop', 'field of flowers', 'herb garden']",story book,
7782,Where can a television be stored and hidden?,"['apartment', 'living room', 'bedroom', 'kitchen', 'cabinet']",cabinet,
7783,Where can a vegetarian restaurant be found?,"['san francisco', 'anywhere', 'downtown', 'most cities', 'in the country']",anywhere,
7784,Where can a woman get birth control pills?,"['drug store', 'medicine cabinet', 'hormones', 'vagina', 'pharmacy']",pharmacy,
7785,Where can birds clean themselves?,"['outside', 'nest', 'birdhouse', 'roof', 'water fountain']",water fountain,
7786,Where can butter be found in small pats?,"['refrigerator', 'restaurant', ""inside a mammoth's handbag"", 'pastry', 'fridge']",restaurant,
7787,Where can chicken be kept fresh longer?,"['french fries', 'plate', 'freezer', 'pizza', 'fast food restaurant']",freezer,
7788,Where can customers shop outside?,"['mall', 'market', 'the ocean', 'found in restaurant', 'bookstore']",market,
7789,Where can food stay cold?,"['cupboard', 'fridge', 'oven', 'glass', 'table']",fridge,
7790,Where can fungus grow on walls?,"['shower stall', 'salad', 'locker room', 'basement', 'bathroom']",basement,
7791,Where can humans have a cup of coffee or a sandwich?,"['movies', 'idaho', 'university', 'cafe', 'universe']",cafe,
7792,Where can just a few passengers ride?,"['car', 'transportation', 'bus depot', 'vehicle', 'train station']",car,
7793,Where can leaves slide from and end up in a gutter?,"['trees', 'spout', 'roof', 'ground', 'street']",roof,
7794,Where can many a soup be purchased?,"['cupboard', 'garden', 'supermarket', 'jar', 'container']",supermarket,
7795,Where can many merchants have their stores under one roof?,"['supermarket', 'store', 'mall', 'market', 'shopping center']",mall,
7796,Where can meat last a long time?,"['backery', 'ham sandwich', 'fridge', 'butcher shop', 'freezer']",freezer,
7797,Where can one attend a famous bazaar?,"['china', 'festival', 'istanbul', 'arabia', 'india']",india,
7798,Where can one find a singing human?,"['band', 'aircraft', 'outer-space', 'space shuttle', 'factory']",band,
7799,Where can one find a store that sells sports equipment?,"['mall', 'bathroom', 'school', 'sporting goods store', 'sporting event']",mall,
7800,Where can one find a variety of bread?,"['room', 'dinner', 'plastic bag', 'refrigerator', 'supermarket']",supermarket,
7801,Where can one find a wide variety of chocolate?,"['candy store', 'box', 'drug store', 'movies', 'christmas stocking']",candy store,
7802,Where can one find multiple closets?,"['hotel', 'apartment building', 'bedroom', 'school', 'house']",house,
7803,Where can one find shelter in the city?,"['homeless shelter', 'shelterbelt', 'house', 'tree', 'bus stop']",bus stop,
7804,Where can one use opera glasses?,"['theme park', 'antique store', 'theater', ""woman's purse"", 'museum']",theater,
7805,Where can peanut butter be bought?,"['pantry', 'cupboard', 'cupboard', 'supermarket', 'jar']",supermarket,
7806,Where can peanut butter be stored?,"['container', 'supermarket', 'pantry', 'sandwich', 'jar']",pantry,
7807,Where can personal mushrooms be kept fresh?,"['ocean', 'grocery store', 'supermarket', 'refrigerator', 'pizza']",refrigerator,
7808,Where can plants always be grown?,"['greenhouse', 'garden', 'park', 'house', 'surface of earth']",greenhouse,
7809,Where can someone buy a fresh potato?,"[""farmer's market"", 'deep sea', 'bushel basket', 'ireland', 'grocery bag']",farmer's market,
7810,Where can someone eat popcorn quietly?,"['soccer game', 'movie theater', 'movie house', 'carnival', 'circus']",movie house,
7811,Where can someone enjoy ice cream in the dark?,"['party', 'bedroom', 'movie', 'freezer', 'disneyland']",movie,
7812,Where can someone find a shiny advertisement?,"['magazine', 'email', 'store', 'bus', 'closet']",magazine,
7813,Where can someone find many a finger?,"['point', 'hand', 'cake batter to taste', 'glove', 'nose']",hand,
7814,Where can someone find the freshest green beans?,"['fields', 'mouth', ""farmer's market"", 'container', 'plate']",farmer's market,
7815,Where can someone get a flute?,"['orchestra', 'steal it', 'marching band', 'symphony', 'musical instrument store']",musical instrument store,
7816,Where can someone get information in audio?,"['book', 'article', 'television', 'meeting', 'newspaper']",television,
7817,Where can someone get well water?,"['oil field', 'field', 'countryside', 'kansas', 'ground']",ground,
7818,Where can someone go and buy cheese?,"['pizza', 'bar', 'fridge', 'market', 'refrigerator']",market,
7819,Where can someone keep a digital file?,"['suitcase', 'filing cabinet', 'computer', 'desk drawer', 'cloud']",computer,
7820,Where can someone keep a small clock?,"['office building', 'house', 'department store', 'lodge', 'desk']",desk,
7821,Where can someone level up?,"['video game', 'garage', 'food court', ""carpenter's shop"", 'building']",video game,
7822,Where can someone likely use more than one washing machine?,"['house', 'laundromat', 'communal laundry', 'wash clothes', 'cellar']",laundromat,
7823,Where can someone purchase a contraceptive device without a prescription?,"['pharmacy', 'person', 'drugstore', 'bedroom', 'mcdonalds']",drugstore,
7824,Where can someone spend money?,"['pocket', 'casino', 'supermarket', 'store', 'cash register']",supermarket,
7825,Where can someone store extra sheets of paper?,"['printer', 'box', 'cutting and folding', 'cabinet', 'office']",box,
7826,Where can someone store furniture?,"['room', 'store', 'patio', ""friend's house"", 'building']",building,
7827,Where can someone view a county highway as a line?,"['from the sky', 'map', 'cross counties by car', 'country', 'michigan']",map,
7828,Where can someone watch a show from a balcony?,"['theater', 'opera house', 'concert', 'new orleans', 'michigan']",theater,
7829,Where can the children leave their bicycles?,"['street', 'netherlands', 'behind', 'university', 'schoolyard']",schoolyard,
7830,Where can the legs of a stool be built?,"['jail', 'internet cafe', ""blacksmith's shop"", 'building', 'bar']",blacksmith's shop,
7831,Where can travellers pull off the road to stretch their legs?,"['rest area', 'airport', 'train station', 'come home', 'bus depot']",rest area,
7832,Where can we see an elephant do tricks?,"['india', 'circus', 'zoo', 'safari', 'africa']",circus,
7833,Where can you borrow magazines?,"['library', 'bookstore', 'friends', 'table', 'doctor']",library,
7834,Where can you buy a binder?,"['college dorm', 'back pack', 'class room', 'backpack', 'office supply store']",office supply store,
7835,Where can you buy a complex system?,"['place', 'clothing store', 'computer store', 'human body', 'computer science']",computer store,
7836,Where can you buy a fashionable satchel?,"['luggage compartment', 'airport', 'room', 'clothing store', 'canada']",clothing store,
7837,Where can you buy a fishing rod?,"['furniture store', 'fishing camp', 'hardware store', 'sporting goods store', 'engine']",sporting goods store,
7838,Where can you buy a hairbrush along with bandages?,"['drugstore', 'hospital', 'bedroom', 'car', 'house']",drugstore,
7839,Where can you buy a letter opener along with high quality writing instruments?,"['grocery store', 'dek', ""martyr's chest"", 'stationery store', 'office supply store']",stationery store,
7840,Where can you buy a purse as well as a TV?,"['handbag', 'department store', 'pocket', 'pocket', 'home']",department store,
7841,Where can you buy alcohol and items for nourishment?,"['lunch room', 'supermarket', 'chemistry lab', 'restaurants', 'pub']",supermarket,
7842,Where can you buy an electric fan?,"['sauna', 'home', 'closet', 'hardware store', 'computer']",hardware store,
7843,Where can you buy eggs along side many other types of food?,"['egg carton', 'supermarket', 'refridgerator', 'breakfast', 'chicken coop']",supermarket,
7844,Where can you buy grapes directly from their growers?,"['grocery cart', 'kitchen', 'fridge', 'fruit market', 'super market']",fruit market,
7845,Where can you buy guns for hunting?,"['war', 'roadblock', 'make person sick', 'military base', 'sporting goods store']",sporting goods store,
7846,Where can you buy lettuce directly from the grower?,"['supermarket', 'grocery store', 'salad', ""farmer's market"", 'refrigerator']",farmer's market,
7847,Where can you buy material for making a pillow?,"['construction', 'toy store', 'factory', 'fabric store', 'house']",fabric store,
7848,Where can you buy opera glasses that are old?,"['museum', ""woman's purse"", 'supermarket', 'antique store', 'theater']",antique store,
7849,Where can you buy previously owned metal items?,"['instruments', 'hobby lobby', 'junkyard', 'ore', 'car']",junkyard,
