question,premise,hypothesis,rationales,split,correct_index,LLM_answer
A girl in a black and white outfit throws a javelin.</s>The girl is going to win the javelin toss.,A girl in a black and white outfit throws a javelin.,The girl is going to win the javelin toss.,"8. Neutral: The premise describes a girl in a black and white outfit throwing a javelin, while the hypothesis states that the girl is going to win the javelin toss. There is no direct relationship or contradiction between the two statements.","8. neutral: the premise describes a girl in a black and white outfit throwing a javelin, while the hypothesis states that the girl is going to win the javelin toss. there is no direct relationship or contradiction between the two statements.","{'neutral': 3, 'contradiction': 200}",neutral
Two construction workers in a truck as the one in the helmet is about to turn the ignition.</s>the workers are on the train,Two construction workers in a truck as the one in the helmet is about to turn the ignition.,the workers are on the train,"9. Contradiction: The hypothesis contradicts the premise by stating that the workers are on the train. The premise only describes two construction workers in a truck, with no mention of them being on a train.","9. contradiction: the hypothesis contradicts the premise by stating that the workers are on the train. the premise only describes two construction workers in a truck, with no mention of them being on a train.","{'contradiction': 3, 'contradicts': 33}",contradiction
"The tennis player is hitting the ball with his racquet, while others watch the match.</s>A golfer is teeing off.","The tennis player is hitting the ball with his racquet, while others watch the match.",A golfer is teeing off.,10. Contradiction: The hypothesis contradicts the premise by stating that a golfer is teeing off while the premise describes a tennis player hitting the ball with a racquet. There is no mention of golf or a golfer in the premise.,10. contradiction: the hypothesis contradicts the premise by stating that a golfer is teeing off while the premise describes a tennis player hitting the ball with a racquet. there is no mention of golf or a golfer in the premise.,"{'contradiction': 4, 'contradicts': 34}",contradiction
A shot-on-goal action photo of soccer players in red and black uniforms.</s>a decisive moment in a soccer game is frozen in photo.,A shot-on-goal action photo of soccer players in red and black uniforms.,a decisive moment in a soccer game is frozen in photo.,"1. The most likely answer is ""entailment."" The premise of a shot-on-goal action photo of soccer players in red and black uniforms suggests that there was a decisive moment in a soccer game, which aligns with the hypothesis."," is ""entailment."" the premise of a shot-on-goal action photo of soccer players in red and black uniforms suggests that there was a decisive moment in a soccer game, which aligns with the hypothesis.",{'entailment': 5},entailment
A man in a black sweater with a red undershirt playing a trumpet in front of a lighted Christmas tree.</s>A man in a black sweater with no red undershirt,A man in a black sweater with a red undershirt playing a trumpet in front of a lighted Christmas tree.,A man in a black sweater with no red undershirt,"2. The most likely answer is ""contradiction."" The premise describes a man in a black sweater with a red undershirt, while the hypothesis states that the man is wearing a black sweater with no red undershirt, which directly contradicts the information in the premise."," is ""contradiction."" the premise describes a man in a black sweater with a red undershirt, while the hypothesis states that the man is wearing a black sweater with no red undershirt, which directly contradicts the information in the premise.","{'contradiction': 5, 'contradicts': 198}",contradiction
A young boy swings a large stick as a crowd watches.</s>A young boy is enjoying himself.,A young boy swings a large stick as a crowd watches.,A young boy is enjoying himself.,"3. The most likely answer is ""neutral."" The premise describes a young boy swinging a large stick while a crowd watches, but it does not provide enough information to determine whether or not the boy is enjoying himself. The hypothesis is a possible interpretation but it cannot be confirmed or refuted based on the premise alone."," is ""neutral."" the premise describes a young boy swinging a large stick while a crowd watches, but it does not provide enough information to determine whether or not the boy is enjoying himself. the hypothesis is a possible interpretation but it cannot be confirmed or refuted based on the premise alone.",{'neutral': 5},neutral
A girl in a karate outfit is talking to a man in a white shirt.</s>Nobody is talking.,A girl in a karate outfit is talking to a man in a white shirt.,Nobody is talking.,"4. The most likely answer is ""neutral."" The premise states that a girl in a karate outfit is talking to a man in a white shirt, but it does not provide enough information to determine whether or not anyone is talking. The hypothesis suggests that nobody is talking, but it cannot be confirmed or refuted based on the premise alone."," is ""neutral."" the premise states that a girl in a karate outfit is talking to a man in a white shirt, but it does not provide enough information to determine whether or not anyone is talking. the hypothesis suggests that nobody is talking, but it cannot be confirmed or refuted based on the premise alone.",{'neutral': 5},neutral
"A child, in a red coat, makes a funny face for the camera.</s>A child sleeping at a photography session.","A child, in a red coat, makes a funny face for the camera.",A child sleeping at a photography session.,"5. The most likely answer is ""contradiction."" The premise describes a child in a red coat making a funny face for the camera, while the hypothesis states that the child is sleeping at a photography session, which directly contradicts the information in the premise."," is ""contradiction."" the premise describes a child in a red coat making a funny face for the camera, while the hypothesis states that the child is sleeping at a photography session, which directly contradicts the information in the premise.","{'contradiction': 5, 'contradicts': 197}",contradiction
"Four men, two of them with guitars, perform on a stage while several people with their hands in the air watch.</s>The crowd is very entertained.","Four men, two of them with guitars, perform on a stage while several people with their hands in the air watch.",The crowd is very entertained.,"6. The most likely answer is ""neutral."" The premise describes four men, two of them with guitars, performing on a stage while several people with their hands in the air watch. While this could suggest that the crowd is entertained, it is not explicitly stated in the premise. The hypothesis aligns with a possible interpretation but cannot be confirmed or refuted based on the premise alone."," is ""neutral."" the premise describes four men, two of them with guitars, performing on a stage while several people with their hands in the air watch. while this could suggest that the crowd is entertained, it is not explicitly stated in the premise. the hypothesis aligns with a possible interpretation but cannot be confirmed or refuted based on the premise alone.",{'neutral': 5},neutral
A man is reading off a sheet of paper to a crowd while another man in white stands beside him.</s>No one depicted is wearing anything that is white.,A man is reading off a sheet of paper to a crowd while another man in white stands beside him.,No one depicted is wearing anything that is white.,"7. The most likely answer is ""contradiction."" The premise states that a man is reading off a sheet of paper to a crowd while another man in white stands beside him. The hypothesis suggests that no one depicted is wearing anything that is white, which directly contradicts the information in the premise."," is ""contradiction."" the premise states that a man is reading off a sheet of paper to a crowd while another man in white stands beside him. the hypothesis suggests that no one depicted is wearing anything that is white, which directly contradicts the information in the premise.","{'contradiction': 5, 'contradicts': 235}",contradiction
A skateboarder leaps over a white fire hydrant.</s>A skateboarder leaps over something while drinking soda.,A skateboarder leaps over a white fire hydrant.,A skateboarder leaps over something while drinking soda.,"8. The most likely answer is ""neutral."" The premise describes a skateboarder leaping over a white fire hydrant, but it does not provide any information about the skateboarder drinking soda. The hypothesis is unrelated to the premise and cannot be confirmed or refuted based on the given information."," is ""neutral."" the premise describes a skateboarder leaping over a white fire hydrant, but it does not provide any information about the skateboarder drinking soda. the hypothesis is unrelated to the premise and cannot be confirmed or refuted based on the given information.",{'neutral': 5},neutral
A young girl is standing against a chain covering her mouth with her hand and holding a red flag.</s>A young girl is standing against a chain to play.,A young girl is standing against a chain covering her mouth with her hand and holding a red flag.,A young girl is standing against a chain to play.,"9. The most likely answer is ""neutral."" The premise describes a young girl standing against a chain, covering her mouth with her hand, and holding a red flag. While the hypothesis suggests that the girl is standing against the chain to play, it cannot be confirmed or refuted based on the given information. The hypothesis is simply a possible interpretation."," is ""neutral."" the premise describes a young girl standing against a chain, covering her mouth with her hand, and holding a red flag. while the hypothesis suggests that the girl is standing against the chain to play, it cannot be confirmed or refuted based on the given information. the hypothesis is simply a possible interpretation.",{'neutral': 5},neutral
A little dog is looking at a red ball.</s>the dog is looking at the ball,A little dog is looking at a red ball.,the dog is looking at the ball,"10. The most likely answer is ""entailment."" The premise describes a little dog looking at a red ball, which aligns with the hypothesis stating that the dog is looking at the ball. The evidence from the premise supports the hypothesis."," is ""entailment."" the premise describes a little dog looking at a red ball, which aligns with the hypothesis stating that the dog is looking at the ball. the evidence from the premise supports the hypothesis.",{'entailment': 5},entailment
A Veterinarian is giving medicine to a cat.</s>the dog eats shrimp,A Veterinarian is giving medicine to a cat.,the dog eats shrimp,"1. The most likely answer is ""contradiction"". The premise states that the veterinarian is giving medicine to a cat, while the hypothesis states that the dog eats shrimp. These two statements are contradictory because they involve different animals and actions."," is ""contradiction"". the premise states that the veterinarian is giving medicine to a cat, while the hypothesis states that the dog eats shrimp. these two statements are contradictory because they involve different animals and actions.","{'contradiction': 5, 'contradictory': 170}",contradiction
A man stands in front of a group of adolescents who are seated at computers.</s>There are several people sitting around computers.,A man stands in front of a group of adolescents who are seated at computers.,There are several people sitting around computers.,"2. The most likely answer is ""entailment"". The premise states that a man stands in front of a group of adolescents who are seated at computers, and the hypothesis states that there are several people sitting around computers. The hypothesis logically follows from the premise, as the presence of a man in front of a group of adolescents implies that there are people seated around computers."," is ""entailment"". the premise states that a man stands in front of a group of adolescents who are seated at computers, and the hypothesis states that there are several people sitting around computers. the hypothesis logically follows from the premise, as the presence of a man in front of a group of adolescents implies that there are people seated around computers.",{'entailment': 5},entailment
A man in black wearing a helmet on a mountain bike travelling very fast.</s>A woman jogs slowly up a hill.,A man in black wearing a helmet on a mountain bike travelling very fast.,A woman jogs slowly up a hill.,"3. The most likely answer is ""neutral"". The premise describes a man in black wearing a helmet on a mountain bike traveling very fast, while the hypothesis describes a woman jogging slowly up a hill. These two statements do not have any direct connection or contradiction, so they are considered neutral."," is ""neutral"". the premise describes a man in black wearing a helmet on a mountain bike traveling very fast, while the hypothesis describes a woman jogging slowly up a hill. these two statements do not have any direct connection or contradiction, so they are considered neutral.","{'neutral': 5, 'contradiction': 232}",neutral
A man with a dropped alcoholic beverage has fallen on the sidewalk while his female companion is attempting to help him up with a smile on her face.</s>The man is an alchoholic.,A man with a dropped alcoholic beverage has fallen on the sidewalk while his female companion is attempting to help him up with a smile on her face.,The man is an alchoholic.,"4. The most likely answer is ""neutral"". The premise describes a man with a dropped alcoholic beverage falling on the sidewalk, while his female companion is attempting to help him up with a smile on her face. The hypothesis states that the man is an alcoholic. There is insufficient information in the premise to determine whether the man is an alcoholic or not, therefore it is considered a neutral relationship."," is ""neutral"". the premise describes a man with a dropped alcoholic beverage falling on the sidewalk, while his female companion is attempting to help him up with a smile on her face. the hypothesis states that the man is an alcoholic. there is insufficient information in the premise to determine whether the man is an alcoholic or not, therefore it is considered a neutral relationship.",{'neutral': 5},neutral
"A quartet of young people, possibly Spanish or Portuguese, wearing red bandannas, while one conspicuously does not, stroll down a boulevard.</s>The young group of people are sightseeing.","A quartet of young people, possibly Spanish or Portuguese, wearing red bandannas, while one conspicuously does not, stroll down a boulevard.",The young group of people are sightseeing.,"5. The most likely answer is ""neutral"". The premise describes a quartet of young people, possibly Spanish or Portuguese, wearing red bandannas, while one conspicuously does not. The hypothesis states that the young group of people are sightseeing. These two statements do not have any direct connection or contradiction, so they are considered neutral."," is ""neutral"". the premise describes a quartet of young people, possibly spanish or portuguese, wearing red bandannas, while one conspicuously does not. the hypothesis states that the young group of people are sightseeing. these two statements do not have any direct connection or contradiction, so they are considered neutral.","{'neutral': 5, 'contradiction': 281}",neutral
A bicycle performer accomplishes a jump.</s>A family rides slowly on a bike path.,A bicycle performer accomplishes a jump.,A family rides slowly on a bike path.,"6. The most likely answer is ""neutral"". The premise describes a bicycle performer accomplishing a jump, while the hypothesis describes a family riding slowly on a bike path. These two statements do not have any direct connection or contradiction, so they are considered neutral."," is ""neutral"". the premise describes a bicycle performer accomplishing a jump, while the hypothesis describes a family riding slowly on a bike path. these two statements do not have any direct connection or contradiction, so they are considered neutral.","{'neutral': 5, 'contradiction': 207}",neutral
A man without a shirt on is riding a bicycle.</s>A shirtless man is walking with his bicycle.,A man without a shirt on is riding a bicycle.,A shirtless man is walking with his bicycle.,"7. The most likely answer is ""neutral"". The premise describes a man without a shirt on riding a bicycle, while the hypothesis describes a shirtless man walking with his bicycle. These two statements do not have any direct connection or contradiction, so they are considered neutral."," is ""neutral"". the premise describes a man without a shirt on riding a bicycle, while the hypothesis describes a shirtless man walking with his bicycle. these two statements do not have any direct connection or contradiction, so they are considered neutral.","{'neutral': 5, 'contradiction': 211}",neutral
"A male in a baseball uniform, running.</s>A man running in a baseball uniform.","A male in a baseball uniform, running.",A man running in a baseball uniform.,"8. The most likely answer is ""entailment"". The premise describes a male in a baseball uniform running, while the hypothesis describes a man running in a baseball uniform. The hypothesis logically follows from the premise, as a male in a baseball uniform running can be described as a man running in a baseball uniform."," is ""entailment"". the premise describes a male in a baseball uniform running, while the hypothesis describes a man running in a baseball uniform. the hypothesis logically follows from the premise, as a male in a baseball uniform running can be described as a man running in a baseball uniform.",{'entailment': 5},entailment
The traffic light could be dangerous the way it is hung.</s>The traffic light is secure.,The traffic light could be dangerous the way it is hung.,The traffic light is secure.,"9. The most likely answer is ""neutral"". The premise states that the traffic light could be dangerous the way it is hung, while the hypothesis states that the traffic light is secure. These two statements do not have any direct connection or contradiction, so they are considered neutral."," is ""neutral"". the premise states that the traffic light could be dangerous the way it is hung, while the hypothesis states that the traffic light is secure. these two statements do not have any direct connection or contradiction, so they are considered neutral.","{'neutral': 5, 'contradiction': 216}",neutral
Dog splashing in water toward a red ball.</s>The dog chases the ball.,Dog splashing in water toward a red ball.,The dog chases the ball.,"10. The most likely answer is ""entailment"". The premise describes a dog splashing in water toward a red ball, while the hypothesis states that the dog chases the ball. The hypothesis logically follows from the premise, as a dog splashing in water toward a red ball can be described as the dog chasing the ball."," is ""entailment"". the premise describes a dog splashing in water toward a red ball, while the hypothesis states that the dog chases the ball. the hypothesis logically follows from the premise, as a dog splashing in water toward a red ball can be described as the dog chasing the ball.",{'entailment': 5},entailment
Two Indian women loading bricks to carry on their heads.</s>Two men are helping carry bricks.,Two Indian women loading bricks to carry on their heads.,Two men are helping carry bricks.,"1. The most likely answer is ""contradiction"" because the hypothesis states that two men are helping carry bricks, which contradicts the premise that two Indian women are loading bricks on their heads. "," is ""contradiction"" because the hypothesis states that two men are helping carry bricks, which contradicts the premise that two indian women are loading bricks on their heads. ","{'contradiction': 5, 'contradicts': 95}",contradiction
"In white, team usa making a jump shot for a point</s>Team USA is about to score the game winning point that'll earn them the gold medal!","In white, team usa making a jump shot for a point",Team USA is about to score the game winning point that'll earn them the gold medal!,"2. The most likely answer is ""neutral"" because the hypothesis does not directly address the premise but adds additional information about the game winning point and gold medal. "," is ""neutral"" because the hypothesis does not directly address the premise but adds additional information about the game winning point and gold medal. ",{'neutral': 5},neutral
A man dressed as a fireman sitting down.</s>The man dressed as a fireman for Halloween.,A man dressed as a fireman sitting down.,The man dressed as a fireman for Halloween.,"3. The most likely answer is ""neutral"" because the hypothesis does not directly address the premise but adds information about the man dressed as a fireman for Halloween. "," is ""neutral"" because the hypothesis does not directly address the premise but adds information about the man dressed as a fireman for halloween. ",{'neutral': 5},neutral
"A gymnast in navy blue with a pink ribbon in her hair is performing on the balancing beam.</s>The female gymnast, wearing a navy blue uniform, concentrates, preparing for her next move on the balance beam.",A gymnast in navy blue with a pink ribbon in her hair is performing on the balancing beam.,"The female gymnast, wearing a navy blue uniform, concentrates, preparing for her next move on the balance beam.","4. The most likely answer is ""entailment"" because the hypothesis provides additional details that align with the premise, such as the gymnast wearing a navy blue uniform and preparing for her next move on the balance beam. "," is ""entailment"" because the hypothesis provides additional details that align with the premise, such as the gymnast wearing a navy blue uniform and preparing for her next move on the balance beam. ",{'entailment': 5},entailment
A little boy is standing on the street while a man in overalls is working on a stone wall.</s>The man has to pull the boy off of the street as a car comes speeding past.,A little boy is standing on the street while a man in overalls is working on a stone wall.,The man has to pull the boy off of the street as a car comes speeding past.,"5. The most likely answer is ""entailment"" because the hypothesis provides additional details that align with the premise, such as the man having to pull the boy off the street as a car comes speeding past. "," is ""entailment"" because the hypothesis provides additional details that align with the premise, such as the man having to pull the boy off the street as a car comes speeding past. ",{'entailment': 5},entailment
A woman working at a newsstand.</s>The woman sells magazines and newspapers to customers.,A woman working at a newsstand.,The woman sells magazines and newspapers to customers.,"6. The most likely answer is ""entailment"" because the hypothesis aligns with the premise by stating that the woman sells magazines and newspapers to customers at the newsstand. "," is ""entailment"" because the hypothesis aligns with the premise by stating that the woman sells magazines and newspapers to customers at the newsstand. ",{'entailment': 5},entailment
A softball player runs toward home plate.</s>there is a tournament,A softball player runs toward home plate.,there is a tournament,"7. The most likely answer is ""neutral"" because the hypothesis does not directly address the premise but adds information about there being a tournament. "," is ""neutral"" because the hypothesis does not directly address the premise but adds information about there being a tournament. ",{'neutral': 5},neutral
a young boy sticking his head inside a huge bubble</s>The boy is praying in church.,a young boy sticking his head inside a huge bubble,The boy is praying in church.,"8. The most likely answer is ""neutral"" because the hypothesis does not directly address the premise but adds information about the boy praying in church. "," is ""neutral"" because the hypothesis does not directly address the premise but adds information about the boy praying in church. ",{'neutral': 5},neutral
"Two men in black eating a sandwich.</s>The two men are undertakers, taking a break after a service at the funeral home to have lunch.",Two men in black eating a sandwich.,"The two men are undertakers, taking a break after a service at the funeral home to have lunch.","9. The most likely answer is ""entailment"" because the hypothesis provides additional details that align with the premise, such as the two men being undertakers taking a break after a service at the funeral home. "," is ""entailment"" because the hypothesis provides additional details that align with the premise, such as the two men being undertakers taking a break after a service at the funeral home. ",{'entailment': 5},entailment
A large crowd gathers to watch hot-air balloons.</s>People watch a hot-air balloon race.,A large crowd gathers to watch hot-air balloons.,People watch a hot-air balloon race.,"10. The most likely answer is ""entailment"" because the hypothesis provides additional details that align with the premise, such as people watching a hot-air balloon race as a large crowd gathers."," is ""entailment"" because the hypothesis provides additional details that align with the premise, such as people watching a hot-air balloon race as a large crowd gathers.",{'entailment': 5},entailment
A young man playing a prize game with a toy gun rifle.</s>a guy won a frog,A young man playing a prize game with a toy gun rifle.,a guy won a frog,"1. The most likely answer is ""neutral"" because there is no information in the premise that directly supports or contradicts the hypothesis. There is no clear connection between a young man playing a prize game with a toy gun rifle and the hypothesis that a guy won a frog."," is ""neutral"" because there is no information in the premise that directly supports or contradicts the hypothesis. there is no clear connection between a young man playing a prize game with a toy gun rifle and the hypothesis that a guy won a frog.","{'neutral': 5, 'contradicts': 87}",neutral
A Romanian gymnast does a handstand on the still rings.</s>The gymnast is performing their routine.,A Romanian gymnast does a handstand on the still rings.,The gymnast is performing their routine.,"2. The most likely answer is ""entailment"" because the premise of a Romanian gymnast doing a handstand on the still rings directly supports the hypothesis that the gymnast is performing their routine. Doing a handstand on the still rings is a common move in gymnastics routines."," is ""entailment"" because the premise of a romanian gymnast doing a handstand on the still rings directly supports the hypothesis that the gymnast is performing their routine. doing a handstand on the still rings is a common move in gymnastics routines.",{'entailment': 5},entailment
peoples running at the way</s>The protesters are scattering as the police cars come rolling up.,peoples running at the way,The protesters are scattering as the police cars come rolling up.,"3. The most likely answer is ""entailment"" because the premise of people running at the way supports the hypothesis that the protesters are scattering as the police cars come rolling up. The running of people can be seen as a reaction to the arrival of the police cars."," is ""entailment"" because the premise of people running at the way supports the hypothesis that the protesters are scattering as the police cars come rolling up. the running of people can be seen as a reaction to the arrival of the police cars.",{'entailment': 5},entailment
A boat with people and their belongings is in the water.</s>The boat is moving across the surface of the water.,A boat with people and their belongings is in the water.,The boat is moving across the surface of the water.,"4. The most likely answer is ""neutral"" because there is no information in the premise that directly supports or contradicts the hypothesis. The premise describes a boat with people and their belongings in the water, but it does not provide any information about whether the boat is moving or not."," is ""neutral"" because there is no information in the premise that directly supports or contradicts the hypothesis. the premise describes a boat with people and their belongings in the water, but it does not provide any information about whether the boat is moving or not.","{'neutral': 5, 'contradicts': 87}",neutral
A woman wearing a plaid dress standing on the sidewalk next to a white dog</s>The woman is standing next to a cat,A woman wearing a plaid dress standing on the sidewalk next to a white dog,The woman is standing next to a cat,"5. The most likely answer is ""contradiction"" because the premise of a woman wearing a plaid dress standing next to a white dog contradicts the hypothesis that the woman is standing next to a cat. The premise specifically mentions a white dog, not a cat."," is ""contradiction"" because the premise of a woman wearing a plaid dress standing next to a white dog contradicts the hypothesis that the woman is standing next to a cat. the premise specifically mentions a white dog, not a cat.","{'contradiction': 5, 'contradicts': 102}",contradiction
A dark-haired woman sitting with her knees up to her chest on a worn chair.</s>The women is sitting on a worn chair with her knees up to her chest.,A dark-haired woman sitting with her knees up to her chest on a worn chair.,The women is sitting on a worn chair with her knees up to her chest.,"6. The most likely answer is ""entailment"" because the premise of a dark-haired woman sitting with her knees up to her chest on a worn chair directly supports the hypothesis that the woman is sitting on a worn chair with her knees up to her chest. The premise describes the exact situation mentioned in the hypothesis."," is ""entailment"" because the premise of a dark-haired woman sitting with her knees up to her chest on a worn chair directly supports the hypothesis that the woman is sitting on a worn chair with her knees up to her chest. the premise describes the exact situation mentioned in the hypothesis.",{'entailment': 5},entailment
"Lounging on the pillar and worn bricks, the young man is immersed in his book.</s>The man reads about the building he's lounging on.","Lounging on the pillar and worn bricks, the young man is immersed in his book.",The man reads about the building he's lounging on.,"7. The most likely answer is ""neutral"" because there is no information in the premise that directly supports or contradicts the hypothesis. The premise describes a young man lounging on a pillar and worn bricks, but there is no mention of the man reading about the building he's lounging on."," is ""neutral"" because there is no information in the premise that directly supports or contradicts the hypothesis. the premise describes a young man lounging on a pillar and worn bricks, but there is no mention of the man reading about the building he's lounging on.","{'neutral': 5, 'contradicts': 87}",neutral
Two people are on a stage playing stringed instruments for a small crowd.</s>Two people are performing.,Two people are on a stage playing stringed instruments for a small crowd.,Two people are performing.,"8. The most likely answer is ""neutral"" because there is no information in the premise that directly supports or contradicts the hypothesis. The premise describes two people on a stage playing stringed instruments, but it does not specify whether they are performing or not."," is ""neutral"" because there is no information in the premise that directly supports or contradicts the hypothesis. the premise describes two people on a stage playing stringed instruments, but it does not specify whether they are performing or not.","{'neutral': 5, 'contradicts': 87}",neutral
"A little boy playing with a mop that is moving quickly, and has many toys in the background.</s>a kid is playing with a mop but not his toys","A little boy playing with a mop that is moving quickly, and has many toys in the background.",a kid is playing with a mop but not his toys,"9. The most likely answer is ""contradiction"" because the premise of a little boy playing with a mop and many toys in the background contradicts the hypothesis that the kid is playing with a mop but not his toys. The premise describes the little boy playing with both a mop and many toys."," is ""contradiction"" because the premise of a little boy playing with a mop and many toys in the background contradicts the hypothesis that the kid is playing with a mop but not his toys. the premise describes the little boy playing with both a mop and many toys.","{'contradiction': 5, 'contradicts': 107}",contradiction
"Four dirty and barefooted children.</s>four homeless children had their shoes stolen, so their feet are dirty.",Four dirty and barefooted children.,"four homeless children had their shoes stolen, so their feet are dirty.","10. The most likely answer is ""neutral"" because there is no information in the premise that directly supports or contradicts the hypothesis. The premise describes four dirty and barefooted children, but it does not provide any information about whether their shoes were stolen or not."," is ""neutral"" because there is no information in the premise that directly supports or contradicts the hypothesis. the premise describes four dirty and barefooted children, but it does not provide any information about whether their shoes were stolen or not.","{'neutral': 5, 'contradicts': 87}",neutral
"Several people, including a shirtless man and a woman in purple shorts which say ""P.I.N.K."" on the back, are walking through a crowded outdoor area.</s>Completey naked people running around indoors.","Several people, including a shirtless man and a woman in purple shorts which say ""P.I.N.K."" on the back, are walking through a crowded outdoor area.",Completey naked people running around indoors.,"1. The most likely answer is ""contradiction"". The premise describes people who are partially clothed in an outdoor area, while the hypothesis states that completely naked people are running around indoors. These two statements conflict with each other."," is ""contradiction"". the premise describes people who are partially clothed in an outdoor area, while the hypothesis states that completely naked people are running around indoors. these two statements conflict with each other.",{'contradiction': 5},contradiction
A man in a black suit and spectacles is at a wedding reception holding a microphone.</s>The best man is preparing to give a toast.,A man in a black suit and spectacles is at a wedding reception holding a microphone.,The best man is preparing to give a toast.,"2. The most likely answer is ""entailment"". The premise describes a man at a wedding reception holding a microphone, which implies that he is preparing to give a speech or a toast. The hypothesis directly states that the best man is preparing to give a toast, which aligns with the information provided in the premise."," is ""entailment"". the premise describes a man at a wedding reception holding a microphone, which implies that he is preparing to give a speech or a toast. the hypothesis directly states that the best man is preparing to give a toast, which aligns with the information provided in the premise.",{'entailment': 5},entailment
A boy jumps from one table to another at a park.</s>The boy is pretending to be superman.,A boy jumps from one table to another at a park.,The boy is pretending to be superman.,"3. The most likely answer is ""neutral"". The premise describes a boy jumping from one table to another at a park, but it doesn't provide any information about whether the boy is pretending to be Superman or not. The hypothesis is a subjective interpretation of the boy's actions, so it cannot be categorized as entailing or contradicting the premise."," is ""neutral"". the premise describes a boy jumping from one table to another at a park, but it doesn't provide any information about whether the boy is pretending to be superman or not. the hypothesis is a subjective interpretation of the boy's actions, so it cannot be categorized as entailing or contradicting the premise.",{'neutral': 5},neutral
A man wearing a Get A Job t-shirt takes a picture of the camera holder with a bright yellow camera while also holding a photo in his left hand.</s>Funny picture of a man in a t-shirt taking a picture of a photographer.,A man wearing a Get A Job t-shirt takes a picture of the camera holder with a bright yellow camera while also holding a photo in his left hand.,Funny picture of a man in a t-shirt taking a picture of a photographer.,"4. The most likely answer is ""contradiction"". The premise describes a man wearing a specific t-shirt taking a picture with a yellow camera, while also holding a photo in his hand. The hypothesis states that there is a funny picture of a man in a t-shirt taking a picture of a photographer. These two statements conflict with each other."," is ""contradiction"". the premise describes a man wearing a specific t-shirt taking a picture with a yellow camera, while also holding a photo in his hand. the hypothesis states that there is a funny picture of a man in a t-shirt taking a picture of a photographer. these two statements conflict with each other.",{'contradiction': 5},contradiction
A dolphin above water</s>A dolphin is doing a trick.,A dolphin above water,A dolphin is doing a trick.,"5. The most likely answer is ""neutral"". The premise simply states that there is a dolphin above water, but it doesn't provide any information about what the dolphin is doing. The hypothesis assumes that the dolphin is doing a trick, but it is not entailed or contradicted by the premise."," is ""neutral"". the premise simply states that there is a dolphin above water, but it doesn't provide any information about what the dolphin is doing. the hypothesis assumes that the dolphin is doing a trick, but it is not entailed or contradicted by the premise.","{'neutral': 5, 'entailed': 222, 'contradicted': 234}",neutral
A group of people are at an aquarium to view marine life.</s>A group are viewing all the different types of fish at the aquarium.,A group of people are at an aquarium to view marine life.,A group are viewing all the different types of fish at the aquarium.,"6. The most likely answer is ""entailment"". The premise states that a group of people are at an aquarium to view marine life. The hypothesis directly states that the group is viewing all the different types of fish at the aquarium, which aligns with the information provided in the premise."," is ""entailment"". the premise states that a group of people are at an aquarium to view marine life. the hypothesis directly states that the group is viewing all the different types of fish at the aquarium, which aligns with the information provided in the premise.",{'entailment': 5},entailment
A blond girl is performing karate and kicking through blocks of wood.</s>A young girl is training to be a ninja.,A blond girl is performing karate and kicking through blocks of wood.,A young girl is training to be a ninja.,"7. The most likely answer is ""entailment"". The premise describes a blond girl performing karate and kicking through blocks of wood, which implies that she is training in martial arts. The hypothesis directly states that the young girl is training to be a ninja, which aligns with the information provided in the premise."," is ""entailment"". the premise describes a blond girl performing karate and kicking through blocks of wood, which implies that she is training in martial arts. the hypothesis directly states that the young girl is training to be a ninja, which aligns with the information provided in the premise.",{'entailment': 5},entailment
People sitting in a museum setting surrounded by Egyptian artifacts.</s>people are looking at egyptian artifcast,People sitting in a museum setting surrounded by Egyptian artifacts.,people are looking at egyptian artifcast,"8. The most likely answer is ""entailment"". The premise describes people sitting in a museum setting surrounded by Egyptian artifacts, implying that they are looking at the artifacts. The hypothesis directly states that people are looking at Egyptian artifacts, which aligns with the information provided in the premise."," is ""entailment"". the premise describes people sitting in a museum setting surrounded by egyptian artifacts, implying that they are looking at the artifacts. the hypothesis directly states that people are looking at egyptian artifacts, which aligns with the information provided in the premise.",{'entailment': 5},entailment
The musician is playing the guitar and singing.</s>A man plays music.,The musician is playing the guitar and singing.,A man plays music.,"9. The most likely answer is ""entailment"". The premise states that the musician is playing the guitar and singing, which implies that a person is playing music. The hypothesis directly states that a man plays music, which aligns with the information provided in the premise."," is ""entailment"". the premise states that the musician is playing the guitar and singing, which implies that a person is playing music. the hypothesis directly states that a man plays music, which aligns with the information provided in the premise.",{'entailment': 5},entailment
A young female african american child sitting on a swing with both arms holding the chains on the swing.</s>The girl is smiling.,A young female african american child sitting on a swing with both arms holding the chains on the swing.,The girl is smiling.,"10. The most likely answer is ""entailment"". The premise describes a young female African American child sitting on a swing with both arms holding the chains on the swing. The hypothesis states that the girl is smiling, which can be inferred from the visual description given in the premise."," is ""entailment"". the premise describes a young female african american child sitting on a swing with both arms holding the chains on the swing. the hypothesis states that the girl is smiling, which can be inferred from the visual description given in the premise.",{'entailment': 5},entailment
